periodo;codigo;nome;turma;siape;horario;matricula;nota;situacao
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2565098-1;36M56 (13/02/2017 - 01/07/2017);20170002014;-;CANCELADO
1;ECT2103;CÁLCULO I;1;2571630-3;2356M34 (25/04/2017 - 01/07/2017);20170002014;-;CANCELADO
1;ECT2104;QUÍMICA GERAL;02A;3432383-1;2M1256 5M56 (13/02/2017 - 01/07/2017);20170002014;-;CANCELADO
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M12 (13/02/2017 - 01/07/2017);20170002014;-;CANCELADO
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (13/02/2017 - 01/07/2017);20170002014;-;CANCELADO
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (13/02/2017 - 24/04/2017);20170002097;-;EXCLUIDA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2565098-1;36M56 (13/02/2017 - 01/07/2017);20170002097;5.00;APROVADO POR NOTA
1;ECT2103;CÁLCULO I;1;2571630-3;2356M34 (25/04/2017 - 01/07/2017);20170002097;-;EXCLUIDA
1;ECT2104;QUÍMICA GERAL;02A;3432383-1;2M1256 5M56 (13/02/2017 - 01/07/2017);20170002097;6.40;APROVADO POR NOTA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M12 (13/02/2017 - 01/07/2017);20170002097;7.30;APROVADO
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (13/02/2017 - 01/07/2017);20170002097;7.70;APROVADO
1;ECT2101;PRÉ-CÁLCULO;4;1753234-7;2356N12 (13/02/2017 - 24/04/2017);20170002130;-;EXCLUIDA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;1879244-0;36N34 (13/02/2017 - 01/07/2017);20170002130;-;EXCLUIDA
1;ECT2103;CÁLCULO I;4;2196137-1;2356N12 (25/04/2017 - 01/07/2017);20170002130;-;EXCLUIDA
1;ECT2104;QUÍMICA GERAL;05A;2276334-3;2T56  25N34 (13/02/2017 - 01/07/2017);20170002130;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3913659-2;4N34 (13/02/2017 - 01/07/2017);20170002130;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1051570-6;4N12 (13/02/2017 - 01/07/2017);20170002130;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (13/02/2017 - 24/04/2017);20170002275;-;EXCLUIDA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2565098-1;36M56 (13/02/2017 - 01/07/2017);20170002275;-;EXCLUIDA
1;ECT2103;CÁLCULO I;1;2571630-3;2356M34 (25/04/2017 - 01/07/2017);20170002275;-;EXCLUIDA
1;ECT2104;QUÍMICA GERAL;02A;3432383-1;2M1256 5M56 (13/02/2017 - 01/07/2017);20170002275;-;EXCLUIDA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M12 (13/02/2017 - 01/07/2017);20170002275;-;EXCLUIDA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (13/02/2017 - 01/07/2017);20170002275;-;DESISTENCIA
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (13/02/2017 - 24/04/2017);20170002319;-;EXCLUIDA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2565098-1;36M56 (13/02/2017 - 01/07/2017);20170002319;-;DESISTENCIA
1;ECT2103;CÁLCULO I;1;2571630-3;2356M34 (25/04/2017 - 01/07/2017);20170002319;-;EXCLUIDA
1;ECT2104;QUÍMICA GERAL;02A;3432383-1;2M1256 5M56 (13/02/2017 - 01/07/2017);20170002319;-;EXCLUIDA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M12 (13/02/2017 - 01/07/2017);20170002319;-;EXCLUIDA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (13/02/2017 - 01/07/2017);20170002319;-;EXCLUIDA
1;ECT2101;PRÉ-CÁLCULO;4;1753234-7;2356N12 (13/02/2017 - 24/04/2017);20170002490;-;DESISTENCIA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;1879244-0;36N34 (13/02/2017 - 01/07/2017);20170002490;-;DESISTENCIA
1;ECT2103;CÁLCULO I;4;2196137-1;2356N12 (25/04/2017 - 01/07/2017);20170002490;-;DESISTENCIA
1;ECT2104;QUÍMICA GERAL;05A;2276334-3;2T56  25N34 (13/02/2017 - 01/07/2017);20170002490;-;DESISTENCIA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3913659-2;4N34 (13/02/2017 - 01/07/2017);20170002490;-;DESISTENCIA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1051570-6;4N12 (13/02/2017 - 01/07/2017);20170002490;6.90;APROVADO POR NOTA
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (13/02/2017 - 24/04/2017);20170002515;-;EXCLUIDA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2565098-1;36M56 (13/02/2017 - 01/07/2017);20170002515;-;EXCLUIDA
1;ECT2103;CÁLCULO I;1;2571630-3;2356M34 (25/04/2017 - 01/07/2017);20170002515;-;EXCLUIDA
1;ECT2104;QUÍMICA GERAL;02A;3432383-1;2M1256 5M56 (13/02/2017 - 01/07/2017);20170002515;-;EXCLUIDA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M12 (13/02/2017 - 01/07/2017);20170002515;-;EXCLUIDA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (13/02/2017 - 01/07/2017);20170002515;-;DESISTENCIA
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (13/02/2017 - 24/04/2017);20170002631;-;EXCLUIDA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2565098-1;36M56 (13/02/2017 - 01/07/2017);20170002631;-;EXCLUIDA
1;ECT2103;CÁLCULO I;1;2571630-3;2356M34 (25/04/2017 - 01/07/2017);20170002631;-;EXCLUIDA
1;ECT2104;QUÍMICA GERAL;02A;3432383-1;2M1256 5M56 (13/02/2017 - 01/07/2017);20170002631;-;EXCLUIDA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M12 (13/02/2017 - 01/07/2017);20170002631;-;EXCLUIDA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (13/02/2017 - 01/07/2017);20170002631;-;EXCLUIDA
1;ECT2101;PRÉ-CÁLCULO;4;1753234-7;2356N12 (13/02/2017 - 24/04/2017);20170002650;5.00;APROVADO POR NOTA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;1879244-0;36N34 (13/02/2017 - 01/07/2017);20170002650;0.80;REPROVADO
1;ECT2103;CÁLCULO I;4;2196137-1;2356N12 (25/04/2017 - 01/07/2017);20170002650;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2104;QUÍMICA GERAL;05A;2276334-3;2T56  25N34 (13/02/2017 - 01/07/2017);20170002650;2.80;REPROVADO
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3913659-2;4N34 (13/02/2017 - 01/07/2017);20170002650;4.50;REPROVADO
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1051570-6;4N12 (13/02/2017 - 01/07/2017);20170002650;4.20;REPROVADO
1;ECT2101;PRÉ-CÁLCULO;4;1753234-7;2356N12 (13/02/2017 - 24/04/2017);20170002696;-;EXCLUIDA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;1879244-0;36N34 (13/02/2017 - 01/07/2017);20170002696;-;EXCLUIDA
1;ECT2103;CÁLCULO I;4;2196137-1;2356N12 (25/04/2017 - 01/07/2017);20170002696;-;EXCLUIDA
1;ECT2104;QUÍMICA GERAL;05A;2276334-3;2T56  25N34 (13/02/2017 - 01/07/2017);20170002696;5.90;APROVADO POR NOTA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3913659-2;4N34 (13/02/2017 - 01/07/2017);20170002696;-;EXCLUIDA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1051570-6;4N12 (13/02/2017 - 01/07/2017);20170002696;-;EXCLUIDA
1;ECT2101;PRÉ-CÁLCULO;4;1753234-7;2356N12 (13/02/2017 - 24/04/2017);20170002758;-;EXCLUIDA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;1879244-0;36N34 (13/02/2017 - 01/07/2017);20170002758;0.00;REPROVADO POR MÉDIA E POR FALTAS
1;ECT2103;CÁLCULO I;4;2196137-1;2356N12 (25/04/2017 - 01/07/2017);20170002758;-;EXCLUIDA
1;ECT2104;QUÍMICA GERAL;05A;2276334-3;2T56  25N34 (13/02/2017 - 01/07/2017);20170002758;-;EXCLUIDA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3913659-2;4N34 (13/02/2017 - 01/07/2017);20170002758;7.20;APROVADO
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1051570-6;4N12 (13/02/2017 - 01/07/2017);20170002758;5.50;APROVADO POR NOTA
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (13/02/2017 - 24/04/2017);20170002776;-;EXCLUIDA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2565098-1;36M56 (13/02/2017 - 01/07/2017);20170002776;-;EXCLUIDA
1;ECT2103;CÁLCULO I;1;2571630-3;2356M34 (25/04/2017 - 01/07/2017);20170002776;-;CANCELADO
1;ECT2104;QUÍMICA GERAL;02A;3432383-1;2M1256 5M56 (13/02/2017 - 01/07/2017);20170002776;-;EXCLUIDA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;3891450-8;4M12 (13/02/2017 - 01/07/2017);20170002776;-;EXCLUIDA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1148551-7;4M34 (13/02/2017 - 01/07/2017);20170002776;-;EXCLUIDA
1;ECT2101;PRÉ-CÁLCULO;4;1753234-7;2356N12 (13/02/2017 - 24/04/2017);20170002856;-;EXCLUIDA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;1879244-0;36N34 (13/02/2017 - 01/07/2017);20170002856;-;EXCLUIDA
1;ECT2103;CÁLCULO I;4;2196137-1;2356N12 (25/04/2017 - 01/07/2017);20170002856;-;EXCLUIDA
1;ECT2104;QUÍMICA GERAL;05A;2276334-3;2T56  25N34 (13/02/2017 - 01/07/2017);20170002856;-;EXCLUIDA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3913659-2;4N34 (13/02/2017 - 01/07/2017);20170002856;-;EXCLUIDA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1051570-6;4N12 (13/02/2017 - 01/07/2017);20170002856;-;EXCLUIDA
1;ECT2101;PRÉ-CÁLCULO;4;1753234-7;2356N12 (13/02/2017 - 24/04/2017);20170002892;-;EXCLUIDA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;1879244-0;36N34 (13/02/2017 - 01/07/2017);20170002892;-;EXCLUIDA
1;ECT2103;CÁLCULO I;4;2196137-1;2356N12 (25/04/2017 - 01/07/2017);20170002892;-;EXCLUIDA
1;ECT2104;QUÍMICA GERAL;05A;2276334-3;2T56  25N34 (13/02/2017 - 01/07/2017);20170002892;-;EXCLUIDA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3913659-2;4N34 (13/02/2017 - 01/07/2017);20170002892;-;EXCLUIDA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1051570-6;4N12 (13/02/2017 - 01/07/2017);20170002892;-;EXCLUIDA
1;ECT2101;PRÉ-CÁLCULO;4;1753234-7;2356N12 (13/02/2017 - 24/04/2017);20170002936;-;EXCLUIDA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;1879244-0;36N34 (13/02/2017 - 01/07/2017);20170002936;1.70;CANCELADO
1;ECT2103;CÁLCULO I;4;2196137-1;2356N12 (25/04/2017 - 01/07/2017);20170002936;-;EXCLUIDA
1;ECT2104;QUÍMICA GERAL;05A;2276334-3;2T56  25N34 (13/02/2017 - 01/07/2017);20170002936;-;EXCLUIDA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3913659-2;4N34 (13/02/2017 - 01/07/2017);20170002936;1.50;CANCELADO
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1051570-6;4N12 (13/02/2017 - 01/07/2017);20170002936;0.80;CANCELADO
1;ECT2101;PRÉ-CÁLCULO;4;1753234-7;2356N12 (13/02/2017 - 24/04/2017);20170002972;-;EXCLUIDA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;1879244-0;36N34 (13/02/2017 - 01/07/2017);20170002972;-;EXCLUIDA
1;ECT2103;CÁLCULO I;4;2196137-1;2356N12 (25/04/2017 - 01/07/2017);20170002972;-;EXCLUIDA
1;ECT2104;QUÍMICA GERAL;05A;2276334-3;2T56  25N34 (13/02/2017 - 01/07/2017);20170002972;-;EXCLUIDA
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3913659-2;4N34 (13/02/2017 - 01/07/2017);20170002972;-;EXCLUIDA
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1051570-6;4N12 (13/02/2017 - 01/07/2017);20170002972;-;EXCLUIDA
1;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356M34 (13/02/2017 - 24/04/2017);20170002990;-;EXCLUIDA
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;2565098-1;36M56 (13/02/2017 - 01/07/2017);20170002990;-;EXCLUIDA
1;ECT2103;CÁLCULO I;1;2571630-3;2356M34 (25/04/2017 - 01/07/2017);20170002990;-;EXCLUIDA
1;ECT2104;QUÍMICA GERAL;02A;3432383-1;2M1256 5M56 (13/02/2017 - 01/07/2017);20170002990;-;EXCLUIDA
