UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE
SISTEMA INTEGRADO DE GESTÃO DE ATIVIDADES ACADÊMICAS
RELATÓRIO DE NOTAS SEMESTRAIS
CURSO;CIÊNCIAS E TECNOLOGIA/ECT - NATAL - BACHARELADO
ANO;2016

Período;Código;Nome;Turma;Siape;Horário;Matrícula;Nota;Situação;
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1753033-6;4M34 (01/02/2016 - 18/06/2016);20160001149;-;DESISTENCIA;
1;ECT2101;PRÉ-CÁLCULO;01;1508148-8;2356M56 (01/02/2016 - 12/04/2016);20160000580;-;EXCLUIDA;
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;2565098-1;36M34 (01/02/2016 - 18/06/2016);20160000580;5.80;APROVADO POR NOTA;
1;ECT2103;CÁLCULO I;01;2196137-1;2356M56 (13/04/2016 - 18/06/2016);20160000580;0.00;REPROVADO;
1;ECT2104;QUÍMICA GERAL;01A;1523912-0;25M34  2T12 (01/02/2016 - 18/06/2016);20160000580;8.10;APROVADO;
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;1746024-9,1673239-3;4M56 (01/02/2016 - 18/06/2016);20160000580;-;EXCLUIDA;
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1753033-6;4M34 (01/02/2016 - 18/06/2016);20160000580;8.40;APROVADO;
1;ECT2101;PRÉ-CÁLCULO;01;1508148-8;2356M56 (01/02/2016 - 12/04/2016);20160000642;-;EXCLUIDA;
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;2565098-1;36M34 (01/02/2016 - 18/06/2016);20160000642;8.20;APROVADO;
1;ECT2103;CÁLCULO I;01;2196137-1;2356M56 (13/04/2016 - 18/06/2016);20160000642;-;DESISTENCIA;
1;ECT2104;QUÍMICA GERAL;01A;1523912-0;25M34  2T12 (01/02/2016 - 18/06/2016);20160000642;-;EXCLUIDA;
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;1673239-3,1746024-9;4M56 (01/02/2016 - 18/06/2016);20160000642;-;EXCLUIDA;
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1753033-6;4M34 (01/02/2016 - 18/06/2016);20160000642;6.80;APROVADO POR NOTA;
1;ECT2101;PRÉ-CÁLCULO;01;1508148-8;2356M56 (01/02/2016 - 12/04/2016);20160001309;-;EXCLUIDA;
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;2565098-1;36M34 (01/02/2016 - 18/06/2016);20160001309;-;EXCLUIDA;
1;ECT2103;CÁLCULO I;01;2196137-1;2356M56 (13/04/2016 - 18/06/2016);20160001309;-;EXCLUIDA;
1;ECT2104;QUÍMICA GERAL;01A;1523912-0;25M34  2T12 (01/02/2016 - 18/06/2016);20160001309;-;EXCLUIDA;
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;1673239-3,1746024-9;4M56 (01/02/2016 - 18/06/2016);20160001309;7.00;APROVADO;
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1753033-6;4M34 (01/02/2016 - 18/06/2016);20160001309;7.10;APROVADO;
1;ECT2101;PRÉ-CÁLCULO;04;2111020-6,1753234-7;2356N12 (01/02/2016 - 12/04/2016);20160001461;1.40;CANCELADO;
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;04;2276754-3;36N34 (01/02/2016 - 18/06/2016);20160001461;-;TRANCADO;
1;ECT2103;CÁLCULO I;04;1753234-7;2356N12 (13/04/2016 - 18/06/2016);20160001461;0.00;CANCELADO;
1;ECT2104;QUÍMICA GERAL;05A;2276334-3;7T12  25N34 (01/02/2016 - 18/06/2016);20160001461;0.00;CANCELADO;
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;04;1746024-9;4N34 (01/02/2016 - 18/06/2016);20160001461;0.00;CANCELADO;
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;04;1753033-6;4N12 (01/02/2016 - 18/06/2016);20160001461;0.30;CANCELADO;
1;ECT2101;PRÉ-CÁLCULO;04;2111020-6,1753234-7;2356N12 (01/02/2016 - 12/04/2016);20160001720;5.10;APROVADO POR NOTA;
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;04;2276754-3;36N34 (01/02/2016 - 18/06/2016);20160001720;1.10;REPROVADO;
1;ECT2103;CÁLCULO I;04;1753234-7;2356N12 (13/04/2016 - 18/06/2016);20160001720;0.00;REPROVADO;
1;ECT2104;QUÍMICA GERAL;05A;2276334-3;7T12  25N34 (01/02/2016 - 18/06/2016);20160001720;1.10;REPROVADO;
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;04;1746024-9;4N34 (01/02/2016 - 18/06/2016);20160001720;6.80;APROVADO POR NOTA;
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;04;1753033-6;4N12 (01/02/2016 - 18/06/2016);20160001720;5.40;APROVADO POR NOTA;
1;ECT2101;PRÉ-CÁLCULO;04;2111020-6,1753234-7;2356N12 (01/02/2016 - 12/04/2016);20160001882;-;EXCLUIDA;
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;04;2276754-3;36N34 (01/02/2016 - 18/06/2016);20160001882;-;EXCLUIDA;
1;ECT2103;CÁLCULO I;04;1753234-7;2356N12 (13/04/2016 - 18/06/2016);20160001882;-;EXCLUIDA;
1;ECT2104;QUÍMICA GERAL;05A;2276334-3;7T12  25N34 (01/02/2016 - 18/06/2016);20160001882;-;EXCLUIDA;
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;04;1746024-9;4N34 (01/02/2016 - 18/06/2016);20160001882;-;EXCLUIDA;
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;04;1753033-6;4N12 (01/02/2016 - 18/06/2016);20160001882;-;EXCLUIDA;
1;ECT2101;PRÉ-CÁLCULO;01;1508148-8;2356M56 (01/02/2016 - 12/04/2016);20160001701;-;EXCLUIDA;
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;2565098-1;36M34 (01/02/2016 - 18/06/2016);20160001701;-;EXCLUIDA;
1;ECT2103;CÁLCULO I;01;2196137-1;2356M56 (13/04/2016 - 18/06/2016);20160001701;-;EXCLUIDA;
1;ECT2104;QUÍMICA GERAL;01A;1523912-0;25M34  2T12 (01/02/2016 - 18/06/2016);20160001701;-;EXCLUIDA;
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;1746024-9,1673239-3;4M56 (01/02/2016 - 18/06/2016);20160001701;6.40;APROVADO POR NOTA;
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1753033-6;4M34 (01/02/2016 - 18/06/2016);20160001701;6.50;APROVADO POR NOTA;
1;ECT2101;PRÉ-CÁLCULO;01;1508148-8;2356M56 (01/02/2016 - 12/04/2016);20160000802;-;EXCLUIDA;
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;2565098-1;36M34 (01/02/2016 - 18/06/2016);20160000802;-;EXCLUIDA;
1;ECT2103;CÁLCULO I;01;2196137-1;2356M56 (13/04/2016 - 18/06/2016);20160000802;-;EXCLUIDA;
1;ECT2104;QUÍMICA GERAL;01A;1523912-0;25M34  2T12 (01/02/2016 - 18/06/2016);20160000802;-;EXCLUIDA;
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;1746024-9,1673239-3;4M56 (01/02/2016 - 18/06/2016);20160000802;-;EXCLUIDA;
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1753033-6;4M34 (01/02/2016 - 18/06/2016);20160000802;8.30;APROVADO;
1;ECT2101;PRÉ-CÁLCULO;01;1508148-8;2356M56 (01/02/2016 - 12/04/2016);20160001784;8.60;APROVADO;
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;2565098-1;36M34 (01/02/2016 - 18/06/2016);20160001784;10.00;APROVADO;
1;ECT2103;CÁLCULO I;01;2196137-1;2356M56 (13/04/2016 - 18/06/2016);20160001784;10.00;APROVADO;
1;ECT2104;QUÍMICA GERAL;01A;1523912-0;25M34  2T12 (01/02/2016 - 18/06/2016);20160001784;-;EXCLUIDA;
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;1746024-9,1673239-3;4M56 (01/02/2016 - 18/06/2016);20160001784;8.40;APROVADO;
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1753033-6;4M34 (01/02/2016 - 18/06/2016);20160001784;9.50;APROVADO;
1;ECT2101;PRÉ-CÁLCULO;01;1508148-8;2356M56 (01/02/2016 - 12/04/2016);20160001686;-;DESISTENCIA;
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;2565098-1;36M34 (01/02/2016 - 18/06/2016);20160001686;-;DESISTENCIA;
1;ECT2103;CÁLCULO I;01;2196137-1;2356M56 (13/04/2016 - 18/06/2016);20160001686;-;DESISTENCIA;
1;ECT2104;QUÍMICA GERAL;01A;1523912-0;25M34  2T12 (01/02/2016 - 18/06/2016);20160001686;-;DESISTENCIA;
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;1746024-9,1673239-3;4M56 (01/02/2016 - 18/06/2016);20160001686;-;DESISTENCIA;
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1753033-6;4M34 (01/02/2016 - 18/06/2016);20160001686;-;DESISTENCIA;
1;ECT2101;PRÉ-CÁLCULO;01;1508148-8;2356M56 (01/02/2016 - 12/04/2016);20160001265;4.20;REPROVADO;
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;2565098-1;36M34 (01/02/2016 - 18/06/2016);20160001265;-;EXCLUIDA;
1;ECT2103;CÁLCULO I;01;2196137-1;2356M56 (13/04/2016 - 18/06/2016);20160001265;-;EXCLUIDA;
1;ECT2104;QUÍMICA GERAL;01A;1523912-0;25M34  2T12 (01/02/2016 - 18/06/2016);20160001265;6.40;APROVADO POR NOTA;
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;1673239-3,1746024-9;4M56 (01/02/2016 - 18/06/2016);20160001265;-;EXCLUIDA;
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1753033-6;4M34 (01/02/2016 - 18/06/2016);20160001265;7.10;APROVADO;
1;ECT2101;PRÉ-CÁLCULO;01;1508148-8;2356M56 (01/02/2016 - 12/04/2016);20160001748;-;EXCLUIDA;
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;2565098-1;36M34 (01/02/2016 - 18/06/2016);20160001748;-;EXCLUIDA;
1;ECT2103;CÁLCULO I;01;2196137-1;2356M56 (13/04/2016 - 18/06/2016);20160001748;-;EXCLUIDA;
1;ECT2104;QUÍMICA GERAL;01A;1523912-0;25M34  2T12 (01/02/2016 - 18/06/2016);20160001748;5.30;APROVADO POR NOTA;
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;1673239-3,1746024-9;4M56 (01/02/2016 - 18/06/2016);20160001748;-;EXCLUIDA;
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1753033-6;4M34 (01/02/2016 - 18/06/2016);20160001748;6.10;APROVADO POR NOTA;
1;ECT2101;PRÉ-CÁLCULO;01;1508148-8;2356M56 (01/02/2016 - 12/04/2016);20160000769;-;EXCLUIDA;
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;2565098-1;36M34 (01/02/2016 - 18/06/2016);20160000769;-;EXCLUIDA;
1;ECT2103;CÁLCULO I;01;2196137-1;2356M56 (13/04/2016 - 18/06/2016);20160000769;-;EXCLUIDA;
1;ECT2104;QUÍMICA GERAL;01A;1523912-0;25M34  2T12 (01/02/2016 - 18/06/2016);20160000769;-;EXCLUIDA;
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;1746024-9,1673239-3;4M56 (01/02/2016 - 18/06/2016);20160000769;-;EXCLUIDA;
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1753033-6;4M34 (01/02/2016 - 18/06/2016);20160000769;8.10;APROVADO;
1;ECT2101;PRÉ-CÁLCULO;01;1508148-8;2356M56 (01/02/2016 - 12/04/2016);20160001247;-;EXCLUIDA;
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;2565098-1;36M34 (01/02/2016 - 18/06/2016);20160001247;-;EXCLUIDA;
1;ECT2103;CÁLCULO I;01;2196137-1;2356M56 (13/04/2016 - 18/06/2016);20160001247;-;EXCLUIDA;
1;ECT2104;QUÍMICA GERAL;01A;1523912-0;25M34  2T12 (01/02/2016 - 18/06/2016);20160001247;-;EXCLUIDA;
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;1673239-3,1746024-9;4M56 (01/02/2016 - 18/06/2016);20160001247;-;EXCLUIDA;
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1753033-6;4M34 (01/02/2016 - 18/06/2016);20160001247;6.70;APROVADO POR NOTA;
1;ECT2101;PRÉ-CÁLCULO;01;1508148-8;2356M56 (01/02/2016 - 12/04/2016);20160001908;0.60;REPROVADO;
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;2565098-1;36M34 (01/02/2016 - 18/06/2016);20160001908;-;EXCLUIDA;
1;ECT2103;CÁLCULO I;01;2196137-1;2356M56 (13/04/2016 - 18/06/2016);20160001908;-;EXCLUIDA;
1;ECT2104;QUÍMICA GERAL;01A;1523912-0;25M34  2T12 (01/02/2016 - 18/06/2016);20160001908;-;EXCLUIDA;
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;1673239-3,1746024-9;4M56 (01/02/2016 - 18/06/2016);20160001908;-;EXCLUIDA;
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1753033-6;4M34 (01/02/2016 - 18/06/2016);20160001908;5.50;APROVADO POR NOTA;
1;ECT2101;PRÉ-CÁLCULO;01;1508148-8;2356M56 (01/02/2016 - 12/04/2016);20160001980;-;EXCLUIDA;
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;2565098-1;36M34 (01/02/2016 - 18/06/2016);20160001980;8.00;APROVADO;
1;ECT2103;CÁLCULO I;01;2196137-1;2356M56 (13/04/2016 - 18/06/2016);20160001980;0.00;REPROVADO;
1;ECT2104;QUÍMICA GERAL;01A;1523912-0;25M34  2T12 (01/02/2016 - 18/06/2016);20160001980;6.40;APROVADO POR NOTA;
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;1673239-3,1746024-9;4M56 (01/02/2016 - 18/06/2016);20160001980;-;EXCLUIDA;
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1753033-6;4M34 (01/02/2016 - 18/06/2016);20160001980;7.90;APROVADO;
1;ECT2101;PRÉ-CÁLCULO;01;1508148-8;2356M56 (01/02/2016 - 12/04/2016);20160002048;-;EXCLUIDA;
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;2565098-1;36M34 (01/02/2016 - 18/06/2016);20160002048;2.90;CANCELADO;
1;ECT2103;CÁLCULO I;01;2196137-1;2356M56 (13/04/2016 - 18/06/2016);20160002048;-;EXCLUIDA;
1;ECT2104;QUÍMICA GERAL;01A;1523912-0;25M34  2T12 (01/02/2016 - 18/06/2016);20160002048;2.10;CANCELADO;
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;1673239-3,1746024-9;4M56 (01/02/2016 - 18/06/2016);20160002048;-;EXCLUIDA;
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1753033-6;4M34 (01/02/2016 - 18/06/2016);20160002048;3.30;CANCELADO;
1;ECT2101;PRÉ-CÁLCULO;04;2111020-6,1753234-7;2356N12 (01/02/2016 - 12/04/2016);20160002404;0.00;EXCLUIDA;
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;04;2276754-3;36N34 (01/02/2016 - 18/06/2016);20160002404;-;EXCLUIDA;
1;ECT2103;CÁLCULO I;04;1753234-7;2356N12 (13/04/2016 - 18/06/2016);20160002404;-;EXCLUIDA;
1;ECT2104;QUÍMICA GERAL;05A;2276334-3;7T12  25N34 (01/02/2016 - 18/06/2016);20160002404;1.00;REPROVADO POR MÉDIA E POR FALTAS;
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;04;1746024-9;4N34 (01/02/2016 - 18/06/2016);20160002404;6.10;APROVADO POR NOTA;
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;04;1753033-6;4N12 (01/02/2016 - 18/06/2016);20160002404;2.70;REPROVADO;
1;ECT2101;PRÉ-CÁLCULO;04;2111020-6,1753234-7;2356N12 (01/02/2016 - 12/04/2016);20160002487;-;EXCLUIDA;
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;04;2276754-3;36N34 (01/02/2016 - 18/06/2016);20160002487;-;EXCLUIDA;
1;ECT2103;CÁLCULO I;04;1753234-7;2356N12 (13/04/2016 - 18/06/2016);20160002487;-;EXCLUIDA;
1;ECT2104;QUÍMICA GERAL;05A;2276334-3;7T12  25N34 (01/02/2016 - 18/06/2016);20160002487;-;EXCLUIDA;
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;04;1746024-9;4N34 (01/02/2016 - 18/06/2016);20160002487;-;EXCLUIDA;
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;04;1753033-6;4N12 (01/02/2016 - 18/06/2016);20160002487;-;EXCLUIDA;
1;ECT2101;PRÉ-CÁLCULO;04;1753234-7,2111020-6;2356N12 (01/02/2016 - 12/04/2016);20160002520;0.00;REPROVADO;
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;04;2276754-3;36N34 (01/02/2016 - 18/06/2016);20160002520;0.00;REPROVADO;
1;ECT2103;CÁLCULO I;04;1753234-7;2356N12 (13/04/2016 - 18/06/2016);20160002520;0.00;REPROVADO;
1;ECT2104;QUÍMICA GERAL;05A;2276334-3;7T12  25N34 (01/02/2016 - 18/06/2016);20160002520;0.00;REPROVADO POR MÉDIA E POR FALTAS;
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;04;1746024-9;4N34 (01/02/2016 - 18/06/2016);20160002520;-;DESISTENCIA;
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;04;1753033-6;4N12 (01/02/2016 - 18/06/2016);20160002520;-;DESISTENCIA;
1;ECT2101;PRÉ-CÁLCULO;04;1753234-7,2111020-6;2356N12 (01/02/2016 - 12/04/2016);20160002585;-;EXCLUIDA;
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;04;2276754-3;36N34 (01/02/2016 - 18/06/2016);20160002585;-;DESISTENCIA;
1;ECT2103;CÁLCULO I;04;1753234-7;2356N12 (13/04/2016 - 18/06/2016);20160002585;-;EXCLUIDA;
1;ECT2104;QUÍMICA GERAL;05A;2276334-3;7T12  25N34 (01/02/2016 - 18/06/2016);20160002585;-;EXCLUIDA;
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;04;1746024-9;4N34 (01/02/2016 - 18/06/2016);20160002585;-;EXCLUIDA;
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;04;1753033-6;4N12 (01/02/2016 - 18/06/2016);20160002585;-;EXCLUIDA;
1;ECT2101;PRÉ-CÁLCULO;04;1753234-7,2111020-6;2356N12 (01/02/2016 - 12/04/2016);20160002647;0.00;REPROVADO;
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;04;2276754-3;36N34 (01/02/2016 - 18/06/2016);20160002647;-;TRANCADO;
1;ECT2103;CÁLCULO I;04;1753234-7;2356N12 (13/04/2016 - 18/06/2016);20160002647;0.00;REPROVADO POR MÉDIA E POR FALTAS;
1;ECT2104;QUÍMICA GERAL;05A;2276334-3;7T12  25N34 (01/02/2016 - 18/06/2016);20160002647;-;TRANCADO;
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;04;1746024-9;4N34 (01/02/2016 - 18/06/2016);20160002647;0.00;REPROVADO POR MÉDIA E POR FALTAS;
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;04;1753033-6;4N12 (01/02/2016 - 18/06/2016);20160002647;0.00;REPROVADO POR MÉDIA E POR FALTAS;
1;ECT2101;PRÉ-CÁLCULO;01;1508148-8;2356M56 (01/02/2016 - 12/04/2016);20160002440;-;TRANCADO;
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;2565098-1;36M34 (01/02/2016 - 18/06/2016);20160002440;-;TRANCADO;
1;ECT2103;CÁLCULO I;01;2196137-1;2356M56 (13/04/2016 - 18/06/2016);20160002440;-;TRANCADO;
1;ECT2104;QUÍMICA GERAL;01A;1523912-0;25M34  2T12 (01/02/2016 - 18/06/2016);20160002440;-;TRANCADO;
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;1746024-9,1673239-3;4M56 (01/02/2016 - 18/06/2016);20160002440;-;DESISTENCIA;
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1753033-6;4M34 (01/02/2016 - 18/06/2016);20160002440;-;DESISTENCIA;
1;ECT2101;PRÉ-CÁLCULO;01;1508148-8;2356M56 (01/02/2016 - 12/04/2016);20160002262;-;EXCLUIDA;
1;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;2565098-1;36M34 (01/02/2016 - 18/06/2016);20160002262;-;EXCLUIDA;
1;ECT2103;CÁLCULO I;01;2196137-1;2356M56 (13/04/2016 - 18/06/2016);20160002262;-;EXCLUIDA;
1;ECT2104;QUÍMICA GERAL;01A;1523912-0;25M34  2T12 (01/02/2016 - 18/06/2016);20160002262;-;EXCLUIDA;
1;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;1746024-9,1673239-3;4M56 (01/02/2016 - 18/06/2016);20160002262;-;EXCLUIDA;
1;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1753033-6;4M34 (01/02/2016 - 18/06/2016);20160002262;6.40;APROVADO POR NOTA;
1;ECT2101;PRÉ-CÁLCULO;04;2111020-6,1753234-7;2356N12 (01/02/2016 - 12/04/2016);20160002709;-;TRANCADO;
