UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE
SISTEMA INTEGRADO DE GESTÃO DE ATIVIDADES ACADÊMICAS
RELATÓRIO DE NOTAS SEMESTRAIS
CURSO;CIÊNCIAS E TECNOLOGIA/ECT - NATAL - BACHARELADO
ANO;2016

Período;Código;Nome;Turma;Siape;Horário;Matrícula;Nota;Situação;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2011056760;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013043170;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2014028571;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013063502;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2010044118;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2012992142;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2014056315;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2014027242;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2014040683;-;CANCELADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2012922308;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013019658;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2011010706;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013084665;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2010034708;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2011027982;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2012971572;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013022279;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2012924920;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013021351;-;EXCLUIDA;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2011016479;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2011016998;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013064107;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2011014438;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2010035577;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2014026989;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2011016227;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2014026657;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013023507;-;CANCELADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013018033;-;EXCLUIDA;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013063709;-;CANCELADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2012918870;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013072904;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2011016521;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2012979131;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2012922424;-;EXCLUIDA;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2014066877;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2012920831;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2012920976;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013061571;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2012925097;-;CANCELADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2010043871;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013021772;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013061375;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2011008931;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2012925121;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013063208;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2014066385;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013023552;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2014038827;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2011016791;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2011012264;-;CANCELADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013019424;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013070712;-;EXCLUIDA;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013020962;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013021880;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013022466;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2012926835;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2012927690;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2011015490;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013021280;-;CANCELADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2014029013;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013020274;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2014028689;-;CANCELADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2014026862;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2014038540;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2014021866;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2014047290;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013018060;-;CANCELADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2014056610;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2012923931;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2012920555;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2012919699;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013023230;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013072860;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2012918735;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013090546;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2012921089;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013046501;-;EXCLUIDA;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013080862;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2012925506;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013063718;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013019291;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013018202;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2014021409;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2011012649;-;CANCELADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013080648;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2011012845;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013055690;-;CANCELADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2013023427;-;APROVADO;
2;BCT0001;ATIVIDADE COMPLEMENTAR;-;-;-;2012923109;-;APROVADO;
2;ECT2101;PRÉ-CÁLCULO;02;6350665-5;2356T34 (25/07/2016 - 25/09/2016);2016017110;3.30;REPROVADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;02;5527487-2,2340200-0;36T12 (25/07/2016 - 10/12/2016);2016017110;4.50;REPROVADO;
2;ECT2103;CÁLCULO I;02;1672787-0;2356T34 (26/09/2016 - 10/12/2016);2016017110;0.70;REPROVADO;
2;ECT2101;PRÉ-CÁLCULO;02;6350665-5;2356T34 (25/07/2016 - 25/09/2016);20160131260;0.40;REPROVADO;
2;ECT2104;QUÍMICA GERAL;02C;1523912-0;4M34  25T12 (25/07/2016 - 10/12/2016);2016017110;2.60;REPROVADO;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;02;3891450-8;4T12 (25/07/2016 - 17/12/2016);2016017110;5.80;APROVADO POR NOTA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;02;1148551-7;4T34 (25/07/2016 - 17/12/2016);2016017110;4.60;REPROVADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;02;5527487-2,2340200-0;36T12 (25/07/2016 - 10/12/2016);20160131260;2.30;REPROVADO;
2;ECT2103;CÁLCULO I;02;1672787-0;2356T34 (26/09/2016 - 10/12/2016);20160131260;0.00;REPROVADO;
2;ECT2104;QUÍMICA GERAL;02D;1523912-0;4M56  25T12 (25/07/2016 - 10/12/2016);20160131260;1.90;REPROVADO;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;02;3891450-8;4T12 (25/07/2016 - 17/12/2016);20160131260;6.70;APROVADO POR NOTA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;02;1148551-7;4T34 (25/07/2016 - 17/12/2016);20160131260;6.60;APROVADO POR NOTA;
2;ECT2101;PRÉ-CÁLCULO;02;6350665-5;2356T34 (25/07/2016 - 25/09/2016);20160131742;0.00;REPROVADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;02;5527487-2,2340200-0;36T12 (25/07/2016 - 10/12/2016);20160131742;0.00;REPROVADO;
2;ECT2103;CÁLCULO I;02;1672787-0;2356T34 (26/09/2016 - 10/12/2016);20160131742;1.30;REPROVADO;
2;ECT2104;QUÍMICA GERAL;02C;1523912-0;4M34  25T12 (25/07/2016 - 10/12/2016);20160131742;-;DESISTENCIA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;02;3891450-8;4T12 (25/07/2016 - 17/12/2016);20160131742;2.10;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;02;1148551-7;4T34 (25/07/2016 - 17/12/2016);20160131742;3.40;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2101;PRÉ-CÁLCULO;02;6350665-5;2356T34 (25/07/2016 - 25/09/2016);2016013157;-;DESISTENCIA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;02;5527487-2,2340200-0;36T12 (25/07/2016 - 10/12/2016);2016013157;-;DESISTENCIA;
2;ECT2103;CÁLCULO I;02;1672787-0;2356T34 (26/09/2016 - 10/12/2016);2016013157;9.20;APROVADO;
2;ECT2104;QUÍMICA GERAL;02D;1523912-0;4M56  25T12 (25/07/2016 - 10/12/2016);2016013157;8.10;APROVADO;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;02;3891450-8;4T12 (25/07/2016 - 17/12/2016);2016013157;8.00;APROVADO;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;02;1148551-7;4T34 (25/07/2016 - 17/12/2016);2016013157;9.40;APROVADO;
2;ECT2101;PRÉ-CÁLCULO;02;6350665-5;2356T34 (25/07/2016 - 25/09/2016);20160142316;-;CANCELADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;02;5527487-2,2340200-0;36T12 (25/07/2016 - 10/12/2016);20160142316;-;CANCELADO;
2;ECT2103;CÁLCULO I;02;1672787-0;2356T34 (26/09/2016 - 10/12/2016);20160142316;-;CANCELADO;
2;ECT2104;QUÍMICA GERAL;02C;1523912-0;4M34  25T12 (25/07/2016 - 10/12/2016);20160142316;-;CANCELADO;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;02;3891450-8;4T12 (25/07/2016 - 17/12/2016);20160142316;-;CANCELADO;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;02;1148551-7;4T34 (25/07/2016 - 17/12/2016);20160142316;-;CANCELADO;
2;ECT2101;PRÉ-CÁLCULO;02;6350665-5;2356T34 (25/07/2016 - 25/09/2016);2016013193;8.70;APROVADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;02;5527487-2,2340200-0;36T12 (25/07/2016 - 10/12/2016);2016013193;9.70;APROVADO;
2;ECT2103;CÁLCULO I;02;1672787-0;2356T34 (26/09/2016 - 10/12/2016);2016013193;10.00;APROVADO;
2;ECT2104;QUÍMICA GERAL;02D;1523912-0;4M56  25T12 (25/07/2016 - 10/12/2016);2016013193;5.80;APROVADO POR NOTA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;02;3891450-8;4T12 (25/07/2016 - 17/12/2016);2016013193;7.10;APROVADO;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;02;1148551-7;4T34 (25/07/2016 - 17/12/2016);2016013193;0.00;EXCLUIDA;
2;ECT2101;PRÉ-CÁLCULO;02;6350665-5;2356T34 (25/07/2016 - 25/09/2016);2016014430;6.10;APROVADO POR NOTA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;02;5527487-2,2340200-0;36T12 (25/07/2016 - 10/12/2016);2016014430;6.30;APROVADO POR NOTA;
2;ECT2103;CÁLCULO I;02;1672787-0;2356T34 (26/09/2016 - 10/12/2016);2016014430;7.20;APROVADO;
2;ECT2104;QUÍMICA GERAL;02C;1523912-0;4M34  25T12 (25/07/2016 - 10/12/2016);2016014430;5.40;APROVADO POR NOTA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;02;3891450-8;4T12 (25/07/2016 - 17/12/2016);2016014430;8.50;APROVADO;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;02;1148551-7;4T34 (25/07/2016 - 17/12/2016);2016014430;5.10;APROVADO POR NOTA;
2;ECT2101;PRÉ-CÁLCULO;02;6350665-5;2356T34 (25/07/2016 - 25/09/2016);20160108127;0.80;CANCELADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;02;2340200-0,5527487-2;36T12 (25/07/2016 - 10/12/2016);20160108127;0.00;CANCELADO;
2;ECT2103;CÁLCULO I;02;1672787-0;2356T34 (26/09/2016 - 10/12/2016);20160108127;1.10;CANCELADO;
2;ECT2104;QUÍMICA GERAL;02C;1523912-0;4M34  25T12 (25/07/2016 - 10/12/2016);20160108127;2.00;CANCELADO;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;02;3891450-8;4T12 (25/07/2016 - 17/12/2016);20160108127;0.60;CANCELADO;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;02;1148551-7;4T34 (25/07/2016 - 17/12/2016);20160108127;0.50;CANCELADO;
2;ECT2101;PRÉ-CÁLCULO;02;6350665-5;2356T34 (25/07/2016 - 25/09/2016);20160108708;1.10;REPROVADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;02;2340200-0,5527487-2;36T12 (25/07/2016 - 10/12/2016);20160108708;0.00;REPROVADO;
2;ECT2103;CÁLCULO I;02;1672787-0;2356T34 (26/09/2016 - 10/12/2016);20160108708;0.50;REPROVADO;
2;ECT2104;QUÍMICA GERAL;02C;1523912-0;4M34  25T12 (25/07/2016 - 10/12/2016);20160108708;1.60;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;02;3891450-8;4T12 (25/07/2016 - 17/12/2016);20160108708;1.10;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;02;1148551-7;4T34 (25/07/2016 - 17/12/2016);20160108708;5.20;APROVADO POR NOTA;
2;ECT2101;PRÉ-CÁLCULO;02;6350665-5;2356T34 (25/07/2016 - 25/09/2016);20160109106;-;CANCELADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;02;2340200-0,5527487-2;36T12 (25/07/2016 - 10/12/2016);20160109106;-;CANCELADO;
2;ECT2103;CÁLCULO I;02;1672787-0;2356T34 (26/09/2016 - 10/12/2016);20160109106;-;CANCELADO;
2;ECT2104;QUÍMICA GERAL;02C;1523912-0;4M34  25T12 (25/07/2016 - 10/12/2016);20160109106;-;CANCELADO;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;02;3891450-8;4T12 (25/07/2016 - 17/12/2016);20160109106;-;CANCELADO;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;02;1148551-7;4T34 (25/07/2016 - 17/12/2016);20160109106;-;CANCELADO;
2;ECT2101;PRÉ-CÁLCULO;02;6350665-5;2356T34 (25/07/2016 - 25/09/2016);20160146271;-;CANCELADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;02;5527487-2,2340200-0;36T12 (25/07/2016 - 10/12/2016);20160146271;-;CANCELADO;
2;ECT2103;CÁLCULO I;02;1672787-0;2356T34 (26/09/2016 - 10/12/2016);20160146271;-;CANCELADO;
2;ECT2104;QUÍMICA GERAL;02C;1523912-0;4M34  25T12 (25/07/2016 - 10/12/2016);20160146271;-;CANCELADO;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;02;3891450-8;4T12 (25/07/2016 - 17/12/2016);20160146271;-;CANCELADO;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;02;1148551-7;4T34 (25/07/2016 - 17/12/2016);20160146271;-;CANCELADO;
2;ECT2101;PRÉ-CÁLCULO;02;6350665-5;2356T34 (25/07/2016 - 25/09/2016);20160108109;0.00;REPROVADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;02;5527487-2,2340200-0;36T12 (25/07/2016 - 10/12/2016);20160108109;1.80;REPROVADO;
2;ECT2103;CÁLCULO I;02;1672787-0;2356T34 (26/09/2016 - 10/12/2016);20160108109;-;TRANCADO;
2;ECT2104;QUÍMICA GERAL;02C;1523912-0;4M34  25T12 (25/07/2016 - 10/12/2016);20160108109;1.10;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;02;3891450-8;4T12 (25/07/2016 - 17/12/2016);20160108109;2.50;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;02;1148551-7;4T34 (25/07/2016 - 17/12/2016);20160108109;3.00;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2101;PRÉ-CÁLCULO;02;6350665-5;2356T34 (25/07/2016 - 25/09/2016);20160106623;5.50;APROVADO POR NOTA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;02;2340200-0,5527487-2;36T12 (25/07/2016 - 10/12/2016);20160106623;5.60;APROVADO POR NOTA;
2;ECT2103;CÁLCULO I;02;1672787-0;2356T34 (26/09/2016 - 10/12/2016);20160106623;5.80;APROVADO POR NOTA;
2;ECT2104;QUÍMICA GERAL;02C;1523912-0;4M34  25T12 (25/07/2016 - 10/12/2016);20160106623;5.80;APROVADO POR NOTA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;02;3891450-8;4T12 (25/07/2016 - 17/12/2016);20160106623;6.40;APROVADO POR NOTA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;02;1148551-7;4T34 (25/07/2016 - 17/12/2016);20160106623;6.20;APROVADO POR NOTA;
2;ECT2101;PRÉ-CÁLCULO;02;6350665-5;2356T34 (25/07/2016 - 25/09/2016);20160109080;-;TRANCADO;
