periodo;codigo;nome;turma;siape;horario;matricula;nota;situacao
2;ECT2101;PRÉ-CÁLCULO;4;1508148-8;2356N12 (30/07/2018 - 05/10/2018);20180148166;-;DESISTENCIA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;2276754-3;36N34 (30/07/2018 - 15/12/2018);20180148166;-;DESISTENCIA
2;ECT2103;CÁLCULO I;4;2141197-4;2356N12 (08/10/2018 - 15/12/2018);20180148166;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;04A;2275848-0,1255011-8;7M12  25N34 (30/07/2018 - 22/12/2018);20180148166;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3891450-8;4N34 (30/07/2018 - 15/12/2018);20180148166;-;EXCLUIDA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1051570-6;4N12 (30/07/2018 - 15/12/2018);20180148166;-;EXCLUIDA
2;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356T12 (30/07/2018 - 05/10/2018);20180148184;5.00;APROVADO POR NOTA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1756325-1;36T34 (30/07/2018 - 15/12/2018);20180148184;-;EXCLUIDA
2;ECT2103;CÁLCULO I;1;1091102-4;2356T12 (08/10/2018 - 15/12/2018);20180148184;9.70;APROVADO
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (30/07/2018 - 22/12/2018);20180148184;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (30/07/2018 - 15/12/2018);20180148184;6.90;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1051570-6;4T12 (30/07/2018 - 15/12/2018);20180148184;7.30;APROVADO
2;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356T12 (30/07/2018 - 05/10/2018);20180148200;-;DESISTENCIA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1756325-1;36T34 (30/07/2018 - 15/12/2018);20180148200;-;DESISTENCIA
2;ECT2103;CÁLCULO I;1;1091102-4;2356T12 (08/10/2018 - 15/12/2018);20180148200;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (30/07/2018 - 22/12/2018);20180148200;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (30/07/2018 - 15/12/2018);20180148200;-;DESISTENCIA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1051570-6;4T12 (30/07/2018 - 15/12/2018);20180148200;-;DESISTENCIA
2;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356T12 (30/07/2018 - 05/10/2018);20180148228;-;DESISTENCIA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1756325-1;36T34 (30/07/2018 - 15/12/2018);20180148228;-;DESISTENCIA
2;ECT2103;CÁLCULO I;1;1091102-4;2356T12 (08/10/2018 - 15/12/2018);20180148228;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (30/07/2018 - 22/12/2018);20180148228;9.10;APROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (30/07/2018 - 15/12/2018);20180148228;-;DESISTENCIA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1051570-6;4T12 (30/07/2018 - 15/12/2018);20180148228;-;DESISTENCIA
2;ECT2101;PRÉ-CÁLCULO;4;1508148-8;2356N12 (30/07/2018 - 05/10/2018);20180148246;-;DESISTENCIA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;2276754-3;36N34 (30/07/2018 - 15/12/2018);20180148246;-;DESISTENCIA
2;ECT2103;CÁLCULO I;4;2141197-4;2356N12 (08/10/2018 - 15/12/2018);20180148246;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;04A;2275848-0,1255011-8;7M12  25N34 (30/07/2018 - 22/12/2018);20180148246;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3891450-8;4N34 (30/07/2018 - 15/12/2018);20180148246;8.10;APROVADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1051570-6;4N12 (30/07/2018 - 15/12/2018);20180148246;9.30;APROVADO
2;ECT2101;PRÉ-CÁLCULO;4;1508148-8;2356N12 (30/07/2018 - 05/10/2018);20180148264;-;EXCLUIDA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;2276754-3;36N34 (30/07/2018 - 15/12/2018);20180148264;-;EXCLUIDA
2;ECT2103;CÁLCULO I;4;2141197-4;2356N12 (08/10/2018 - 15/12/2018);20180148264;-;EXCLUIDA
2;ECT2104;QUÍMICA GERAL;04A;1255011-8,2275848-0;7M12  25N34 (30/07/2018 - 22/12/2018);20180148264;-;EXCLUIDA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3891450-8;4N34 (30/07/2018 - 15/12/2018);20180148264;7.50;APROVADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1051570-6;4N12 (30/07/2018 - 15/12/2018);20180148264;7.80;APROVADO
2;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356T12 (30/07/2018 - 05/10/2018);20180148282;-;TRANCADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1756325-1;36T34 (30/07/2018 - 15/12/2018);20180148282;-;TRANCADO
2;ECT2103;CÁLCULO I;1;1091102-4;2356T12 (08/10/2018 - 15/12/2018);20180148282;-;TRANCADO
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (30/07/2018 - 22/12/2018);20180148282;6.10;APROVADO POR NOTA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (30/07/2018 - 15/12/2018);20180148282;-;TRANCADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1051570-6;4T12 (30/07/2018 - 15/12/2018);20180148282;5.40;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;4;1508148-8;2356N12 (30/07/2018 - 05/10/2018);20180148308;-;EXCLUIDA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;2276754-3;36N34 (30/07/2018 - 15/12/2018);20180148308;7.30;APROVADO
2;ECT2103;CÁLCULO I;4;2141197-4;2356N12 (08/10/2018 - 15/12/2018);20180148308;-;EXCLUIDA
2;ECT2104;QUÍMICA GERAL;04A;1255011-8,2275848-0;7M12  25N34 (30/07/2018 - 22/12/2018);20180148308;3.70;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3891450-8;4N34 (30/07/2018 - 15/12/2018);20180148308;-;EXCLUIDA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1051570-6;4N12 (30/07/2018 - 15/12/2018);20180148308;9.40;APROVADO
2;ECT2101;PRÉ-CÁLCULO;4;1508148-8;2356N12 (30/07/2018 - 05/10/2018);20180148326;1.60;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;2276754-3;36N34 (30/07/2018 - 15/12/2018);20180148326;3.80;REPROVADO
2;ECT2103;CÁLCULO I;4;2141197-4;2356N12 (08/10/2018 - 15/12/2018);20180148326;2.20;REPROVADO
2;ECT2104;QUÍMICA GERAL;04A;1255011-8,2275848-0;7M12  25N34 (30/07/2018 - 22/12/2018);20180148326;2.30;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3891450-8;4N34 (30/07/2018 - 15/12/2018);20180148326;-;EXCLUIDA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1051570-6;4N12 (30/07/2018 - 15/12/2018);20180148326;8.00;APROVADO
2;ECT2101;PRÉ-CÁLCULO;4;1508148-8;2356N12 (30/07/2018 - 05/10/2018);20180148344;-;EXCLUIDA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;2276754-3;36N34 (30/07/2018 - 15/12/2018);20180148344;5.30;APROVADO POR NOTA
2;ECT2103;CÁLCULO I;4;2141197-4;2356N12 (08/10/2018 - 15/12/2018);20180148344;-;EXCLUIDA
2;ECT2104;QUÍMICA GERAL;04A;2275848-0,1255011-8;7M12  25N34 (30/07/2018 - 22/12/2018);20180148344;-;EXCLUIDA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3891450-8;4N34 (30/07/2018 - 15/12/2018);20180148344;7.00;APROVADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1051570-6;4N12 (30/07/2018 - 15/12/2018);20180148344;7.30;APROVADO
2;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356T12 (30/07/2018 - 05/10/2018);20180148362;-;EXCLUIDA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1756325-1;36T34 (30/07/2018 - 15/12/2018);20180148362;-;EXCLUIDA
2;ECT2103;CÁLCULO I;1;1091102-4;2356T12 (08/10/2018 - 15/12/2018);20180148362;-;EXCLUIDA
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (30/07/2018 - 22/12/2018);20180148362;-;EXCLUIDA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (30/07/2018 - 15/12/2018);20180148362;-;EXCLUIDA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1051570-6;4T12 (30/07/2018 - 15/12/2018);20180148362;2.30;CANCELADO
2;ECT2101;PRÉ-CÁLCULO;4;1508148-8;2356N12 (30/07/2018 - 05/10/2018);20180148380;2.30;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;2276754-3;36N34 (30/07/2018 - 15/12/2018);20180148380;-;EXCLUIDA
2;ECT2103;CÁLCULO I;4;2141197-4;2356N12 (08/10/2018 - 15/12/2018);20180148380;-;EXCLUIDA
2;ECT2104;QUÍMICA GERAL;04A;1255011-8,2275848-0;7M12  25N34 (30/07/2018 - 22/12/2018);20180148380;6.10;APROVADO POR NOTA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3891450-8;4N34 (30/07/2018 - 15/12/2018);20180148380;5.20;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1051570-6;4N12 (30/07/2018 - 15/12/2018);20180148380;5.70;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;4;1508148-8;2356N12 (30/07/2018 - 05/10/2018);20180148406;-;DESISTENCIA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;2276754-3;36N34 (30/07/2018 - 15/12/2018);20180148406;-;DESISTENCIA
2;ECT2103;CÁLCULO I;4;2141197-4;2356N12 (08/10/2018 - 15/12/2018);20180148406;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;04A;1255011-8,2275848-0;7M12  25N34 (30/07/2018 - 22/12/2018);20180148406;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3891450-8;4N34 (30/07/2018 - 15/12/2018);20180148406;7.10;APROVADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1051570-6;4N12 (30/07/2018 - 15/12/2018);20180148406;8.30;APROVADO
2;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356T12 (30/07/2018 - 05/10/2018);20180148424;-;DESISTENCIA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1756325-1;36T34 (30/07/2018 - 15/12/2018);20180148424;-;DESISTENCIA
2;ECT2103;CÁLCULO I;1;1091102-4;2356T12 (08/10/2018 - 15/12/2018);20180148424;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (30/07/2018 - 22/12/2018);20180148424;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (30/07/2018 - 15/12/2018);20180148424;-;DESISTENCIA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1051570-6;4T12 (30/07/2018 - 15/12/2018);20180148424;-;DESISTENCIA
2;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356T12 (30/07/2018 - 05/10/2018);20180148442;9.10;APROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1756325-1;36T34 (30/07/2018 - 15/12/2018);20180148442;-;DESISTENCIA
2;ECT2103;CÁLCULO I;1;1091102-4;2356T12 (08/10/2018 - 15/12/2018);20180148442;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (30/07/2018 - 22/12/2018);20180148442;9.40;APROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (30/07/2018 - 15/12/2018);20180148442;8.00;APROVADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1051570-6;4T12 (30/07/2018 - 15/12/2018);20180148442;9.60;APROVADO
2;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356T12 (30/07/2018 - 05/10/2018);20180148460;-;DESISTENCIA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1756325-1;36T34 (30/07/2018 - 15/12/2018);20180148460;-;DESISTENCIA
2;ECT2103;CÁLCULO I;1;1091102-4;2356T12 (08/10/2018 - 15/12/2018);20180148460;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (30/07/2018 - 22/12/2018);20180148460;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (30/07/2018 - 15/12/2018);20180148460;-;DESISTENCIA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1051570-6;4T12 (30/07/2018 - 15/12/2018);20180148460;-;DESISTENCIA
2;ECT2101;PRÉ-CÁLCULO;4;1508148-8;2356N12 (30/07/2018 - 05/10/2018);20180148489;-;EXCLUIDA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;2276754-3;36N34 (30/07/2018 - 15/12/2018);20180148489;-;EXCLUIDA
2;ECT2103;CÁLCULO I;4;2141197-4;2356N12 (08/10/2018 - 15/12/2018);20180148489;-;EXCLUIDA
2;ECT2104;QUÍMICA GERAL;04A;2275848-0,1255011-8;7M12  25N34 (30/07/2018 - 22/12/2018);20180148489;-;EXCLUIDA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3891450-8;4N34 (30/07/2018 - 15/12/2018);20180148489;6.60;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1051570-6;4N12 (30/07/2018 - 15/12/2018);20180148489;6.80;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356T12 (30/07/2018 - 05/10/2018);20180148504;-;EXCLUIDA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1756325-1;36T34 (30/07/2018 - 15/12/2018);20180148504;-;EXCLUIDA
2;ECT2103;CÁLCULO I;1;1091102-4;2356T12 (08/10/2018 - 15/12/2018);20180148504;-;EXCLUIDA
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (30/07/2018 - 22/12/2018);20180148504;-;EXCLUIDA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (30/07/2018 - 15/12/2018);20180148504;-;EXCLUIDA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1051570-6;4T12 (30/07/2018 - 15/12/2018);20180148504;5.00;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356T12 (30/07/2018 - 05/10/2018);20180148522;-;EXCLUIDA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1756325-1;36T34 (30/07/2018 - 15/12/2018);20180148522;-;EXCLUIDA
2;ECT2103;CÁLCULO I;1;1091102-4;2356T12 (08/10/2018 - 15/12/2018);20180148522;-;EXCLUIDA
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (30/07/2018 - 22/12/2018);20180148522;-;EXCLUIDA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (30/07/2018 - 15/12/2018);20180148522;-;EXCLUIDA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1051570-6;4T12 (30/07/2018 - 15/12/2018);20180148522;5.80;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356T12 (30/07/2018 - 05/10/2018);20180148540;-;DESISTENCIA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1756325-1;36T34 (30/07/2018 - 15/12/2018);20180148540;-;DESISTENCIA
2;ECT2103;CÁLCULO I;1;1091102-4;2356T12 (08/10/2018 - 15/12/2018);20180148540;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (30/07/2018 - 22/12/2018);20180148540;2.50;REPROVADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (30/07/2018 - 15/12/2018);20180148540;-;DESISTENCIA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1051570-6;4T12 (30/07/2018 - 15/12/2018);20180148540;-;DESISTENCIA
2;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356T12 (30/07/2018 - 05/10/2018);20180148569;-;EXCLUIDA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1756325-1;36T34 (30/07/2018 - 15/12/2018);20180148569;-;EXCLUIDA
2;ECT2103;CÁLCULO I;1;1091102-4;2356T12 (08/10/2018 - 15/12/2018);20180148569;-;EXCLUIDA
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (30/07/2018 - 22/12/2018);20180148569;-;EXCLUIDA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (30/07/2018 - 15/12/2018);20180148569;-;EXCLUIDA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1051570-6;4T12 (30/07/2018 - 15/12/2018);20180148569;2.50;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356T12 (30/07/2018 - 05/10/2018);20180148587;-;EXCLUIDA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1756325-1;36T34 (30/07/2018 - 15/12/2018);20180148587;-;EXCLUIDA
2;ECT2103;CÁLCULO I;1;1091102-4;2356T12 (08/10/2018 - 15/12/2018);20180148587;-;EXCLUIDA
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (30/07/2018 - 22/12/2018);20180148587;-;EXCLUIDA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (30/07/2018 - 15/12/2018);20180148587;-;EXCLUIDA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1051570-6;4T12 (30/07/2018 - 15/12/2018);20180148587;5.90;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356T12 (30/07/2018 - 05/10/2018);20180148602;-;DESISTENCIA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1756325-1;36T34 (30/07/2018 - 15/12/2018);20180148602;-;DESISTENCIA
2;ECT2103;CÁLCULO I;1;1091102-4;2356T12 (08/10/2018 - 15/12/2018);20180148602;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (30/07/2018 - 22/12/2018);20180148602;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (30/07/2018 - 15/12/2018);20180148602;-;DESISTENCIA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1051570-6;4T12 (30/07/2018 - 15/12/2018);20180148602;-;DESISTENCIA
2;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356T12 (30/07/2018 - 05/10/2018);20180148620;6.60;APROVADO POR NOTA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1756325-1;36T34 (30/07/2018 - 15/12/2018);20180148620;4.60;REPROVADO
2;ECT2103;CÁLCULO I;1;1091102-4;2356T12 (08/10/2018 - 15/12/2018);20180148620;8.40;APROVADO
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (30/07/2018 - 22/12/2018);20180148620;-;TRANCADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (30/07/2018 - 15/12/2018);20180148620;7.80;APROVADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1051570-6;4T12 (30/07/2018 - 15/12/2018);20180148620;9.60;APROVADO
2;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356T12 (30/07/2018 - 05/10/2018);20180148649;-;EXCLUIDA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1756325-1;36T34 (30/07/2018 - 15/12/2018);20180148649;-;TRANCADO
2;ECT2103;CÁLCULO I;1;1091102-4;2356T12 (08/10/2018 - 15/12/2018);20180148649;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (30/07/2018 - 22/12/2018);20180148649;-;TRANCADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (30/07/2018 - 15/12/2018);20180148649;8.60;APROVADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1051570-6;4T12 (30/07/2018 - 15/12/2018);20180148649;6.30;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356T12 (30/07/2018 - 05/10/2018);20180148667;-;DESISTENCIA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1756325-1;36T34 (30/07/2018 - 15/12/2018);20180148667;-;DESISTENCIA
2;ECT2103;CÁLCULO I;1;1091102-4;2356T12 (08/10/2018 - 15/12/2018);20180148667;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (30/07/2018 - 22/12/2018);20180148667;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (30/07/2018 - 15/12/2018);20180148667;-;DESISTENCIA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1051570-6;4T12 (30/07/2018 - 15/12/2018);20180148667;6.10;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356T12 (30/07/2018 - 05/10/2018);20180148685;-;EXCLUIDA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1756325-1;36T34 (30/07/2018 - 15/12/2018);20180148685;-;EXCLUIDA
2;ECT2103;CÁLCULO I;1;1091102-4;2356T12 (08/10/2018 - 15/12/2018);20180148685;-;EXCLUIDA
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (30/07/2018 - 22/12/2018);20180148685;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (30/07/2018 - 15/12/2018);20180148685;-;EXCLUIDA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1051570-6;4T12 (30/07/2018 - 15/12/2018);20180148685;-;DESISTENCIA
2;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356T12 (30/07/2018 - 05/10/2018);20180148700;-;EXCLUIDA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1756325-1;36T34 (30/07/2018 - 15/12/2018);20180148700;-;EXCLUIDA
2;ECT2103;CÁLCULO I;1;1091102-4;2356T12 (08/10/2018 - 15/12/2018);20180148700;-;EXCLUIDA
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (30/07/2018 - 22/12/2018);20180148700;-;EXCLUIDA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (30/07/2018 - 15/12/2018);20180148700;-;EXCLUIDA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1051570-6;4T12 (30/07/2018 - 15/12/2018);20180148700;6.70;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;4;1508148-8;2356N12 (30/07/2018 - 05/10/2018);20180148729;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;2276754-3;36N34 (30/07/2018 - 15/12/2018);20180148729;-;TRANCADO
2;ECT2103;CÁLCULO I;4;2141197-4;2356N12 (08/10/2018 - 15/12/2018);20180148729;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2104;QUÍMICA GERAL;04A;2275848-0,1255011-8;7M12  25N34 (30/07/2018 - 22/12/2018);20180148729;-;TRANCADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3891450-8;4N34 (30/07/2018 - 15/12/2018);20180148729;5.80;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1051570-6;4N12 (30/07/2018 - 15/12/2018);20180148729;6.70;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356T12 (30/07/2018 - 05/10/2018);20180148747;-;DESISTENCIA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1756325-1;36T34 (30/07/2018 - 15/12/2018);20180148747;-;DESISTENCIA
2;ECT2103;CÁLCULO I;1;1091102-4;2356T12 (08/10/2018 - 15/12/2018);20180148747;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (30/07/2018 - 22/12/2018);20180148747;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (30/07/2018 - 15/12/2018);20180148747;-;DESISTENCIA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1051570-6;4T12 (30/07/2018 - 15/12/2018);20180148747;-;DESISTENCIA
2;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356T12 (30/07/2018 - 05/10/2018);20180148765;-;EXCLUIDA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1756325-1;36T34 (30/07/2018 - 15/12/2018);20180148765;-;EXCLUIDA
2;ECT2103;CÁLCULO I;1;1091102-4;2356T12 (08/10/2018 - 15/12/2018);20180148765;-;EXCLUIDA
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (30/07/2018 - 22/12/2018);20180148765;-;EXCLUIDA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;1;1746024-9;4T34 (30/07/2018 - 15/12/2018);20180148765;-;EXCLUIDA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1051570-6;4T12 (30/07/2018 - 15/12/2018);20180148765;-;TRANCADO
2;ECT2101;PRÉ-CÁLCULO;1;3550015-0;2356T12 (30/07/2018 - 05/10/2018);20180148783;0.00;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;1;1756325-1;36T34 (30/07/2018 - 15/12/2018);20180148783;-;TRANCADO
2;ECT2103;CÁLCULO I;1;1091102-4;2356T12 (08/10/2018 - 15/12/2018);20180148783;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2104;QUÍMICA GERAL;01A;2276334-3;2M12  25T34 (30/07/2018 - 22/12/2018);20180148783;3.00;REPROVADO
