UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE
SISTEMA INTEGRADO DE GESTÃO DE ATIVIDADES ACADÊMICAS
RELATÓRIO DE NOTAS SEMESTRAIS
CURSO;CIÊNCIAS E TECNOLOGIA/ECT - NATAL - BACHARELADO
ANO;2015

Período;Código;Nome;Turma;Siape;Horário;Matrícula;Nota;Situação;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1987942-5;4T34 (27/07/2015 - 19/12/2015);20150140514;5.90;APROVADO POR NOTA;
2;ECT2101;PRÉ-CÁLCULO;03;1091102-4;2356T56 (27/07/2015 - 29/09/2015);20150140550;-;TRANCADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;03;3550015-0;35T34 (27/07/2015 - 19/12/2015);20150140550;0.00;REPROVADO;
2;ECT2103;CÁLCULO I;03;2196137-1;2356T56 (05/10/2015 - 19/12/2015);20150140550;-;TRANCADO;
2;ECT2104;QUÍMICA GERAL;01D;3432383-1;5M12  35T12 (27/07/2015 - 19/12/2015);20150140550;0.00;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;03;3891450-8;4T56 (27/07/2015 - 19/12/2015);20150140550;-;TRANCADO;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;03;1051570-6;4T34 (27/07/2015 - 19/12/2015);20150140550;-;TRANCADO;
2;ECT2101;PRÉ-CÁLCULO;05;2111020-6;2356N12 (27/07/2015 - 29/09/2015);20150140597;9.90;APROVADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;05;1674079-5;26N34 (27/07/2015 - 19/12/2015);20150140597;7.70;APROVADO;
2;ECT2103;CÁLCULO I;05;2111020-6;2356N12 (05/10/2015 - 19/12/2015);20150140597;8.80;APROVADO;
2;ECT2104;QUÍMICA GERAL;03A;1036401-5;5T56  35N34 (27/07/2015 - 19/12/2015);20150140597;-;EXCLUIDA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;04;1673239-3;4N12 (27/07/2015 - 19/12/2015);20150140597;8.60;APROVADO;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;04;1987942-5;4N34 (27/07/2015 - 19/12/2015);20150140597;9.50;APROVADO;
2;ECT2101;PRÉ-CÁLCULO;01;1091102-4;2356T12 (27/07/2015 - 29/09/2015);20150140710;-;EXCLUIDA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;35T56 (27/07/2015 - 19/12/2015);20150140710;-;EXCLUIDA;
2;ECT2103;CÁLCULO I;01;1672787-0;2356T12 (05/10/2015 - 19/12/2015);20150140710;-;EXCLUIDA;
2;ECT2104;QUÍMICA GERAL;02A;1481705-7;3M12  35T34 (27/07/2015 - 19/12/2015);20150140710;6.50;APROVADO POR NOTA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;1319338-6;4T56 (27/07/2015 - 19/12/2015);20150140710;-;EXCLUIDA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1987942-5;4T34 (27/07/2015 - 19/12/2015);20150140710;2.20;REPROVADO;
2;ECT2101;PRÉ-CÁLCULO;02;3550015-0;2356T12 (27/07/2015 - 29/09/2015);20150140739;9.80;APROVADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;02;1756325-1;35T56 (27/07/2015 - 19/12/2015);20150140739;9.40;APROVADO;
2;ECT2103;CÁLCULO I;02;2196137-1;2356T12 (05/10/2015 - 19/12/2015);20150140739;9.80;APROVADO;
2;ECT2104;QUÍMICA GERAL;05A;1523912-0;4M12  35T34 (27/07/2015 - 19/12/2015);20150140739;8.30;APROVADO;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;02;1341519-2;4T56 (27/07/2015 - 19/12/2015);20150140739;6.40;APROVADO POR NOTA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;02;1753033-6;4T34 (27/07/2015 - 19/12/2015);20150140739;8.70;APROVADO;
2;ECT2101;PRÉ-CÁLCULO;01;1091102-4;2356T12 (27/07/2015 - 29/09/2015);20150140757;7.20;APROVADO;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;35T56 (27/07/2015 - 19/12/2015);20150140757;6.80;APROVADO POR NOTA;
2;ECT2103;CÁLCULO I;01;1672787-0;2356T12 (05/10/2015 - 19/12/2015);20150140757;8.00;APROVADO;
2;ECT2104;QUÍMICA GERAL;02A;1481705-7;3M12  35T34 (27/07/2015 - 19/12/2015);20150140757;8.80;APROVADO;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;1319338-6;4T56 (27/07/2015 - 19/12/2015);20150140757;8.80;APROVADO;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1987942-5;4T34 (27/07/2015 - 19/12/2015);20150140757;7.00;APROVADO;
2;ECT2101;PRÉ-CÁLCULO;05;2111020-6;2356N12 (27/07/2015 - 29/09/2015);20150140775;-;EXCLUIDA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;05;1674079-5;26N34 (27/07/2015 - 19/12/2015);20150140775;-;EXCLUIDA;
2;ECT2103;CÁLCULO I;05;2111020-6;2356N12 (05/10/2015 - 19/12/2015);20150140775;-;EXCLUIDA;
2;ECT2104;QUÍMICA GERAL;03A;1036401-5;5T56  35N34 (27/07/2015 - 19/12/2015);20150140775;-;EXCLUIDA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;04;1673239-3;4N12 (27/07/2015 - 19/12/2015);20150140775;-;EXCLUIDA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;04;1987942-5;4N34 (27/07/2015 - 19/12/2015);20150140775;-;EXCLUIDA;
2;ECT2101;PRÉ-CÁLCULO;05;2111020-6;2356N12 (27/07/2015 - 29/09/2015);20150140793;-;EXCLUIDA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;05;1674079-5;26N34 (27/07/2015 - 19/12/2015);20150140793;-;EXCLUIDA;
2;ECT2103;CÁLCULO I;05;2111020-6;2356N12 (05/10/2015 - 19/12/2015);20150140793;-;EXCLUIDA;
2;ECT2104;QUÍMICA GERAL;03A;1036401-5;5T56  35N34 (27/07/2015 - 19/12/2015);20150140793;-;EXCLUIDA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;04;1673239-3;4N12 (27/07/2015 - 19/12/2015);20150140793;-;EXCLUIDA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;04;1987942-5;4N34 (27/07/2015 - 19/12/2015);20150140793;8.60;APROVADO;
2;ECT2101;PRÉ-CÁLCULO;01;1091102-4;2356T12 (27/07/2015 - 29/09/2015);20150140819;-;DESISTENCIA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;35T56 (27/07/2015 - 19/12/2015);20150140819;-;EXCLUIDA;
2;ECT2103;CÁLCULO I;01;1672787-0;2356T12 (05/10/2015 - 19/12/2015);20150140819;-;DESISTENCIA;
2;ECT2104;QUÍMICA GERAL;05B;1523912-0;4M34  35T34 (27/07/2015 - 19/12/2015);20150140819;-;DESISTENCIA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;1319338-6;4T56 (27/07/2015 - 19/12/2015);20150140819;6.50;APROVADO POR NOTA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1987942-5;4T34 (27/07/2015 - 19/12/2015);20150140819;0.00;TRANCADO;
2;ECT2101;PRÉ-CÁLCULO;05;2111020-6;2356N12 (27/07/2015 - 29/09/2015);20150140837;-;EXCLUIDA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;05;1674079-5;26N34 (27/07/2015 - 19/12/2015);20150140837;-;EXCLUIDA;
2;ECT2103;CÁLCULO I;05;2111020-6;2356N12 (05/10/2015 - 19/12/2015);20150140837;-;EXCLUIDA;
2;ECT2104;QUÍMICA GERAL;03A;1036401-5;5T56  35N34 (27/07/2015 - 19/12/2015);20150140837;5.30;APROVADO POR NOTA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;04;1673239-3;4N12 (27/07/2015 - 19/12/2015);20150140837;6.20;APROVADO POR NOTA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;04;1987942-5;4N34 (27/07/2015 - 19/12/2015);20150140837;1.20;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2101;PRÉ-CÁLCULO;01;1091102-4;2356T12 (27/07/2015 - 29/09/2015);20150140855;-;DESISTENCIA;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;35T56 (27/07/2015 - 19/12/2015);20150140855;-;TRANCADO;
2;ECT2103;CÁLCULO I;01;1672787-0;2356T12 (05/10/2015 - 19/12/2015);20150140855;-;DESISTENCIA;
2;ECT2104;QUÍMICA GERAL;02A;1481705-7;3M12  35T34 (27/07/2015 - 19/12/2015);20150140855;-;DESISTENCIA;
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;01;1319338-6;4T56 (27/07/2015 - 19/12/2015);20150140855;5.80;APROVADO POR NOTA;
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;01;1987942-5;4T34 (27/07/2015 - 19/12/2015);20150140855;0.00;TRANCADO;
2;ECT2101;PRÉ-CÁLCULO;01;1091102-4;2356T12 (27/07/2015 - 29/09/2015);20150140891;0.00;REPROVADO POR MÉDIA E POR FALTAS;
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;01;1879244-0;35T56 (27/07/2015 - 19/12/2015);20150140891;6.00;APROVADO POR NOTA;
