periodo,codigo,nome,turma,siape,horario,matricula,nota,situacao
1,ECT2101,PRÉ-CÁLCULO,1,3550015-0,2356M34 (11/02/2019 - 19/04/2019),20190002880,-,DESISTENCIA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,1,2571630-3,25M56 (11/02/2019 - 29/06/2019),20190002880,-,DESISTENCIA
1,ECT2103,CÁLCULO I,1,1671983-4,2356M34 (22/04/2019 - 29/06/2019),20190002880,-,DESISTENCIA
1,ECT2104,QUÍMICA GERAL,01A,1523912-0,2M12 36M56 (11/02/2019 - 29/06/2019),20190002880,-,DESISTENCIA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,1,1746024-9,4M56 (11/02/2019 - 29/06/2019),20190002880,-,DESISTENCIA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",1,1051570-6,4M34 (11/02/2019 - 29/06/2019),20190002880,-,DESISTENCIA
1,ECT2101,PRÉ-CÁLCULO,1,3550015-0,2356M34 (11/02/2019 - 19/04/2019),20190002924,-,DESISTENCIA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,1,2571630-3,25M56 (11/02/2019 - 29/06/2019),20190002924,-,DESISTENCIA
1,ECT2103,CÁLCULO I,1,1671983-4,2356M34 (22/04/2019 - 29/06/2019),20190002924,-,DESISTENCIA
1,ECT2104,QUÍMICA GERAL,01A,1523912-0,2M12 36M56 (11/02/2019 - 29/06/2019),20190002924,-,DESISTENCIA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,1,1746024-9,4M56 (11/02/2019 - 29/06/2019),20190002924,-,DESISTENCIA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",1,1051570-6,4M34 (11/02/2019 - 29/06/2019),20190002924,-,DESISTENCIA
1,ECT2101,PRÉ-CÁLCULO,1,3550015-0,2356M34 (11/02/2019 - 19/04/2019),20190002942,-,EXCLUIDA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,1,2571630-3,25M56 (11/02/2019 - 29/06/2019),20190002942,-,EXCLUIDA
1,ECT2103,CÁLCULO I,1,1671983-4,2356M34 (22/04/2019 - 29/06/2019),20190002942,-,EXCLUIDA
1,ECT2104,QUÍMICA GERAL,01A,1523912-0,2M12 36M56 (11/02/2019 - 29/06/2019),20190002942,-,EXCLUIDA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,1,1746024-9,4M56 (11/02/2019 - 29/06/2019),20190002942,-,EXCLUIDA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",1,1051570-6,4M34 (11/02/2019 - 29/06/2019),20190002942,7.10,APROVADO
1,ECT2101,PRÉ-CÁLCULO,4,1674079-5,2356N34 (11/02/2019 - 19/04/2019),20190002960,-,DESISTENCIA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,4,4857669-9,25N12 (11/02/2019 - 29/06/2019),20190002960,-,DESISTENCIA
1,ECT2103,CÁLCULO I,4,1246519-6,2356N34 (22/04/2019 - 29/06/2019),20190002960,-,DESISTENCIA
1,ECT2104,QUÍMICA GERAL,04A,"1481705-7,2275848-0",2T56  36N12 (11/02/2019 - 29/06/2019),20190002960,-,DESISTENCIA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,4,3030343-7,4N34 (11/02/2019 - 29/06/2019),20190002960,-,DESISTENCIA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",4,1051570-6,4N12 (11/02/2019 - 29/06/2019),20190002960,-,DESISTENCIA
1,ECT2101,PRÉ-CÁLCULO,1,3550015-0,2356M34 (11/02/2019 - 19/04/2019),20190003000,3.40,CANCELADO
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,1,2571630-3,25M56 (11/02/2019 - 29/06/2019),20190003000,1.70,CANCELADO
1,ECT2103,CÁLCULO I,1,1671983-4,2356M34 (22/04/2019 - 29/06/2019),20190003000,0.30,CANCELADO
1,ECT2104,QUÍMICA GERAL,01A,1523912-0,2M12 36M56 (11/02/2019 - 29/06/2019),20190003000,-,DESISTENCIA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,1,1746024-9,4M56 (11/02/2019 - 29/06/2019),20190003000,-,DESISTENCIA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",1,1051570-6,4M34 (11/02/2019 - 29/06/2019),20190003000,-,DESISTENCIA
1,ECT2101,PRÉ-CÁLCULO,1,3550015-0,2356M34 (11/02/2019 - 19/04/2019),20190003028,-,DESISTENCIA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,1,2571630-3,25M56 (11/02/2019 - 29/06/2019),20190003028,-,DESISTENCIA
1,ECT2103,CÁLCULO I,1,1671983-4,2356M34 (22/04/2019 - 29/06/2019),20190003028,-,DESISTENCIA
1,ECT2104,QUÍMICA GERAL,01A,1523912-0,2M12 36M56 (11/02/2019 - 29/06/2019),20190003028,-,DESISTENCIA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,1,1746024-9,4M56 (11/02/2019 - 29/06/2019),20190003028,-,DESISTENCIA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",1,1051570-6,4M34 (11/02/2019 - 29/06/2019),20190003028,-,DESISTENCIA
1,ECT2101,PRÉ-CÁLCULO,4,1674079-5,2356N34 (11/02/2019 - 19/04/2019),20190003108,-,DESISTENCIA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,4,4857669-9,25N12 (11/02/2019 - 29/06/2019),20190003108,-,DESISTENCIA
1,ECT2103,CÁLCULO I,4,1246519-6,2356N34 (22/04/2019 - 29/06/2019),20190003108,-,DESISTENCIA
1,ECT2104,QUÍMICA GERAL,04A,"2275848-0,1481705-7",2T56  36N12 (11/02/2019 - 29/06/2019),20190003108,-,DESISTENCIA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,4,3030343-7,4N34 (11/02/2019 - 29/06/2019),20190003108,-,DESISTENCIA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",4,1051570-6,4N12 (11/02/2019 - 29/06/2019),20190003108,-,DESISTENCIA
1,ECT2101,PRÉ-CÁLCULO,1,3550015-0,2356M34 (11/02/2019 - 19/04/2019),20190003206,-,DESISTENCIA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,1,2571630-3,25M56 (11/02/2019 - 29/06/2019),20190003206,-,DESISTENCIA
1,ECT2103,CÁLCULO I,1,1671983-4,2356M34 (22/04/2019 - 29/06/2019),20190003206,-,DESISTENCIA
1,ECT2104,QUÍMICA GERAL,01A,1523912-0,2M12 36M56 (11/02/2019 - 29/06/2019),20190003206,0.00,REPROVADO POR MÉDIA E POR FALTAS
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,1,1746024-9,4M56 (11/02/2019 - 29/06/2019),20190003206,-,DESISTENCIA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",1,1051570-6,4M34 (11/02/2019 - 29/06/2019),20190003206,-,DESISTENCIA
1,ECT2101,PRÉ-CÁLCULO,1,3550015-0,2356M34 (11/02/2019 - 19/04/2019),20190003260,-,DESISTENCIA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,1,2571630-3,25M56 (11/02/2019 - 29/06/2019),20190003260,-,DESISTENCIA
1,ECT2103,CÁLCULO I,1,1671983-4,2356M34 (22/04/2019 - 29/06/2019),20190003260,-,DESISTENCIA
1,ECT2104,QUÍMICA GERAL,01A,1523912-0,2M12 36M56 (11/02/2019 - 29/06/2019),20190003260,-,DESISTENCIA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,1,1746024-9,4M56 (11/02/2019 - 29/06/2019),20190003260,-,DESISTENCIA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",1,1051570-6,4M34 (11/02/2019 - 29/06/2019),20190003260,-,DESISTENCIA
1,ECT2101,PRÉ-CÁLCULO,1,3550015-0,2356M34 (11/02/2019 - 19/04/2019),20190003289,-,EXCLUIDA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,1,2571630-3,25M56 (11/02/2019 - 29/06/2019),20190003289,-,EXCLUIDA
1,ECT2103,CÁLCULO I,1,1671983-4,2356M34 (22/04/2019 - 29/06/2019),20190003289,-,EXCLUIDA
1,ECT2104,QUÍMICA GERAL,01A,1523912-0,2M12 36M56 (11/02/2019 - 29/06/2019),20190003289,5.50,APROVADO POR NOTA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,1,1746024-9,4M56 (11/02/2019 - 29/06/2019),20190003289,-,EXCLUIDA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",1,1051570-6,4M34 (11/02/2019 - 29/06/2019),20190003289,-,EXCLUIDA
1,ECT2101,PRÉ-CÁLCULO,4,1674079-5,2356N34 (11/02/2019 - 19/04/2019),20190003304,-,DESISTENCIA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,4,4857669-9,25N12 (11/02/2019 - 29/06/2019),20190003304,-,DESISTENCIA
1,ECT2103,CÁLCULO I,4,1246519-6,2356N34 (22/04/2019 - 29/06/2019),20190003304,-,DESISTENCIA
1,ECT2104,QUÍMICA GERAL,04A,"1481705-7,2275848-0",2T56  36N12 (11/02/2019 - 29/06/2019),20190003304,-,DESISTENCIA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,4,3030343-7,4N34 (11/02/2019 - 29/06/2019),20190003304,-,DESISTENCIA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",4,1051570-6,4N12 (11/02/2019 - 29/06/2019),20190003304,-,DESISTENCIA
1,ECT2101,PRÉ-CÁLCULO,1,3550015-0,2356M34 (11/02/2019 - 19/04/2019),20190003322,-,DESISTENCIA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,1,2571630-3,25M56 (11/02/2019 - 29/06/2019),20190003322,-,DESISTENCIA
1,ECT2103,CÁLCULO I,1,1671983-4,2356M34 (22/04/2019 - 29/06/2019),20190003322,-,EXCLUIDA
1,ECT2104,QUÍMICA GERAL,01A,1523912-0,2M12 36M56 (11/02/2019 - 29/06/2019),20190003322,-,EXCLUIDA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,1,1746024-9,4M56 (11/02/2019 - 29/06/2019),20190003322,-,EXCLUIDA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",1,1051570-6,4M34 (11/02/2019 - 29/06/2019),20190003322,6.40,APROVADO POR NOTA
1,ECT2101,PRÉ-CÁLCULO,1,3550015-0,2356M34 (11/02/2019 - 19/04/2019),20190003387,0.10,REPROVADO
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,1,2571630-3,25M56 (11/02/2019 - 29/06/2019),20190003387,-,EXCLUIDA
1,ECT2103,CÁLCULO I,1,1671983-4,2356M34 (22/04/2019 - 29/06/2019),20190003387,0.30,REPROVADO
1,ECT2104,QUÍMICA GERAL,01A,1523912-0,2M12 36M56 (11/02/2019 - 29/06/2019),20190003387,-,EXCLUIDA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,1,1746024-9,4M56 (11/02/2019 - 29/06/2019),20190003387,-,EXCLUIDA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",1,1051570-6,4M34 (11/02/2019 - 29/06/2019),20190003387,6.40,APROVADO POR NOTA
1,ECT2101,PRÉ-CÁLCULO,4,1674079-5,2356N34 (11/02/2019 - 19/04/2019),20190003402,-,DESISTENCIA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,4,4857669-9,25N12 (11/02/2019 - 29/06/2019),20190003402,-,DESISTENCIA
1,ECT2103,CÁLCULO I,4,1246519-6,2356N34 (22/04/2019 - 29/06/2019),20190003402,-,DESISTENCIA
1,ECT2104,QUÍMICA GERAL,04A,"1481705-7,2275848-0",2T56  36N12 (11/02/2019 - 29/06/2019),20190003402,-,DESISTENCIA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,4,3030343-7,4N34 (11/02/2019 - 29/06/2019),20190003402,-,DESISTENCIA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",4,1051570-6,4N12 (11/02/2019 - 29/06/2019),20190003402,-,DESISTENCIA
1,ECT2101,PRÉ-CÁLCULO,1,3550015-0,2356M34 (11/02/2019 - 19/04/2019),20190003420,-,EXCLUIDA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,1,2571630-3,25M56 (11/02/2019 - 29/06/2019),20190003420,-,EXCLUIDA
1,ECT2103,CÁLCULO I,1,1671983-4,2356M34 (22/04/2019 - 29/06/2019),20190003420,-,EXCLUIDA
1,ECT2104,QUÍMICA GERAL,01A,1523912-0,2M12 36M56 (11/02/2019 - 29/06/2019),20190003420,-,EXCLUIDA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,1,1746024-9,4M56 (11/02/2019 - 29/06/2019),20190003420,-,EXCLUIDA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",1,1051570-6,4M34 (11/02/2019 - 29/06/2019),20190003420,-,DESISTENCIA
1,ECT2101,PRÉ-CÁLCULO,4,1674079-5,2356N34 (11/02/2019 - 19/04/2019),20190003449,-,DESISTENCIA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,4,4857669-9,25N12 (11/02/2019 - 29/06/2019),20190003449,-,DESISTENCIA
1,ECT2103,CÁLCULO I,4,1246519-6,2356N34 (22/04/2019 - 29/06/2019),20190003449,-,DESISTENCIA
1,ECT2104,QUÍMICA GERAL,04A,"2275848-0,1481705-7",2T56  36N12 (11/02/2019 - 29/06/2019),20190003449,-,DESISTENCIA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,4,3030343-7,4N34 (11/02/2019 - 29/06/2019),20190003449,-,DESISTENCIA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",4,1051570-6,4N12 (11/02/2019 - 29/06/2019),20190003449,-,DESISTENCIA
1,ECT2101,PRÉ-CÁLCULO,4,1674079-5,2356N34 (11/02/2019 - 19/04/2019),20190003467,-,DESISTENCIA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,4,4857669-9,25N12 (11/02/2019 - 29/06/2019),20190003467,-,DESISTENCIA
1,ECT2103,CÁLCULO I,4,1246519-6,2356N34 (22/04/2019 - 29/06/2019),20190003467,-,DESISTENCIA
1,ECT2104,QUÍMICA GERAL,04A,"1481705-7,2275848-0",2T56  36N12 (11/02/2019 - 29/06/2019),20190003467,-,DESISTENCIA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,4,3030343-7,4N34 (11/02/2019 - 29/06/2019),20190003467,-,DESISTENCIA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",4,1051570-6,4N12 (11/02/2019 - 29/06/2019),20190003467,-,DESISTENCIA
1,ECT2101,PRÉ-CÁLCULO,1,3550015-0,2356M34 (11/02/2019 - 19/04/2019),20190003500,-,EXCLUIDA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,1,2571630-3,25M56 (11/02/2019 - 29/06/2019),20190003500,-,TRANCADO
1,ECT2103,CÁLCULO I,1,1671983-4,2356M34 (22/04/2019 - 29/06/2019),20190003500,-,TRANCADO
1,ECT2104,QUÍMICA GERAL,01A,1523912-0,2M12 36M56 (11/02/2019 - 29/06/2019),20190003500,-,TRANCADO
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,1,1746024-9,4M56 (11/02/2019 - 29/06/2019),20190003500,8.60,APROVADO
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",1,1051570-6,4M34 (11/02/2019 - 29/06/2019),20190003500,5.80,APROVADO POR NOTA
1,ECT2101,PRÉ-CÁLCULO,1,3550015-0,2356M34 (11/02/2019 - 19/04/2019),20190003529,-,DESISTENCIA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,1,2571630-3,25M56 (11/02/2019 - 29/06/2019),20190003529,-,DESISTENCIA
1,ECT2103,CÁLCULO I,1,1671983-4,2356M34 (22/04/2019 - 29/06/2019),20190003529,-,DESISTENCIA
1,ECT2104,QUÍMICA GERAL,01A,1523912-0,2M12 36M56 (11/02/2019 - 29/06/2019),20190003529,-,DESISTENCIA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,1,1746024-9,4M56 (11/02/2019 - 29/06/2019),20190003529,-,DESISTENCIA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",1,1051570-6,4M34 (11/02/2019 - 29/06/2019),20190003529,-,DESISTENCIA
1,ECT2101,PRÉ-CÁLCULO,1,3550015-0,2356M34 (11/02/2019 - 19/04/2019),20190003547,-,DESISTENCIA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,1,2571630-3,25M56 (11/02/2019 - 29/06/2019),20190003547,-,DESISTENCIA
1,ECT2103,CÁLCULO I,1,1671983-4,2356M34 (22/04/2019 - 29/06/2019),20190003547,-,DESISTENCIA
1,ECT2104,QUÍMICA GERAL,01A,1523912-0,2M12 36M56 (11/02/2019 - 29/06/2019),20190003547,-,DESISTENCIA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,1,1746024-9,4M56 (11/02/2019 - 29/06/2019),20190003547,-,DESISTENCIA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",1,1051570-6,4M34 (11/02/2019 - 29/06/2019),20190003547,-,DESISTENCIA
1,ECT2101,PRÉ-CÁLCULO,4,1674079-5,2356N34 (11/02/2019 - 19/04/2019),20190003565,-,DESISTENCIA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,4,4857669-9,25N12 (11/02/2019 - 29/06/2019),20190003565,-,DESISTENCIA
1,ECT2103,CÁLCULO I,4,1246519-6,2356N34 (22/04/2019 - 29/06/2019),20190003565,-,DESISTENCIA
1,ECT2104,QUÍMICA GERAL,04A,"2275848-0,1481705-7",2T56  36N12 (11/02/2019 - 29/06/2019),20190003565,-,DESISTENCIA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,4,3030343-7,4N34 (11/02/2019 - 29/06/2019),20190003565,-,DESISTENCIA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",4,1051570-6,4N12 (11/02/2019 - 29/06/2019),20190003565,-,DESISTENCIA
1,ECT2101,PRÉ-CÁLCULO,4,1674079-5,2356N34 (11/02/2019 - 19/04/2019),20190003583,-,DESISTENCIA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,4,4857669-9,25N12 (11/02/2019 - 29/06/2019),20190003583,-,DESISTENCIA
1,ECT2103,CÁLCULO I,4,1246519-6,2356N34 (22/04/2019 - 29/06/2019),20190003583,-,DESISTENCIA
1,ECT2104,QUÍMICA GERAL,04A,"2275848-0,1481705-7",2T56  36N12 (11/02/2019 - 29/06/2019),20190003583,-,DESISTENCIA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,4,3030343-7,4N34 (11/02/2019 - 29/06/2019),20190003583,-,DESISTENCIA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",4,1051570-6,4N12 (11/02/2019 - 29/06/2019),20190003583,-,DESISTENCIA
1,ECT2101,PRÉ-CÁLCULO,1,3550015-0,2356M34 (11/02/2019 - 19/04/2019),20190003609,-,EXCLUIDA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,1,2571630-3,25M56 (11/02/2019 - 29/06/2019),20190003609,-,EXCLUIDA
1,ECT2103,CÁLCULO I,1,1671983-4,2356M34 (22/04/2019 - 29/06/2019),20190003609,0.30,REPROVADO
1,ECT2104,QUÍMICA GERAL,01A,1523912-0,2M12 36M56 (11/02/2019 - 29/06/2019),20190003609,0.00,REPROVADO POR MÉDIA E POR FALTAS
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,1,1746024-9,4M56 (11/02/2019 - 29/06/2019),20190003609,-,EXCLUIDA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",1,1051570-6,4M34 (11/02/2019 - 29/06/2019),20190003609,-,EXCLUIDA
1,ECT2101,PRÉ-CÁLCULO,4,1674079-5,2356N34 (11/02/2019 - 19/04/2019),20190003725,-,EXCLUIDA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,4,4857669-9,25N12 (11/02/2019 - 29/06/2019),20190003725,-,EXCLUIDA
1,ECT2103,CÁLCULO I,4,1246519-6,2356N34 (22/04/2019 - 29/06/2019),20190003725,-,EXCLUIDA
1,ECT2104,QUÍMICA GERAL,04A,"2275848-0,1481705-7",2T56  36N12 (11/02/2019 - 29/06/2019),20190003725,-,DESISTENCIA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,4,3030343-7,4N34 (11/02/2019 - 29/06/2019),20190003725,-,EXCLUIDA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",4,1051570-6,4N12 (11/02/2019 - 29/06/2019),20190003725,-,TRANCADO
1,ECT2101,PRÉ-CÁLCULO,1,3550015-0,2356M34 (11/02/2019 - 19/04/2019),20190003743,-,DESISTENCIA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,1,2571630-3,25M56 (11/02/2019 - 29/06/2019),20190003743,-,DESISTENCIA
1,ECT2103,CÁLCULO I,1,1671983-4,2356M34 (22/04/2019 - 29/06/2019),20190003743,-,DESISTENCIA
1,ECT2104,QUÍMICA GERAL,01A,1523912-0,2M12 36M56 (11/02/2019 - 29/06/2019),20190003743,-,DESISTENCIA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,1,1746024-9,4M56 (11/02/2019 - 29/06/2019),20190003743,-,DESISTENCIA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",1,1051570-6,4M34 (11/02/2019 - 29/06/2019),20190003743,-,DESISTENCIA
1,ECT2101,PRÉ-CÁLCULO,4,1674079-5,2356N34 (11/02/2019 - 19/04/2019),20190003780,9.10,APROVADO
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,4,4857669-9,25N12 (11/02/2019 - 29/06/2019),20190003780,-,EXCLUIDA
1,ECT2103,CÁLCULO I,4,1246519-6,2356N34 (22/04/2019 - 29/06/2019),20190003780,-,EXCLUIDA
1,ECT2104,QUÍMICA GERAL,04A,"1481705-7,2275848-0",2T56  36N12 (11/02/2019 - 29/06/2019),20190003780,2.10,REPROVADO
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,4,3030343-7,4N34 (11/02/2019 - 29/06/2019),20190003780,6.60,APROVADO POR NOTA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",4,1051570-6,4N12 (11/02/2019 - 29/06/2019),20190003780,6.90,APROVADO POR NOTA
1,ECT2101,PRÉ-CÁLCULO,1,3550015-0,2356M34 (11/02/2019 - 19/04/2019),20190003805,-,DESISTENCIA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,1,2571630-3,25M56 (11/02/2019 - 29/06/2019),20190003805,-,DESISTENCIA
1,ECT2103,CÁLCULO I,1,1671983-4,2356M34 (22/04/2019 - 29/06/2019),20190003805,-,DESISTENCIA
1,ECT2104,QUÍMICA GERAL,01A,1523912-0,2M12 36M56 (11/02/2019 - 29/06/2019),20190003805,-,DESISTENCIA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,1,1746024-9,4M56 (11/02/2019 - 29/06/2019),20190003805,-,DESISTENCIA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",1,1051570-6,4M34 (11/02/2019 - 29/06/2019),20190003805,-,DESISTENCIA
1,ECT2101,PRÉ-CÁLCULO,1,3550015-0,2356M34 (11/02/2019 - 19/04/2019),20190003823,-,DESISTENCIA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,1,2571630-3,25M56 (11/02/2019 - 29/06/2019),20190003823,-,DESISTENCIA
1,ECT2103,CÁLCULO I,1,1671983-4,2356M34 (22/04/2019 - 29/06/2019),20190003823,-,DESISTENCIA
1,ECT2104,QUÍMICA GERAL,01A,1523912-0,2M12 36M56 (11/02/2019 - 29/06/2019),20190003823,-,DESISTENCIA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,1,1746024-9,4M56 (11/02/2019 - 29/06/2019),20190003823,-,DESISTENCIA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",1,1051570-6,4M34 (11/02/2019 - 29/06/2019),20190003823,-,DESISTENCIA
1,ECT2101,PRÉ-CÁLCULO,4,1674079-5,2356N34 (11/02/2019 - 19/04/2019),20190003841,-,DESISTENCIA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,4,4857669-9,25N12 (11/02/2019 - 29/06/2019),20190003841,-,DESISTENCIA
1,ECT2103,CÁLCULO I,4,1246519-6,2356N34 (22/04/2019 - 29/06/2019),20190003841,-,DESISTENCIA
1,ECT2104,QUÍMICA GERAL,04A,"2275848-0,1481705-7",2T56  36N12 (11/02/2019 - 29/06/2019),20190003841,-,DESISTENCIA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,4,3030343-7,4N34 (11/02/2019 - 29/06/2019),20190003841,-,DESISTENCIA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",4,1051570-6,4N12 (11/02/2019 - 29/06/2019),20190003841,-,DESISTENCIA
1,ECT2101,PRÉ-CÁLCULO,1,3550015-0,2356M34 (11/02/2019 - 19/04/2019),20190003860,0.00,REPROVADO POR MÉDIA E POR FALTAS
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,1,2571630-3,25M56 (11/02/2019 - 29/06/2019),20190003860,0.00,REPROVADO
1,ECT2103,CÁLCULO I,1,1671983-4,2356M34 (22/04/2019 - 29/06/2019),20190003860,0.30,REPROVADO
1,ECT2104,QUÍMICA GERAL,01A,1523912-0,2M12 36M56 (11/02/2019 - 29/06/2019),20190003860,0.30,REPROVADO POR MÉDIA E POR FALTAS
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,1,1746024-9,4M56 (11/02/2019 - 29/06/2019),20190003860,-,EXCLUIDA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",1,1051570-6,4M34 (11/02/2019 - 29/06/2019),20190003860,5.40,APROVADO POR NOTA
1,ECT2101,PRÉ-CÁLCULO,4,1674079-5,2356N34 (11/02/2019 - 19/04/2019),20190003888,-,DESISTENCIA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,4,4857669-9,25N12 (11/02/2019 - 29/06/2019),20190003888,-,DESISTENCIA
1,ECT2103,CÁLCULO I,4,1246519-6,2356N34 (22/04/2019 - 29/06/2019),20190003888,-,DESISTENCIA
1,ECT2104,QUÍMICA GERAL,04A,"1481705-7,2275848-0",2T56  36N12 (11/02/2019 - 29/06/2019),20190003888,-,DESISTENCIA
1,ECT2105,PRÁTICAS DE LEITURA E ESCRITA I,4,3030343-7,4N34 (11/02/2019 - 29/06/2019),20190003888,-,DESISTENCIA
1,ECT2106,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",4,1051570-6,4N12 (11/02/2019 - 29/06/2019),20190003888,-,DESISTENCIA
1,ECT2101,PRÉ-CÁLCULO,1,3550015-0,2356M34 (11/02/2019 - 19/04/2019),20190003940,-,DESISTENCIA
1,ECT2102,VETORES E GEOMETRIA ANALÍTICA,1,2571630-3,25M56 (11/02/2019 - 29/06/2019),20190003940,-,DESISTENCIA
1,ECT2103,CÁLCULO I,1,1671983-4,2356M34 (22/04/2019 - 29/06/2019),20190003940,-,DESISTENCIA
1,ECT2104,QUÍMICA GERAL,01A,1523912-0,2M12 36M56 (11/02/2019 - 29/06/2019),20190003940,-,DESISTENCIA
