,ano,turma,matricula,nota,situacao
147,2018.1,05D,20170116220,0.0,REPROVADO
148,2018.1,05D,20170040991,6.7,APROVADO POR NOTA
149,2018.1,05D,2012927879,0.0,REPROVADO
150,2018.1,05D,20170118127,6.7,APROVADO POR NOTA
151,2018.1,05D,20170044936,7.2,APROVADO
152,2018.1,05D,20170037771,5.1,APROVADO POR NOTA
153,2018.1,02C,20170182997,5.5,APROVADO POR NOTA
154,2018.1,02C,20170043518,9.3,APROVADO
155,2018.1,02C,20170037870,8.3,APROVADO
156,2018.1,02C,20170118421,1.4,REPROVADO
157,2018.1,02C,20170183134,5.9,APROVADO POR NOTA
158,2018.1,02C,20170183170,5.5,APROVADO POR NOTA
159,2018.1,02C,20170033075,1.9,REPROVADO
160,2018.1,02C,20170117620,9.9,APROVADO
161,2018.1,02C,20170183205,7.1,APROVADO
162,2018.1,02C,20170115484,5.5,APROVADO POR NOTA
163,2018.1,02C,20170138003,6.4,APROVADO POR NOTA
164,2018.1,02C,20170147361,6.8,APROVADO POR NOTA
165,2018.1,02C,20170183027,0.8,REPROVADO
166,2018.1,02C,20160142620,0.3,REPROVADO POR MÉDIA E POR FALTAS
167,2018.1,02C,20170039319,4.4,REPROVADO
168,2018.1,02C,20170117380,8.0,APROVADO
169,2018.1,02C,20170138442,2.0,REPROVADO
170,2018.1,02C,20170042299,5.5,APROVADO POR NOTA
171,2018.1,02C,20170039918,9.2,APROVADO
172,2018.1,02C,20170118243,0.3,REPROVADO
173,2018.1,02C,20180031913,9.9,APROVADO
174,2018.1,03A,20170138550,3.4,REPROVADO
175,2018.1,03A,20170032532,7.6,APROVADO
176,2018.1,03A,20170036175,1.3,REPROVADO
177,2018.1,03A,20170045290,8.6,APROVADO
178,2018.1,03A,20170118280,5.5,APROVADO POR NOTA
179,2018.1,03A,20170033656,1.0,REPROVADO
180,2018.1,03A,20170036059,1.5,REPROVADO
181,2018.1,03A,20170034850,0.0,REPROVADO POR MÉDIA E POR FALTAS
182,2018.1,03A,20170118047,0.7,REPROVADO
183,2018.1,03A,20170138200,7.0,APROVADO
184,2018.1,03A,20170037056,2.3,REPROVADO
185,2018.1,03A,20170038732,7.7,APROVADO
186,2018.1,03A,20160142684,6.4,APROVADO POR NOTA
187,2018.1,03A,2016098440,0.0,REPROVADO POR MÉDIA E POR FALTAS
188,2018.1,03A,20170137973,0.4,REPROVADO POR MÉDIA E POR FALTAS
189,2018.1,03A,20170034537,5.7,APROVADO POR NOTA
190,2018.1,03A,20170147290,5.3,APROVADO POR NOTA
191,2018.1,03A,20170039112,7.5,APROVADO
192,2018.1,03A,20170115081,7.4,APROVADO
193,2018.1,03A,20160142521,0.0,REPROVADO POR MÉDIA E POR FALTAS
194,2018.1,03A,20170031357,5.3,APROVADO POR NOTA
195,2018.1,03A,20150126631,5.6,APROVADO POR NOTA
196,2018.1,03A,2015010295,0.0,REPROVADO POR MÉDIA E POR FALTAS
197,2018.1,02B,2016097424,3.1,REPROVADO
198,2018.1,02B,2016018995,7.0,APROVADO
199,2018.1,02B,20170118360,10.0,APROVADO
200,2018.1,02B,20180088012,1.4,REPROVADO POR MÉDIA E POR FALTAS
201,2018.1,02B,20170043812,6.4,APROVADO POR NOTA
202,2018.1,02B,2015011210,7.8,APROVADO
203,2018.1,02B,20160146191,6.1,APROVADO POR NOTA
204,2018.1,04B,20170138498,8.4,APROVADO
205,2018.1,04B,20170137900,7.4,APROVADO
206,2018.1,04B,20170139305,5.1,APROVADO POR NOTA
207,2018.1,04B,2016017719,6.3,APROVADO POR NOTA
208,2018.1,04B,20170032579,9.7,APROVADO
209,2018.1,04B,20170138282,5.7,APROVADO POR NOTA
210,2018.1,04B,20170147263,0.7,REPROVADO
211,2018.1,04B,20170138120,3.9,REPROVADO
212,2018.1,04B,20170115822,6.5,APROVADO POR NOTA
213,2018.1,04B,20170042851,7.2,APROVADO
214,2018.1,04B,20170117264,7.2,APROVADO
215,2018.1,04B,20170139486,5.9,APROVADO POR NOTA
216,2018.1,04B,2015012692,0.0,REPROVADO
217,2018.1,04B,20170115500,3.3,REPROVADO
218,2018.1,04B,20170137703,1.9,REPROVADO
219,2018.1,04B,2013091285,0.3,REPROVADO
220,2018.1,04B,20170116703,6.9,APROVADO POR NOTA
221,2018.1,04B,20170117943,8.4,APROVADO
222,2018.1,04B,20160107980,6.2,APROVADO POR NOTA
223,2018.1,04B,20160132409,0.0,REPROVADO
224,2018.1,04B,20160143251,6.7,APROVADO POR NOTA
225,2018.1,04B,20180039493,1.7,REPROVADO
226,2018.1,04B,2016021570,4.1,REPROVADO
227,2018.1,04B,20170137697,6.5,APROVADO POR NOTA
228,2018.1,04B,20160143369,1.6,REPROVADO
229,2018.1,04B,20150126936,0.4,REPROVADO
230,2018.1,04B,2015093654,0.9,REPROVADO
231,2018.1,04B,20180037452,9.7,APROVADO
232,2018.1,04B,2016010119,0.0,REPROVADO
233,2018.1,04B,20170041738,0.7,REPROVADO
234,2018.1,01A,20170116982,5.2,APROVADO POR NOTA
235,2018.1,01A,20170045138,9.7,APROVADO
236,2018.1,01A,20170040356,0.0,REPROVADO
237,2018.1,01A,20170183223,6.8,APROVADO POR NOTA
238,2018.1,01A,20170116122,6.8,APROVADO POR NOTA
239,2018.1,01A,20170106476,8.5,APROVADO
240,2018.1,01A,20170038017,8.6,APROVADO
241,2018.1,01A,20150126130,7.7,APROVADO
242,2018.1,01A,20170183161,5.8,APROVADO POR NOTA
243,2018.1,01A,20170138406,8.8,APROVADO
244,2018.1,01A,20170031016,5.0,APROVADO POR NOTA
245,2018.1,01A,2016053573,0.0,REPROVADO
246,2018.1,01A,2015011775,0.0,REPROVADO POR MÉDIA E POR FALTAS
247,2018.1,01A,20170032336,3.8,REPROVADO
248,2018.1,01A,20170038410,5.8,APROVADO POR NOTA
249,2018.1,01A,20170036792,1.7,REPROVADO
250,2018.1,01A,20170137759,5.8,APROVADO POR NOTA
251,2018.1,01A,20170041531,5.5,APROVADO POR NOTA
252,2018.1,01A,20170147325,0.0,REPROVADO
253,2018.1,01A,20170037332,6.0,APROVADO POR NOTA
254,2018.1,01A,20160108904,8.6,APROVADO
255,2018.1,05A,20170138961,4.6,REPROVADO
256,2018.1,05A,20170033979,4.2,REPROVADO
257,2018.1,05A,20170139510,1.0,REPROVADO
258,2018.1,05A,20170139501,2.2,REPROVADO
259,2018.1,05A,20160146370,5.1,APROVADO POR NOTA
260,2018.1,05A,20170038492,9.1,APROVADO
261,2018.1,05A,20170183330,9.2,APROVADO
262,2018.1,05A,20170117685,5.9,APROVADO POR NOTA
263,2018.1,05A,20170139000,3.0,REPROVADO
264,2018.1,05A,20170031230,6.6,APROVADO POR NOTA
265,2018.1,05A,20170045414,1.6,REPROVADO
266,2018.1,05A,20170036273,9.2,APROVADO
267,2018.1,05A,20170139548,5.4,APROVADO POR NOTA
268,2018.1,05A,20160142942,6.3,APROVADO POR NOTA
269,2018.1,05A,20170138943,3.1,REPROVADO
270,2018.1,05A,20170115644,3.1,REPROVADO
271,2018.1,05A,20170037379,2.7,REPROVADO
272,2018.1,05A,20170138907,5.7,APROVADO POR NOTA
273,2018.1,05A,20170139539,7.7,APROVADO
274,2018.1,05A,20170116463,1.5,REPROVADO
275,2018.1,05A,20170114520,8.0,APROVADO
276,2018.1,05A,20170115869,1.5,REPROVADO
277,2018.1,05A,20170116060,2.9,REPROVADO
278,2018.1,05A,20170139207,6.8,APROVADO POR NOTA
279,2018.1,05A,20170118655,6.1,APROVADO POR NOTA
280,2018.1,05A,20170042190,7.1,APROVADO
281,2018.1,05A,20170138934,6.0,APROVADO POR NOTA
282,2018.1,05A,20170036550,6.5,APROVADO POR NOTA
283,2018.1,05A,20170139216,8.5,APROVADO
284,2018.1,05A,20170139495,1.1,REPROVADO
285,2018.1,05A,20170116900,4.6,REPROVADO
286,2018.1,05A,20170139243,4.4,REPROVADO
287,2018.1,05A,20160143663,1.7,REPROVADO
288,2018.1,05A,20170036999,0.6,REPROVADO
289,2018.1,01C,20170114941,8.3,APROVADO
290,2018.1,01C,20170118341,0.0,REPROVADO
291,2018.1,01C,20170183072,8.1,APROVADO
292,2018.1,01C,20170147316,6.0,APROVADO POR NOTA
293,2018.1,01C,20170097896,9.8,APROVADO
294,2018.1,01C,20170033370,9.2,APROVADO
295,2018.1,01C,20170034958,0.2,REPROVADO
296,2018.1,01C,20160141847,5.5,APROVADO POR NOTA
297,2018.1,01C,20160002781,1.8,REPROVADO
298,2018.1,01C,20170138068,1.2,REPROVADO
299,2018.1,01C,20170116187,1.7,REPROVADO
300,2018.1,01C,20170138504,5.3,APROVADO POR NOTA
301,2018.1,01C,2016015017,7.2,APROVADO
302,2018.1,01C,20170032318,6.2,APROVADO POR NOTA
303,2018.1,01C,20170117308,1.8,REPROVADO
304,2018.1,01C,20170116409,10.0,APROVADO
305,2018.1,01C,20170117068,6.7,APROVADO POR NOTA
306,2018.1,01C,20170116884,6.8,APROVADO POR NOTA
307,2018.1,01C,20170117148,6.4,APROVADO POR NOTA
308,2018.1,01C,20170030897,8.8,APROVADO
309,2018.1,01C,20170118029,0.5,REPROVADO
310,2018.1,01C,20170137801,5.3,APROVADO POR NOTA
311,2018.1,01C,20170132467,2.2,REPROVADO
312,2018.1,01C,20170115902,6.5,APROVADO POR NOTA
313,2018.1,03D,20170100211,0.3,REPROVADO POR MÉDIA E POR FALTAS
314,2018.1,03D,20170138308,0.1,REPROVADO POR MÉDIA E POR FALTAS
315,2018.1,03D,20170137795,3.7,REPROVADO
316,2018.1,03D,20170039551,1.2,REPROVADO
317,2018.1,03D,20170095013,6.1,APROVADO POR NOTA
318,2018.1,03D,20170036756,8.7,APROVADO
319,2018.1,03D,20170044417,7.2,APROVADO
320,2018.1,03D,2016098708,7.9,APROVADO
321,2018.1,03D,2016090620,0.8,REPROVADO
322,2018.1,03D,20170117980,0.0,REPROVADO POR MÉDIA E POR FALTAS
323,2018.1,03B,20170149731,7.2,APROVADO
324,2018.1,03B,2014089272,0.0,REPROVADO POR MÉDIA E POR FALTAS
325,2018.1,03B,20170114880,5.9,APROVADO POR NOTA
326,2018.1,03B,20170032390,9.3,APROVADO
327,2018.1,03B,20170139145,1.1,REPROVADO
328,2018.1,03B,20170098454,8.2,APROVADO
329,2018.1,03B,20160146208,0.2,REPROVADO POR MÉDIA E POR FALTAS
330,2018.1,03B,2016016391,0.2,REPROVADO POR MÉDIA E POR FALTAS
331,2018.1,03B,20170032819,1.2,REPROVADO
332,2018.1,03B,20170138291,1.2,REPROVADO
333,2018.1,03B,20170032891,7.6,APROVADO
334,2018.1,03B,20170116801,7.7,APROVADO
335,2018.1,03B,20170038590,9.6,APROVADO
336,2018.1,03B,20170118619,0.4,REPROVADO POR MÉDIA E POR FALTAS
337,2018.1,03B,20160106580,6.4,APROVADO POR NOTA
338,2018.1,03B,20170116300,5.2,REPROVADO POR NOTA
339,2018.1,02A,20170040839,2.5,REPROVADO
340,2018.1,02A,20170043296,6.7,APROVADO POR NOTA
341,2018.1,02A,20170038957,0.1,REPROVADO
342,2018.1,02A,20170039678,10.0,APROVADO
343,2018.1,02A,20170116641,9.0,APROVADO
344,2018.1,02A,20170032210,6.6,APROVADO POR NOTA
345,2018.1,02A,20170135057,0.1,REPROVADO POR MÉDIA E POR FALTAS
346,2018.1,02A,20180007785,10.0,APROVADO
347,2018.1,02A,20160130880,8.7,APROVADO
348,2018.1,02A,20170042056,2.0,REPROVADO
349,2018.1,01D,2016094923,0.0,REPROVADO
350,2018.1,01D,20170147414,0.0,REPROVADO
351,2018.1,01D,20170183036,2.1,REPROVADO
352,2018.1,01D,20170040534,6.0,APROVADO POR NOTA
353,2018.1,01D,20170149535,9.1,APROVADO
354,2018.1,01D,20170147512,0.0,REPROVADO
355,2018.1,01D,20160141749,5.0,APROVADO POR NOTA
356,2018.1,01D,20170147272,8.1,APROVADO
357,2018.1,01D,20170147352,6.5,APROVADO POR NOTA
358,2018.1,01D,20170040276,0.0,REPROVADO POR MÉDIA E POR FALTAS
359,2018.1,01D,20170183199,6.5,APROVADO POR NOTA
360,2018.1,01D,20170037010,0.7,REPROVADO
361,2018.1,01D,2014074420,0.0,REPROVADO POR MÉDIA E POR FALTAS
362,2018.1,01D,20170117489,6.8,APROVADO POR NOTA
363,2018.1,01D,20170042790,0.0,REPROVADO POR MÉDIA E POR FALTAS
364,2018.1,01D,20170033834,8.4,APROVADO
365,2018.1,01D,20170137928,5.0,APROVADO POR NOTA
366,2018.1,01D,20170042753,5.0,APROVADO POR NOTA
367,2018.1,01D,20170118083,9.7,APROVADO
368,2018.1,01D,20170039014,5.0,APROVADO POR NOTA
369,2018.1,01D,20170034377,7.9,APROVADO
370,2018.1,01D,20170115742,0.0,REPROVADO POR MÉDIA E POR FALTAS
371,2018.1,04D,2014096080,0.0,REPROVADO
372,2018.1,04D,2015095695,0.7,REPROVADO
373,2018.1,04D,20170139270,5.3,REPROVADO POR NOTA
374,2018.1,04D,20170037691,6.9,APROVADO POR NOTA
375,2018.1,04D,20170116006,7.8,APROVADO
376,2018.1,04D,20170044533,0.0,REPROVADO
377,2018.1,04D,2015095416,1.3,REPROVADO
378,2018.1,04D,20170031910,9.7,APROVADO
379,2018.1,04D,20160143260,0.9,REPROVADO
380,2018.1,04D,20170147370,3.5,REPROVADO
381,2018.1,04D,20170035015,1.2,REPROVADO
382,2018.1,04D,2016012810,7.0,APROVADO
383,2018.1,04D,20170117460,9.4,APROVADO
384,2018.1,04D,20170116580,3.3,REPROVADO
385,2018.1,04D,20170139566,0.0,REPROVADO
386,2018.1,04A,20170118109,0.7,REPROVADO
387,2018.1,04A,20160106866,5.0,APROVADO POR NOTA
388,2018.1,04A,20150127110,6.1,APROVADO POR NOTA
389,2018.1,04A,20170116820,6.1,APROVADO POR NOTA
390,2018.1,04A,20150139550,5.0,APROVADO POR NOTA
391,2018.1,04A,20160107783,6.3,APROVADO POR NOTA
392,2018.1,04A,2016019259,4.0,REPROVADO
393,2018.1,04A,20170032677,8.4,APROVADO
394,2018.1,04A,20160142085,5.1,APROVADO POR NOTA
395,2018.1,04A,20160132220,4.5,REPROVADO
396,2018.1,04A,20170044210,6.5,APROVADO POR NOTA
397,2018.1,04A,20170147441,6.5,APROVADO POR NOTA
398,2018.1,04A,20170138774,7.2,APROVADO
399,2018.1,04A,2015007932,5.1,APROVADO POR NOTA
400,2018.1,04A,20170183241,1.3,REPROVADO
401,2018.1,04A,20170138219,0.7,REPROVADO
402,2018.1,04A,20170138273,3.6,REPROVADO
403,2018.1,04A,20170139575,5.8,APROVADO POR NOTA
404,2018.1,04A,20170117120,7.6,APROVADO
405,2018.1,04A,20170115724,0.7,REPROVADO
406,2018.1,04A,20170138952,5.0,APROVADO POR NOTA
407,2018.1,04A,20170115241,7.7,APROVADO
408,2018.1,04A,20170139083,3.7,REPROVADO
409,2018.1,04A,20160141990,1.0,REPROVADO
410,2018.1,04A,20170133277,1.7,REPROVADO
411,2018.1,04A,20170115804,8.7,APROVADO
412,2018.1,04A,2016016355,0.7,REPROVADO
413,2018.1,04A,20170034573,8.1,APROVADO
414,2018.1,04A,20170138059,9.4,APROVADO
415,2018.1,04A,20160108842,4.0,REPROVADO
416,2018.1,04A,20170115448,7.6,APROVADO
417,2018.1,03C,20170183143,0.0,REPROVADO POR MÉDIA E POR FALTAS
418,2018.1,03C,2016091369,8.8,APROVADO
419,2018.1,03C,20170031197,5.0,REPROVADO POR NOTA
420,2018.1,03C,20170031114,8.5,APROVADO
421,2018.1,03C,20170044650,9.2,APROVADO
422,2018.1,03C,20170114665,6.1,APROVADO POR NOTA
423,2018.1,03C,20170183288,5.4,APROVADO POR NOTA
424,2018.1,03C,20170114647,9.4,APROVADO
425,2018.1,03C,20160143814,0.0,REPROVADO POR MÉDIA E POR FALTAS
426,2018.1,03C,20170137866,8.1,APROVADO
427,2018.1,03C,20170138255,1.3,REPROVADO
