,ano,turma,matricula,nota,situacao
73,2019.2,05C,20190071995,-,MATRICULADO
74,2019.2,05C,20190073630,-,MATRICULADO
75,2019.2,05C,20180156622,-,MATRICULADO
76,2019.2,05C,2016092624,-,MATRICULADO
77,2019.2,05C,20190148580,-,MATRICULADO
78,2019.2,05C,20180042238,-,MATRICULADO
79,2019.2,03D,20180042659,-,MATRICULADO
80,2019.2,03D,20190070890,-,MATRICULADO
81,2019.2,03D,20180090137,-,MATRICULADO
82,2019.2,03D,20190077872,-,MATRICULADO
83,2019.2,03D,20190083243,-,MATRICULADO
84,2019.2,03D,20190082809,-,MATRICULADO
85,2019.2,03D,20190083403,-,MATRICULADO
86,2019.2,03D,20180034595,-,MATRICULADO
87,2019.2,03D,20180136684,-,MATRICULADO
88,2019.2,03D,20190069932,-,MATRICULADO
89,2019.2,03D,20180108901,-,MATRICULADO
90,2019.2,03D,20180134901,-,MATRICULADO
91,2019.2,03D,20180044116,-,MATRICULADO
92,2019.2,03D,20180134812,-,MATRICULADO
93,2019.2,03D,20180146205,-,MATRICULADO
94,2019.2,03D,20180135524,-,MATRICULADO
95,2019.2,03D,20180135257,-,MATRICULADO
96,2019.2,03D,20190082264,-,MATRICULADO
97,2019.2,03D,20190003304,-,MATRICULADO
98,2019.2,03D,20170137703,-,MATRICULADO
99,2019.2,03D,20180041713,-,MATRICULADO
100,2019.2,03D,20190071171,-,MATRICULADO
101,2019.2,03D,20180156909,-,MATRICULADO
102,2019.2,03D,20180135195,-,MATRICULADO
103,2019.2,03D,20190070737,-,MATRICULADO
104,2019.2,03D,20190070138,-,MATRICULADO
105,2019.2,03D,20190072357,-,MATRICULADO
106,2019.2,03D,20180038191,-,MATRICULADO
107,2019.2,03D,20190079714,-,MATRICULADO
108,2019.2,03D,20190076472,-,MATRICULADO
109,2019.2,04A,20190084189,-,MATRICULADO
110,2019.2,04A,20180033856,-,MATRICULADO
111,2019.2,04A,20190073935,-,MATRICULADO
112,2019.2,04A,20180039439,-,MATRICULADO
113,2019.2,04A,20190082863,-,MATRICULADO
114,2019.2,04A,20160143841,-,MATRICULADO
115,2019.2,04A,20180130180,-,MATRICULADO
116,2019.2,04A,20190082040,-,MATRICULADO
117,2019.2,04A,20190071672,-,MATRICULADO
118,2019.2,04A,20180146368,-,MATRICULADO
119,2019.2,04A,20190077774,-,MATRICULADO
120,2019.2,04A,2016016355,-,MATRICULADO
121,2019.2,04A,20180040959,-,MATRICULADO
122,2019.2,04A,20190078771,-,MATRICULADO
123,2019.2,04A,20170137786,-,MATRICULADO
124,2019.2,04A,20180156794,-,MATRICULADO
125,2019.2,04A,20190077157,-,MATRICULADO
126,2019.2,04A,20190074333,-,MATRICULADO
127,2019.2,04A,20180039770,-,MATRICULADO
128,2019.2,04A,20180135883,-,MATRICULADO
129,2019.2,04A,20190132464,-,MATRICULADO
130,2019.2,04A,20190082148,-,MATRICULADO
131,2019.2,04A,20170147281,-,MATRICULADO
132,2019.2,04A,20190082246,-,MATRICULADO
133,2019.2,04A,20190085103,-,MATRICULADO
134,2019.2,04A,20190102189,-,MATRICULADO
135,2019.2,04A,20180136263,-,MATRICULADO
136,2019.2,04A,20180136020,-,MATRICULADO
137,2019.2,04A,20190123509,-,MATRICULADO
138,2019.2,03C,20180093550,-,MATRICULADO
139,2019.2,03C,20180030415,-,MATRICULADO
140,2019.2,03C,20190079877,-,MATRICULADO
141,2019.2,03C,20190075395,-,MATRICULADO
142,2019.2,03C,20190072052,-,MATRICULADO
143,2019.2,03C,20180041796,-,MATRICULADO
144,2019.2,03C,20190072419,-,MATRICULADO
145,2019.2,03C,20180106845,-,MATRICULADO
146,2019.2,03C,20190075054,-,MATRICULADO
147,2019.2,03C,20180125887,-,MATRICULADO
148,2019.2,03C,20190073837,-,MATRICULADO
149,2019.2,03C,20190078332,-,MATRICULADO
150,2019.2,03C,20190071959,-,MATRICULADO
151,2019.2,03C,20190069290,-,MATRICULADO
152,2019.2,03C,20190071055,-,MATRICULADO
153,2019.2,03C,20190104746,-,MATRICULADO
154,2019.2,03C,20190070174,-,MATRICULADO
155,2019.2,03C,20180135328,-,MATRICULADO
156,2019.2,03C,20180146250,-,MATRICULADO
157,2019.2,03C,20180135239,-,MATRICULADO
158,2019.2,03C,20180156613,-,MATRICULADO
159,2019.2,03C,20180039297,-,MATRICULADO
160,2019.2,03C,20190082504,-,MATRICULADO
161,2019.2,03C,20190070030,-,MATRICULADO
162,2019.2,03C,20190073336,-,MATRICULADO
163,2019.2,03C,20180039457,-,MATRICULADO
164,2019.2,03C,20180108643,-,MATRICULADO
165,2019.2,03C,20190076490,-,MATRICULADO
166,2019.2,01B,20190077658,-,MATRICULADO
167,2019.2,01B,20190077012,-,MATRICULADO
168,2019.2,01B,20190112327,-,MATRICULADO
169,2019.2,01B,20190080715,-,MATRICULADO
170,2019.2,01B,20190083261,-,MATRICULADO
171,2019.2,01B,20190085248,-,MATRICULADO
172,2019.2,01B,20190072535,-,MATRICULADO
173,2019.2,01B,20190081089,-,MATRICULADO
174,2019.2,01B,20190075018,-,MATRICULADO
175,2019.2,01B,20190132787,-,MATRICULADO
176,2019.2,01B,20180135462,-,MATRICULADO
177,2019.2,01B,20190071313,-,MATRICULADO
178,2019.2,01B,20190085121,-,MATRICULADO
179,2019.2,01B,20190083486,-,MATRICULADO
180,2019.2,01B,20170117101,-,MATRICULADO
181,2019.2,01B,20190081561,-,MATRICULADO
182,2019.2,01B,20190074790,-,MATRICULADO
183,2019.2,01B,20180110866,-,MATRICULADO
184,2019.2,01B,20190077470,-,MATRICULADO
185,2019.2,01B,20190075896,-,MATRICULADO
186,2019.2,01B,20190083421,-,MATRICULADO
187,2019.2,01B,20190073210,-,MATRICULADO
188,2019.2,01B,20170040839,-,MATRICULADO
189,2019.2,01B,20190079278,-,MATRICULADO
190,2019.2,01B,20180156720,-,MATRICULADO
191,2019.2,01B,20160142156,-,MATRICULADO
192,2019.2,01B,20180135598,-,MATRICULADO
193,2019.2,01B,20180035313,-,MATRICULADO
194,2019.2,01B,20190072830,-,MATRICULADO
195,2019.2,01B,20180135275,-,MATRICULADO
196,2019.2,03B,20190078637,-,MATRICULADO
197,2019.2,03B,20170032775,-,MATRICULADO
198,2019.2,03B,20190084984,-,MATRICULADO
199,2019.2,03B,20180146500,-,MATRICULADO
200,2019.2,03B,20190076338,-,MATRICULADO
201,2019.2,03B,20180043870,-,MATRICULADO
202,2019.2,03B,20190079456,-,MATRICULADO
203,2019.2,03B,20190075250,-,MATRICULADO
204,2019.2,03B,20180135730,-,MATRICULADO
205,2019.2,03B,20190078136,-,MATRICULADO
206,2019.2,03B,20180038057,-,MATRICULADO
207,2019.2,03B,20190083628,-,MATRICULADO
208,2019.2,03B,20190080054,-,MATRICULADO
209,2019.2,03B,20190078056,-,MATRICULADO
210,2019.2,03B,20190081445,-,MATRICULADO
211,2019.2,03B,20190079993,-,MATRICULADO
212,2019.2,03B,20190073499,-,MATRICULADO
213,2019.2,03B,20180041295,-,MATRICULADO
214,2019.2,03B,20190082569,-,MATRICULADO
215,2019.2,03B,20190075134,-,MATRICULADO
216,2019.2,03B,20190071251,-,MATRICULADO
217,2019.2,03B,20190132240,-,MATRICULADO
218,2019.2,03B,20190085023,-,MATRICULADO
219,2019.2,03B,20190075770,-,MATRICULADO
220,2019.2,03B,20190070530,-,MATRICULADO
221,2019.2,03B,20180128860,-,MATRICULADO
222,2019.2,03B,20190072956,-,MATRICULADO
223,2019.2,03B,20190070290,-,MATRICULADO
224,2019.2,03B,20190103604,-,MATRICULADO
225,2019.2,03B,20190080573,-,MATRICULADO
226,2019.2,05A,20180134886,-,MATRICULADO
227,2019.2,05A,20170138854,-,MATRICULADO
228,2019.2,05A,20180156847,-,MATRICULADO
229,2019.2,05A,20180110187,-,MATRICULADO
230,2019.2,05A,20180039493,-,MATRICULADO
231,2019.2,05A,20180042096,-,MATRICULADO
232,2019.2,05A,20190112461,-,MATRICULADO
233,2019.2,05A,20180030139,-,MATRICULADO
234,2019.2,05A,20190100685,-,MATRICULADO
235,2019.2,05A,20170138255,-,MATRICULADO
236,2019.2,05B,20170034395,-,MATRICULADO
237,2019.2,05B,20180135972,-,MATRICULADO
238,2019.2,05B,20180108106,-,MATRICULADO
239,2019.2,05B,20190093660,-,MATRICULADO
240,2019.2,05B,20180034933,-,MATRICULADO
241,2019.2,05B,20190084901,-,MATRICULADO
242,2019.2,05B,20190081848,-,MATRICULADO
243,2019.2,05B,20190135205,-,MATRICULADO
244,2019.2,05B,20190108941,-,MATRICULADO
245,2019.2,05B,20190081884,-,MATRICULADO
246,2019.2,05B,20180106166,-,MATRICULADO
247,2019.2,05B,20190084008,-,MATRICULADO
248,2019.2,05B,20180107682,-,MATRICULADO
249,2019.2,05B,20190114009,-,MATRICULADO
250,2019.2,05B,20190073873,-,MATRICULADO
251,2019.2,05B,20190080813,-,MATRICULADO
252,2019.2,05B,20180129760,-,MATRICULADO
253,2019.2,05B,20180108741,-,MATRICULADO
254,2019.2,05B,20190148965,-,MATRICULADO
255,2019.2,01A,20190077110,-,MATRICULADO
256,2019.2,01A,20180040930,-,MATRICULADO
257,2019.2,01A,20180127943,-,MATRICULADO
258,2019.2,01A,20190070657,-,MATRICULADO
259,2019.2,01A,20190072992,-,MATRICULADO
260,2019.2,01A,20190076839,-,MATRICULADO
261,2019.2,01A,20190107668,-,MATRICULADO
262,2019.2,01A,20190070110,-,MATRICULADO
263,2019.2,01A,20190071690,-,MATRICULADO
264,2019.2,01A,20190082460,-,MATRICULADO
265,2019.2,01A,20190076955,-,MATRICULADO
266,2019.2,01A,20190081801,-,MATRICULADO
267,2019.2,01A,20190082943,-,MATRICULADO
268,2019.2,01A,20190082228,-,MATRICULADO
269,2019.2,01A,20190069413,-,MATRICULADO
270,2019.2,01A,20190077077,-,MATRICULADO
271,2019.2,01A,20170138916,-,MATRICULADO
272,2019.2,01A,20190070218,-,MATRICULADO
273,2019.2,01A,20190075958,-,MATRICULADO
274,2019.2,01A,20190077710,-,MATRICULADO
275,2019.2,01A,20190075152,-,MATRICULADO
276,2019.2,01A,20190084160,-,MATRICULADO
277,2019.2,01A,20190078655,-,MATRICULADO
278,2019.2,01A,20190074932,-,MATRICULADO
279,2019.2,01A,20190074899,-,MATRICULADO
280,2019.2,01A,20190085140,-,MATRICULADO
281,2019.2,01A,20190081140,-,MATRICULADO
282,2019.2,01A,20190069119,-,MATRICULADO
283,2019.2,01A,20190069852,-,MATRICULADO
284,2019.2,01A,20190111043,-,MATRICULADO
285,2019.2,05D,20190080116,-,MATRICULADO
286,2019.2,05D,20170138710,-,MATRICULADO
287,2019.2,05D,20170045352,-,MATRICULADO
288,2019.2,05D,20180001440,-,MATRICULADO
289,2019.2,05D,20190072375,-,MATRICULADO
290,2019.2,05D,20160147724,-,MATRICULADO
291,2019.2,05D,20180146555,-,MATRICULADO
292,2019.2,05D,20190072796,-,MATRICULADO
293,2019.2,05D,20190075036,-,MATRICULADO
294,2019.2,03A,2016012150,-,MATRICULADO
295,2019.2,03A,20190080377,-,MATRICULADO
296,2019.2,03A,20190080617,-,MATRICULADO
297,2019.2,03A,20190080199,-,MATRICULADO
298,2019.2,03A,20190100308,-,MATRICULADO
299,2019.2,03A,20190073292,-,MATRICULADO
300,2019.2,03A,20180107127,-,MATRICULADO
301,2019.2,03A,20190081409,-,MATRICULADO
302,2019.2,03A,20190074834,-,MATRICULADO
303,2019.2,03A,20190075994,-,MATRICULADO
304,2019.2,03A,20190076033,-,MATRICULADO
305,2019.2,03A,20190075330,-,MATRICULADO
306,2019.2,03A,20190074852,-,MATRICULADO
307,2019.2,03A,20190075813,-,MATRICULADO
308,2019.2,03A,20190074692,-,MATRICULADO
309,2019.2,03A,20190077611,-,MATRICULADO
310,2019.2,03A,20190071270,-,MATRICULADO
311,2019.2,03A,20190077934,-,MATRICULADO
312,2019.2,03A,20190078190,-,MATRICULADO
313,2019.2,03A,20190074315,-,MATRICULADO
314,2019.2,03A,20190077818,-,MATRICULADO
315,2019.2,03A,20190074870,-,MATRICULADO
316,2019.2,03A,20190077836,-,MATRICULADO
317,2019.2,03A,20190074155,-,MATRICULADO
318,2019.2,03A,20190073891,-,MATRICULADO
319,2019.2,03A,20190080555,-,MATRICULADO
320,2019.2,03A,20190082424,-,MATRICULADO
321,2019.2,03A,20190075635,-,MATRICULADO
322,2019.2,03A,20190073579,-,MATRICULADO
323,2019.2,03A,20190075493,-,MATRICULADO
324,2019.2,02C,20180109589,-,MATRICULADO
325,2019.2,02C,20190079859,-,MATRICULADO
326,2019.2,02C,20190082068,-,MATRICULADO
327,2019.2,02C,20180044170,-,MATRICULADO
328,2019.2,02C,20180135201,-,MATRICULADO
329,2019.2,02C,20180033954,-,MATRICULADO
330,2019.2,02C,20190076857,-,MATRICULADO
331,2019.2,02C,20190069217,-,MATRICULADO
332,2019.2,02C,20190069235,-,MATRICULADO
333,2019.2,02C,20190082700,-,MATRICULADO
334,2019.2,02A,20190069772,-,MATRICULADO
335,2019.2,02A,20190071091,-,MATRICULADO
336,2019.2,02A,20190132947,-,MATRICULADO
337,2019.2,02A,20190080134,-,MATRICULADO
338,2019.2,02A,20190074772,-,MATRICULADO
339,2019.2,02A,20190073176,-,MATRICULADO
340,2019.2,02A,20190070479,-,MATRICULADO
341,2019.2,02A,20190077193,-,MATRICULADO
342,2019.2,02A,20190133882,-,MATRICULADO
343,2019.2,02A,20190077415,-,MATRICULADO
344,2019.2,02A,20190069870,-,MATRICULADO
345,2019.2,02A,20190080911,-,MATRICULADO
346,2019.2,02A,20190076015,-,MATRICULADO
347,2019.2,02A,20190076454,-,MATRICULADO
348,2019.2,02A,20190083225,-,MATRICULADO
349,2019.2,02A,20190070352,-,MATRICULADO
350,2019.2,02A,20190079652,-,MATRICULADO
351,2019.2,02A,20190078978,-,MATRICULADO
352,2019.2,02A,20190080930,-,MATRICULADO
353,2019.2,02A,20190073990,-,MATRICULADO
354,2019.2,02A,20190071494,-,MATRICULADO
355,2019.2,02A,20190072114,-,MATRICULADO
356,2019.2,02A,20190071770,-,MATRICULADO
357,2019.2,02A,20190081187,-,MATRICULADO
358,2019.2,02A,20190078619,-,MATRICULADO
359,2019.2,02A,20190134520,-,MATRICULADO
360,2019.2,02A,20190076196,-,MATRICULADO
361,2019.2,02A,20190082003,-,MATRICULADO
362,2019.2,02A,20190070272,-,MATRICULADO
363,2019.2,02A,20190074093,-,MATRICULADO
364,2019.2,04C,20190082881,-,MATRICULADO
365,2019.2,04C,20190072132,-,MATRICULADO
366,2019.2,04C,20180039798,-,MATRICULADO
367,2019.2,04C,20190077890,-,MATRICULADO
368,2019.2,04C,20170116300,-,MATRICULADO
369,2019.2,04C,20190081703,-,MATRICULADO
370,2019.2,04C,20190082200,-,MATRICULADO
371,2019.2,04C,20190078118,-,MATRICULADO
372,2019.2,04C,20180148148,-,MATRICULADO
373,2019.2,04C,20190003805,-,MATRICULADO
374,2019.2,04C,20190084142,-,MATRICULADO
375,2019.2,04C,20190099904,-,MATRICULADO
376,2019.2,04C,20190074137,-,MATRICULADO
377,2019.2,04C,20190080297,-,MATRICULADO
378,2019.2,04C,20180041310,-,MATRICULADO
379,2019.2,04C,20170037477,-,MATRICULADO
380,2019.2,04C,20180041455,-,MATRICULADO
381,2019.2,04C,20190081525,-,MATRICULADO
382,2019.2,04C,20170114861,-,MATRICULADO
383,2019.2,04C,20190076113,-,MATRICULADO
384,2019.2,04C,20190069173,-,MATRICULADO
385,2019.2,04C,20170031259,-,MATRICULADO
386,2019.2,01D,20190073318,-,MATRICULADO
387,2019.2,01D,20180031350,-,MATRICULADO
388,2019.2,01D,20190003609,-,MATRICULADO
389,2019.2,01D,20180106765,-,MATRICULADO
390,2019.2,01D,20190072633,-,MATRICULADO
391,2019.2,01D,20180040430,-,MATRICULADO
392,2019.2,01D,20180030578,-,MATRICULADO
393,2019.2,01D,20180107065,-,MATRICULADO
394,2019.2,01D,20190070639,-,MATRICULADO
395,2019.2,01D,20170137991,-,MATRICULADO
396,2019.2,01D,20180135669,-,MATRICULADO
397,2019.2,01D,2016010870,-,MATRICULADO
398,2019.2,01D,20180135121,-,MATRICULADO
399,2019.2,01D,20190070094,-,MATRICULADO
400,2019.2,01C,20170115724,-,MATRICULADO
401,2019.2,01C,20190080878,-,MATRICULADO
402,2019.2,01C,20190111900,-,MATRICULADO
403,2019.2,01C,20190069594,-,MATRICULADO
404,2019.2,01C,20180042990,-,MATRICULADO
405,2019.2,01C,20190080018,-,MATRICULADO
406,2019.2,01C,20190104826,-,MATRICULADO
407,2019.2,01C,20180135097,-,MATRICULADO
408,2019.2,01C,20180135032,-,MATRICULADO
409,2019.2,01C,20190082021,-,MATRICULADO
410,2019.2,01C,20190082907,-,MATRICULADO
411,2019.2,01C,20190078950,-,MATRICULADO
412,2019.2,01C,20190083987,-,MATRICULADO
413,2019.2,01C,20190076392,-,MATRICULADO
414,2019.2,01C,20190071636,-,MATRICULADO
415,2019.2,01C,20190082344,-,MATRICULADO
416,2019.2,01C,20190070399,-,MATRICULADO
417,2019.2,01C,20190069496,-,MATRICULADO
418,2019.2,01C,20190081220,-,MATRICULADO
419,2019.2,02B,20180135696,-,MATRICULADO
420,2019.2,02B,20190071734,-,MATRICULADO
421,2019.2,02B,20180136399,-,MATRICULADO
422,2019.2,02B,20180039072,-,MATRICULADO
423,2019.2,02B,20190077738,-,MATRICULADO
424,2019.2,02B,20190081267,-,MATRICULADO
425,2019.2,02B,20190078154,-,MATRICULADO
426,2019.2,02B,20180135444,-,MATRICULADO
427,2019.2,02B,20190079250,-,MATRICULADO
428,2019.2,02B,20190074914,-,MATRICULADO
429,2019.2,02B,20180040313,-,MATRICULADO
430,2019.2,02B,20190075831,-,MATRICULADO
431,2019.2,02B,20180032115,-,MATRICULADO
432,2019.2,02B,20190079670,-,MATRICULADO
433,2019.2,02B,20190079699,-,MATRICULADO
434,2019.2,02B,20180105721,-,MATRICULADO
435,2019.2,02B,20190079198,-,MATRICULADO
436,2019.2,02B,20190070156,-,MATRICULADO
437,2019.2,02B,20190082406,-,MATRICULADO
438,2019.2,02B,20180146401,-,MATRICULADO
439,2019.2,02D,20190073354,-,MATRICULADO
440,2019.2,02D,20190076294,-,MATRICULADO
441,2019.2,02D,20190069979,-,MATRICULADO
442,2019.2,02D,20190105485,-,MATRICULADO
443,2019.2,02D,20180040233,-,MATRICULADO
444,2019.2,02D,20190078851,-,MATRICULADO
445,2019.2,02D,20190071850,-,MATRICULADO
446,2019.2,02D,20190073050,-,MATRICULADO
447,2019.2,02D,20190081169,-,MATRICULADO
448,2019.2,02D,20170037010,-,MATRICULADO
