,matricula,situacao,ano,turma
66,20170117961,APROVADO,2018.1,01B
67,20170035810,APROVADO,2018.1,01B
68,20170042510,APROVADO POR NOTA,2018.1,01B
69,20170114843,APROVADO,2018.1,01B
70,20170118000,APROVADO,2018.1,01B
71,2015018515,REPROVADO POR MÉDIA E POR FALTAS,2018.1,01B
72,20170137982,REPROVADO,2018.1,05B
73,20170011102,APROVADO,2018.1,05B
74,20170116964,APROVADO,2018.1,05B
75,20170038250,APROVADO POR NOTA,2018.1,05B
76,20170118207,REPROVADO,2018.1,05B
77,20160143609,REPROVADO,2018.1,05B
78,20170117522,APROVADO,2018.1,05B
79,20170138980,APROVADO,2018.1,05B
80,20170178804,APROVADO,2018.1,05B
81,20170115223,REPROVADO,2018.1,05B
82,20170117569,REPROVADO,2018.1,05B
83,2016013077,APROVADO POR NOTA,2018.1,05B
84,20170183368,REPROVADO,2018.1,05B
85,20170138415,APROVADO,2018.1,05B
86,20170030912,APROVADO POR NOTA,2018.1,05B
87,20170037655,APROVADO,2018.1,05B
88,20170117326,APROVADO,2018.1,05B
89,20160142835,APROVADO POR NOTA,2018.1,05B
90,20170115840,REPROVADO,2018.1,05B
91,20170138246,APROVADO,2018.1,05B
92,20150126865,APROVADO POR NOTA,2018.1,05B
93,20170039598,APROVADO POR NOTA,2018.1,05B
94,20170138344,APROVADO,2018.1,05B
95,20170118440,REPROVADO,2018.1,05B
96,20170033413,REPROVADO,2018.1,05B
97,20170100857,REPROVADO,2018.1,05B
98,20170038779,APROVADO POR NOTA,2018.1,05B
99,20170040777,REPROVADO,2018.1,05B
100,20170148716,REPROVADO,2018.1,05B
101,20180008011,APROVADO,2018.1,05B
102,20150122570,APROVADO,2018.1,04C
103,20160158192,APROVADO POR NOTA,2018.1,04C
104,20170116383,APROVADO POR NOTA,2018.1,04C
105,20170035276,APROVADO POR NOTA,2018.1,04C
106,20170031670,APROVADO POR NOTA,2018.1,04C
107,20170133811,REPROVADO,2018.1,04C
108,20170041872,APROVADO POR NOTA,2018.1,04C
109,20170133698,REPROVADO,2018.1,04C
110,2015013090,REPROVADO,2018.1,04C
111,2015094894,REPROVADO,2018.1,04C
112,20160158423,APROVADO POR NOTA,2018.1,04C
113,20160109044,APROVADO POR NOTA,2018.1,04C
114,20170045352,REPROVADO,2018.1,04C
115,2015093510,APROVADO POR NOTA,2018.1,04C
116,20160109062,REPROVADO,2018.1,04C
117,20170138881,APROVADO POR NOTA,2018.1,04C
118,20160142020,APROVADO,2018.1,04C
119,2016092007,REPROVADO,2018.1,04C
120,20160154139,REPROVADO,2018.1,04C
121,20170041433,REPROVADO,2018.1,04C
122,2014096268,REPROVADO,2018.1,04C
123,20170148242,REPROVADO,2018.1,04C
124,20160146235,APROVADO POR NOTA,2018.1,05D
125,20170037190,REPROVADO,2018.1,05D
126,20170139234,REPROVADO,2018.1,05D
127,20160158530,REPROVADO,2018.1,05D
128,20170043975,REPROVADO,2018.1,05D
129,2016019197,REPROVADO,2018.1,05D
130,20170039079,APROVADO POR NOTA,2018.1,05D
131,20170137650,APROVADO,2018.1,05D
132,2014096375,APROVADO POR NOTA,2018.1,05D
133,20170139323,REPROVADO,2018.1,05D
134,20170102154,REPROVADO,2018.1,05D
135,2015002408,REPROVADO,2018.1,05D
136,2016018814,REPROVADO,2018.1,05D
137,20170138756,APROVADO POR NOTA,2018.1,05D
138,2016020090,APROVADO,2018.1,05D
139,20170041110,REPROVADO,2018.1,05D
140,20170101470,APROVADO,2018.1,05D
141,20170032499,APROVADO,2018.1,05D
142,2015082169,REPROVADO,2018.1,05D
143,20170035712,APROVADO POR NOTA,2018.1,05D
144,20170116104,APROVADO,2018.1,05D
145,2016021856,APROVADO POR NOTA,2018.1,05D
146,20170034297,APROVADO,2018.1,05D
147,20170116220,REPROVADO,2018.1,05D
148,20170040991,APROVADO POR NOTA,2018.1,05D
149,2012927879,REPROVADO,2018.1,05D
150,20170118127,APROVADO POR NOTA,2018.1,05D
151,20170044936,APROVADO,2018.1,05D
152,20170037771,APROVADO POR NOTA,2018.1,05D
153,20170182997,APROVADO POR NOTA,2018.1,02C
154,20170043518,APROVADO,2018.1,02C
155,20170037870,APROVADO,2018.1,02C
156,20170118421,REPROVADO,2018.1,02C
157,20170183134,APROVADO POR NOTA,2018.1,02C
158,20170183170,APROVADO POR NOTA,2018.1,02C
159,20170033075,REPROVADO,2018.1,02C
160,20170117620,APROVADO,2018.1,02C
161,20170183205,APROVADO,2018.1,02C
162,20170115484,APROVADO POR NOTA,2018.1,02C
163,20170138003,APROVADO POR NOTA,2018.1,02C
164,20170147361,APROVADO POR NOTA,2018.1,02C
165,20170183027,REPROVADO,2018.1,02C
166,20160142620,REPROVADO POR MÉDIA E POR FALTAS,2018.1,02C
167,20170039319,REPROVADO,2018.1,02C
168,20170117380,APROVADO,2018.1,02C
169,20170138442,REPROVADO,2018.1,02C
170,20170042299,APROVADO POR NOTA,2018.1,02C
171,20170039918,APROVADO,2018.1,02C
172,20170118243,REPROVADO,2018.1,02C
173,20180031913,APROVADO,2018.1,02C
174,20170138550,REPROVADO,2018.1,03A
175,20170032532,APROVADO,2018.1,03A
176,20170036175,REPROVADO,2018.1,03A
177,20170045290,APROVADO,2018.1,03A
178,20170118280,APROVADO POR NOTA,2018.1,03A
179,20170033656,REPROVADO,2018.1,03A
180,20170036059,REPROVADO,2018.1,03A
181,20170034850,REPROVADO POR MÉDIA E POR FALTAS,2018.1,03A
182,20170118047,REPROVADO,2018.1,03A
183,20170138200,APROVADO,2018.1,03A
184,20170037056,REPROVADO,2018.1,03A
185,20170038732,APROVADO,2018.1,03A
186,20160142684,APROVADO POR NOTA,2018.1,03A
187,2016098440,REPROVADO POR MÉDIA E POR FALTAS,2018.1,03A
188,20170137973,REPROVADO POR MÉDIA E POR FALTAS,2018.1,03A
189,20170034537,APROVADO POR NOTA,2018.1,03A
190,20170147290,APROVADO POR NOTA,2018.1,03A
191,20170039112,APROVADO,2018.1,03A
192,20170115081,APROVADO,2018.1,03A
193,20160142521,REPROVADO POR MÉDIA E POR FALTAS,2018.1,03A
194,20170031357,APROVADO POR NOTA,2018.1,03A
195,20150126631,APROVADO POR NOTA,2018.1,03A
196,2015010295,REPROVADO POR MÉDIA E POR FALTAS,2018.1,03A
197,2016097424,REPROVADO,2018.1,02B
198,2016018995,APROVADO,2018.1,02B
199,20170118360,APROVADO,2018.1,02B
200,20180088012,REPROVADO POR MÉDIA E POR FALTAS,2018.1,02B
201,20170043812,APROVADO POR NOTA,2018.1,02B
202,2015011210,APROVADO,2018.1,02B
203,20160146191,APROVADO POR NOTA,2018.1,02B
204,20170138498,APROVADO,2018.1,04B
205,20170137900,APROVADO,2018.1,04B
206,20170139305,APROVADO POR NOTA,2018.1,04B
207,2016017719,APROVADO POR NOTA,2018.1,04B
208,20170032579,APROVADO,2018.1,04B
209,20170138282,APROVADO POR NOTA,2018.1,04B
210,20170147263,REPROVADO,2018.1,04B
211,20170138120,REPROVADO,2018.1,04B
212,20170115822,APROVADO POR NOTA,2018.1,04B
213,20170042851,APROVADO,2018.1,04B
214,20170117264,APROVADO,2018.1,04B
215,20170139486,APROVADO POR NOTA,2018.1,04B
216,2015012692,REPROVADO,2018.1,04B
217,20170115500,REPROVADO,2018.1,04B
218,20170137703,REPROVADO,2018.1,04B
219,2013091285,REPROVADO,2018.1,04B
220,20170116703,APROVADO POR NOTA,2018.1,04B
221,20170117943,APROVADO,2018.1,04B
222,20160107980,APROVADO POR NOTA,2018.1,04B
223,20160132409,REPROVADO,2018.1,04B
224,20160143251,APROVADO POR NOTA,2018.1,04B
225,20180039493,REPROVADO,2018.1,04B
226,2016021570,REPROVADO,2018.1,04B
227,20170137697,APROVADO POR NOTA,2018.1,04B
228,20160143369,REPROVADO,2018.1,04B
229,20150126936,REPROVADO,2018.1,04B
230,2015093654,REPROVADO,2018.1,04B
231,20180037452,APROVADO,2018.1,04B
232,2016010119,REPROVADO,2018.1,04B
233,20170041738,REPROVADO,2018.1,04B
234,20170116982,APROVADO POR NOTA,2018.1,01A
235,20170045138,APROVADO,2018.1,01A
236,20170040356,REPROVADO,2018.1,01A
237,20170183223,APROVADO POR NOTA,2018.1,01A
238,20170116122,APROVADO POR NOTA,2018.1,01A
239,20170106476,APROVADO,2018.1,01A
240,20170038017,APROVADO,2018.1,01A
241,20150126130,APROVADO,2018.1,01A
242,20170183161,APROVADO POR NOTA,2018.1,01A
243,20170138406,APROVADO,2018.1,01A
244,20170031016,APROVADO POR NOTA,2018.1,01A
245,2016053573,REPROVADO,2018.1,01A
246,2015011775,REPROVADO POR MÉDIA E POR FALTAS,2018.1,01A
247,20170032336,REPROVADO,2018.1,01A
248,20170038410,APROVADO POR NOTA,2018.1,01A
249,20170036792,REPROVADO,2018.1,01A
250,20170137759,APROVADO POR NOTA,2018.1,01A
251,20170041531,APROVADO POR NOTA,2018.1,01A
252,20170147325,REPROVADO,2018.1,01A
253,20170037332,APROVADO POR NOTA,2018.1,01A
254,20160108904,APROVADO,2018.1,01A
255,20170138961,REPROVADO,2018.1,05A
256,20170033979,REPROVADO,2018.1,05A
257,20170139510,REPROVADO,2018.1,05A
258,20170139501,REPROVADO,2018.1,05A
259,20160146370,APROVADO POR NOTA,2018.1,05A
260,20170038492,APROVADO,2018.1,05A
261,20170183330,APROVADO,2018.1,05A
262,20170117685,APROVADO POR NOTA,2018.1,05A
263,20170139000,REPROVADO,2018.1,05A
264,20170031230,APROVADO POR NOTA,2018.1,05A
265,20170045414,REPROVADO,2018.1,05A
266,20170036273,APROVADO,2018.1,05A
267,20170139548,APROVADO POR NOTA,2018.1,05A
268,20160142942,APROVADO POR NOTA,2018.1,05A
269,20170138943,REPROVADO,2018.1,05A
270,20170115644,REPROVADO,2018.1,05A
271,20170037379,REPROVADO,2018.1,05A
272,20170138907,APROVADO POR NOTA,2018.1,05A
273,20170139539,APROVADO,2018.1,05A
274,20170116463,REPROVADO,2018.1,05A
275,20170114520,APROVADO,2018.1,05A
276,20170115869,REPROVADO,2018.1,05A
277,20170116060,REPROVADO,2018.1,05A
278,20170139207,APROVADO POR NOTA,2018.1,05A
279,20170118655,APROVADO POR NOTA,2018.1,05A
280,20170042190,APROVADO,2018.1,05A
281,20170138934,APROVADO POR NOTA,2018.1,05A
282,20170036550,APROVADO POR NOTA,2018.1,05A
283,20170139216,APROVADO,2018.1,05A
284,20170139495,REPROVADO,2018.1,05A
285,20170116900,REPROVADO,2018.1,05A
286,20170139243,REPROVADO,2018.1,05A
287,20160143663,REPROVADO,2018.1,05A
288,20170036999,REPROVADO,2018.1,05A
289,20170114941,APROVADO,2018.1,01C
290,20170118341,REPROVADO,2018.1,01C
291,20170183072,APROVADO,2018.1,01C
292,20170147316,APROVADO POR NOTA,2018.1,01C
293,20170097896,APROVADO,2018.1,01C
294,20170033370,APROVADO,2018.1,01C
295,20170034958,REPROVADO,2018.1,01C
296,20160141847,APROVADO POR NOTA,2018.1,01C
297,20160002781,REPROVADO,2018.1,01C
298,20170138068,REPROVADO,2018.1,01C
299,20170116187,REPROVADO,2018.1,01C
300,20170138504,APROVADO POR NOTA,2018.1,01C
301,2016015017,APROVADO,2018.1,01C
302,20170032318,APROVADO POR NOTA,2018.1,01C
303,20170117308,REPROVADO,2018.1,01C
304,20170116409,APROVADO,2018.1,01C
305,20170117068,APROVADO POR NOTA,2018.1,01C
306,20170116884,APROVADO POR NOTA,2018.1,01C
307,20170117148,APROVADO POR NOTA,2018.1,01C
308,20170030897,APROVADO,2018.1,01C
309,20170118029,REPROVADO,2018.1,01C
310,20170137801,APROVADO POR NOTA,2018.1,01C
311,20170132467,REPROVADO,2018.1,01C
312,20170115902,APROVADO POR NOTA,2018.1,01C
313,20170100211,REPROVADO POR MÉDIA E POR FALTAS,2018.1,03D
314,20170138308,REPROVADO POR MÉDIA E POR FALTAS,2018.1,03D
315,20170137795,REPROVADO,2018.1,03D
316,20170039551,REPROVADO,2018.1,03D
317,20170095013,APROVADO POR NOTA,2018.1,03D
318,20170036756,APROVADO,2018.1,03D
319,20170044417,APROVADO,2018.1,03D
320,2016098708,APROVADO,2018.1,03D
321,2016090620,REPROVADO,2018.1,03D
322,20170117980,REPROVADO POR MÉDIA E POR FALTAS,2018.1,03D
323,20170149731,APROVADO,2018.1,03B
324,2014089272,REPROVADO POR MÉDIA E POR FALTAS,2018.1,03B
325,20170114880,APROVADO POR NOTA,2018.1,03B
326,20170032390,APROVADO,2018.1,03B
327,20170139145,REPROVADO,2018.1,03B
328,20170098454,APROVADO,2018.1,03B
329,20160146208,REPROVADO POR MÉDIA E POR FALTAS,2018.1,03B
330,2016016391,REPROVADO POR MÉDIA E POR FALTAS,2018.1,03B
331,20170032819,REPROVADO,2018.1,03B
332,20170138291,REPROVADO,2018.1,03B
333,20170032891,APROVADO,2018.1,03B
334,20170116801,APROVADO,2018.1,03B
335,20170038590,APROVADO,2018.1,03B
336,20170118619,REPROVADO POR MÉDIA E POR FALTAS,2018.1,03B
337,20160106580,APROVADO POR NOTA,2018.1,03B
338,20170116300,REPROVADO POR NOTA,2018.1,03B
339,20170040839,REPROVADO,2018.1,02A
340,20170043296,APROVADO POR NOTA,2018.1,02A
341,20170038957,REPROVADO,2018.1,02A
342,20170039678,APROVADO,2018.1,02A
343,20170116641,APROVADO,2018.1,02A
344,20170032210,APROVADO POR NOTA,2018.1,02A
345,20170135057,REPROVADO POR MÉDIA E POR FALTAS,2018.1,02A
346,20180007785,APROVADO,2018.1,02A
347,20160130880,APROVADO,2018.1,02A
348,20170042056,REPROVADO,2018.1,02A
349,2016094923,REPROVADO,2018.1,01D
350,20170147414,REPROVADO,2018.1,01D
351,20170183036,REPROVADO,2018.1,01D
352,20170040534,APROVADO POR NOTA,2018.1,01D
353,20170149535,APROVADO,2018.1,01D
354,20170147512,REPROVADO,2018.1,01D
355,20160141749,APROVADO POR NOTA,2018.1,01D
356,20170147272,APROVADO,2018.1,01D
357,20170147352,APROVADO POR NOTA,2018.1,01D
358,20170040276,REPROVADO POR MÉDIA E POR FALTAS,2018.1,01D
359,20170183199,APROVADO POR NOTA,2018.1,01D
360,20170037010,REPROVADO,2018.1,01D
361,2014074420,REPROVADO POR MÉDIA E POR FALTAS,2018.1,01D
362,20170117489,APROVADO POR NOTA,2018.1,01D
363,20170042790,REPROVADO POR MÉDIA E POR FALTAS,2018.1,01D
364,20170033834,APROVADO,2018.1,01D
365,20170137928,APROVADO POR NOTA,2018.1,01D
366,20170042753,APROVADO POR NOTA,2018.1,01D
367,20170118083,APROVADO,2018.1,01D
368,20170039014,APROVADO POR NOTA,2018.1,01D
369,20170034377,APROVADO,2018.1,01D
370,20170115742,REPROVADO POR MÉDIA E POR FALTAS,2018.1,01D
371,2014096080,REPROVADO,2018.1,04D
372,2015095695,REPROVADO,2018.1,04D
373,20170139270,REPROVADO POR NOTA,2018.1,04D
374,20170037691,APROVADO POR NOTA,2018.1,04D
375,20170116006,APROVADO,2018.1,04D
376,20170044533,REPROVADO,2018.1,04D
377,2015095416,REPROVADO,2018.1,04D
378,20170031910,APROVADO,2018.1,04D
379,20160143260,REPROVADO,2018.1,04D
380,20170147370,REPROVADO,2018.1,04D
381,20170035015,REPROVADO,2018.1,04D
382,2016012810,APROVADO,2018.1,04D
383,20170117460,APROVADO,2018.1,04D
384,20170116580,REPROVADO,2018.1,04D
385,20170139566,REPROVADO,2018.1,04D
386,20170118109,REPROVADO,2018.1,04A
387,20160106866,APROVADO POR NOTA,2018.1,04A
388,20150127110,APROVADO POR NOTA,2018.1,04A
389,20170116820,APROVADO POR NOTA,2018.1,04A
390,20150139550,APROVADO POR NOTA,2018.1,04A
391,20160107783,APROVADO POR NOTA,2018.1,04A
392,2016019259,REPROVADO,2018.1,04A
393,20170032677,APROVADO,2018.1,04A
394,20160142085,APROVADO POR NOTA,2018.1,04A
395,20160132220,REPROVADO,2018.1,04A
396,20170044210,APROVADO POR NOTA,2018.1,04A
397,20170147441,APROVADO POR NOTA,2018.1,04A
398,20170138774,APROVADO,2018.1,04A
399,2015007932,APROVADO POR NOTA,2018.1,04A
400,20170183241,REPROVADO,2018.1,04A
401,20170138219,REPROVADO,2018.1,04A
402,20170138273,REPROVADO,2018.1,04A
403,20170139575,APROVADO POR NOTA,2018.1,04A
404,20170117120,APROVADO,2018.1,04A
405,20170115724,REPROVADO,2018.1,04A
406,20170138952,APROVADO POR NOTA,2018.1,04A
407,20170115241,APROVADO,2018.1,04A
408,20170139083,REPROVADO,2018.1,04A
409,20160141990,REPROVADO,2018.1,04A
410,20170133277,REPROVADO,2018.1,04A
411,20170115804,APROVADO,2018.1,04A
412,2016016355,REPROVADO,2018.1,04A
413,20170034573,APROVADO,2018.1,04A
414,20170138059,APROVADO,2018.1,04A
415,20160108842,REPROVADO,2018.1,04A
416,20170115448,APROVADO,2018.1,04A
417,20170183143,REPROVADO POR MÉDIA E POR FALTAS,2018.1,03C
418,2016091369,APROVADO,2018.1,03C
419,20170031197,REPROVADO POR NOTA,2018.1,03C
420,20170031114,APROVADO,2018.1,03C
421,20170044650,APROVADO,2018.1,03C
422,20170114665,APROVADO POR NOTA,2018.1,03C
423,20170183288,APROVADO POR NOTA,2018.1,03C
424,20170114647,APROVADO,2018.1,03C
425,20160143814,REPROVADO POR MÉDIA E POR FALTAS,2018.1,03C
426,20170137866,APROVADO,2018.1,03C
427,20170138255,REPROVADO,2018.1,03C
