,titulo,idAluno,questoesFeitas,quantidade,NotaLista,ano,descricaoTurma,idTurma,matricula
35,Lista de Exercícios 1 - Expressões e variáveis,5991e6f10be9d42f2f68b985,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01D,598e15296d8650eb27d52ea4,20170034878
36,Lista de Exercícios 1 - Expressões e variáveis,5991e6f18907ca2f441cd3cc,6,15,40.0,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01D,598e15296d8650eb27d52ea4,20170044177
37,Lista de Exercícios 1 - Expressões e variáveis,5991e6f58907ca2f441cd3cd,6,15,40.0,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01D,598e15296d8650eb27d52ea4,20170034573
38,Lista de Exercícios 1 - Expressões e variáveis,5991e6f90be9d42f2f68b986,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01D,598e15296d8650eb27d52ea4,20170036219
39,Lista de Exercícios 1 - Expressões e variáveis,5991e7038907ca2f441cd3ce,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01D,598e15296d8650eb27d52ea4,20170031052
40,Lista de Exercícios 1 - Expressões e variáveis,5991e7088907ca2f441cd3cf,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01D,598e15296d8650eb27d52ea4,20170042092
41,Lista de Exercícios 1 - Expressões e variáveis,5991e708b3c8b42f3d5da487,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01C,598e15296d8650eb27d52e83,2014085219
41,Lista de Exercícios 1 - Expressões e variáveis,5991e708b3c8b42f3d5da487,5,15,33.333333333333336,2018.1,LÓGICA DE PROGRAMAÇÃO - Turma 02A,5acc1380ba70ee4089836fec,2014085219
42,Lista de Exercícios 1 - Expressões e variáveis,5991e71c3c13e92f349ee4fd,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01D,598e15296d8650eb27d52ea4,20170033496
43,Lista de Exercícios 1 - Expressões e variáveis,5991e7253c13e92f349ee4fe,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 02D,59a3ff30e1cd2047bee7da7b,20170034410
44,Lista de Exercícios 1 - Expressões e variáveis,5991e7683c13e92f349ee4ff,11,15,60.0,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01D,598e15296d8650eb27d52ea4,20170039810
45,Lista de Exercícios 1 - Expressões e variáveis,5991e7e40be9d42f2f68b987,2,15,13.333333333333334,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01D,598e15296d8650eb27d52ea4,20160108940
46,Lista de Exercícios 1 - Expressões e variáveis,5991e7fb8907ca2f441cd3d1,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 02D,59a3ff30e1cd2047bee7da7b,20170030977
47,Lista de Exercícios 1 - Expressões e variáveis,5991e8268907ca2f441cd3d2,3,15,20.0,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01C,598e15296d8650eb27d52e83,20160108261
48,Lista de Exercícios 1 - Expressões e variáveis,5991e83c8907ca2f441cd3d3,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01D,598e15296d8650eb27d52ea4,20170095579
49,Lista de Exercícios 1 - Expressões e variáveis,5991e8a50be9d42f2f68b988,11,15,73.33333333333333,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01D,598e15296d8650eb27d52ea4,20170035697
50,Lista de Exercícios 1 - Expressões e variáveis,5991e8bcb3c8b42f3d5da488,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01D,598e15296d8650eb27d52ea4,20170033235
51,Lista de Exercícios 1 - Expressões e variáveis,5991e8fb3c13e92f349ee500,6,15,40.0,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01D,598e15296d8650eb27d52ea4,20170032096
52,Lista de Exercícios 1 - Expressões e variáveis,5991ef07b3c8b42f3d5da4aa,3,15,20.0,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01D,598e15296d8650eb27d52ea4,20170034850
52,Lista de Exercícios 1 - Expressões e variáveis,5991ef07b3c8b42f3d5da4aa,3,15,20.0,2018.1,LÓGICA DE PROGRAMAÇÃO - Turma 03A,5ae078b65c7ccb1a0c9f6042,20170034850
53,Lista de Exercícios 1 - Expressões e variáveis,5999c669aa6c19020665d5f6,9,15,60.0,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01D,598e15296d8650eb27d52ea4,20170035777
54,Lista de Exercícios 1 - Expressões e variáveis,599b0504872c0a078b68b13f,11,15,73.33333333333333,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,598e15296d8650eb27d52e3d,20170043939
55,Lista de Exercícios 1 - Expressões e variáveis,599b050710b11c07650122e7,1,15,6.666666666666667,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,598e15296d8650eb27d52e3d,20170036513
56,Lista de Exercícios 1 - Expressões e variáveis,599b0509872c0a078b68b140,3,15,20.0,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,598e15296d8650eb27d52e3d,20170034555
57,Lista de Exercícios 1 - Expressões e variáveis,599b0513495fac076a06d3f4,1,15,6.666666666666667,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,598e15296d8650eb27d52e3d,20170109100
58,Lista de Exercícios 1 - Expressões e variáveis,599b051d495fac076a06d3f5,2,15,6.666666666666667,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,598e15296d8650eb27d52e3d,20170106538
59,Lista de Exercícios 1 - Expressões e variáveis,599b051f10b11c07650122e8,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,598e15296d8650eb27d52e3d,20170097214
60,Lista de Exercícios 1 - Expressões e variáveis,599b0522495fac076a06d3f6,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,598e15296d8650eb27d52e3d,20170039972
61,Lista de Exercícios 1 - Expressões e variáveis,599b053410b11c07650122e9,4,15,26.666666666666668,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,598e15296d8650eb27d52e3d,20170032274
62,Lista de Exercícios 1 - Expressões e variáveis,599b053e495fac076a06d3f7,3,15,20.0,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,598e15296d8650eb27d52e3d,20170036872
63,Lista de Exercícios 1 - Expressões e variáveis,599b0544495fac076a06d3f8,11,15,66.66666666666667,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,598e15296d8650eb27d52e3d,20170031698
64,Lista de Exercícios 1 - Expressões e variáveis,599b0544872c0a078b68b141,2,15,6.666666666666667,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01C,598e15296d8650eb27d52e83,20170042154
65,Lista de Exercícios 1 - Expressões e variáveis,599b0563d9b4c2079007acc9,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,598e15296d8650eb27d52e3d,20170031473
66,Lista de Exercícios 1 - Expressões e variáveis,599b05cbd9b4c2079007acca,2,15,13.333333333333334,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,598e15296d8650eb27d52e3d,20170033674
67,Lista de Exercícios 1 - Expressões e variáveis,599b0644d9b4c2079007accb,5,15,30.0,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,598e15296d8650eb27d52e3d,20170038797
68,Lista de Exercícios 1 - Expressões e variáveis,599b1d5f495fac076a06d47a,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01C,598e15296d8650eb27d52e83,20170030618
69,Lista de Exercícios 1 - Expressões e variáveis,599b1d9b10b11c0765012372,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01C,598e15296d8650eb27d52e83,20170030476
70,Lista de Exercícios 1 - Expressões e variáveis,599b1ef210b11c0765012374,1,15,6.666666666666667,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01C,598e15296d8650eb27d52e83,2015007950
71,Lista de Exercícios 1 - Expressões e variáveis,599b27a710b11c076501237b,4,15,20.0,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 02C,59a3ff27e1cd2047bee7da71,20170036059
71,Lista de Exercícios 1 - Expressões e variáveis,599b27a710b11c076501237b,4,15,20.0,2018.1,LÓGICA DE PROGRAMAÇÃO - Turma 03A,5ae078b65c7ccb1a0c9f6042,20170036059
71,Lista de Exercícios 1 - Expressões e variáveis,599b27a710b11c076501237b,4,15,20.0,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 02D,5ba9a020463cb731d4510d0e,20170036059
72,Lista de Exercícios 1 - Expressões e variáveis,59a427797d8d02468cbf3740,1,15,6.666666666666667,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01C,598e15296d8650eb27d52e83,20170038035
73,Lista de Exercícios 1 - Expressões e variáveis,59a44028488d4e3adff533a3,1,15,0.0,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01D,598e15296d8650eb27d52ea4,20170044097
74,Lista de Exercícios 1 - Expressões e variáveis,59a4411d3b5e2d46913d9aa4,3,15,20.0,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 02B,59a3ff1ee1cd2047bee7da61,2016090183
74,Lista de Exercícios 1 - Expressões e variáveis,59a4411d3b5e2d46913d9aa4,3,15,20.0,2018.1,LÓGICA DE PROGRAMAÇÃO - Turma 02D,5add873c651f043c5772314d,2016090183
75,Lista de Exercícios 1 - Expressões e variáveis,59a4411fd8f6c93e2366456e,11,15,73.33333333333333,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20170038993
76,Lista de Exercícios 1 - Expressões e variáveis,59a4412cd8f6c93e23664570,1,15,6.666666666666667,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 02B,59a3ff1ee1cd2047bee7da61,20170044373
77,Lista de Exercícios 1 - Expressões e variáveis,59a4469b7945f2466395b614,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,598e15296d8650eb27d52e3d,2015092933
78,Lista de Exercícios 1 - Expressões e variáveis,59a459843b5e2d46913d9bc8,1,15,6.666666666666667,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01D,598e15296d8650eb27d52ea4,20170095873
79,Lista de Exercícios 1 - Expressões e variáveis,59a45a767945f2466395b740,9,15,60.0,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01D,598e15296d8650eb27d52ea4,20170043035
80,Lista de Exercícios 1 - Expressões e variáveis,59a45e4b7945f2466395b760,9,15,53.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 02D,59a3ff30e1cd2047bee7da7b,20160143369
80,Lista de Exercícios 1 - Expressões e variáveis,59a45e4b7945f2466395b760,9,15,53.333333333333336,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,5b7b01fdb50b33674989816f,20160143369
81,Lista de Exercícios 1 - Expressões e variáveis,59a466624e04554853a55dac,4,15,26.666666666666668,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 02D,59a3ff30e1cd2047bee7da7b,20160146191
81,Lista de Exercícios 1 - Expressões e variáveis,59a466624e04554853a55dac,4,15,26.666666666666668,2018.1,LÓGICA DE PROGRAMAÇÃO - Turma 02B,5add8153651f043c57723142,20160146191
82,Lista de Exercícios 1 - Expressões e variáveis,59ad7dad1ec9d13cacb45d4f,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,598e15296d8650eb27d52e3d,20170095050
83,Lista de Exercícios 1 - Expressões e variáveis,59ad93041ec9d13cacb45e36,4,15,26.666666666666668,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 02C,59a3ff27e1cd2047bee7da71,20170031197
83,Lista de Exercícios 1 - Expressões e variáveis,59ad93041ec9d13cacb45e36,4,15,26.666666666666668,2018.1,LÓGICA DE PROGRAMAÇÃO - Turma 03C,5adffd8c59a2a54c937079ef,20170031197
83,Lista de Exercícios 1 - Expressões e variáveis,59ad93041ec9d13cacb45e36,4,15,26.666666666666668,2018.1,LÓGICA DE PROGRAMAÇÃO - Turma 03B,5ae079cd5c7ccb1a0c9f6043,20170031197
83,Lista de Exercícios 1 - Expressões e variáveis,59ad93041ec9d13cacb45e36,4,15,26.666666666666668,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 02A,5ba99055463cb731d4510cba,20170031197
84,Lista de Exercícios 1 - Expressões e variáveis,59b6b64e0cda1b142dc6ebe2,2,15,13.333333333333334,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 02D,59a3ff30e1cd2047bee7da7b,20150126130
84,Lista de Exercícios 1 - Expressões e variáveis,59b6b64e0cda1b142dc6ebe2,2,15,13.333333333333334,2018.1,LÓGICA DE PROGRAMAÇÃO - Turma 01A,5ace93e5651f040f4d666da7,20150126130
85,Lista de Exercícios 1 - Expressões e variáveis,59b6d05234414b1428a4f83b,2,15,13.333333333333334,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 02D,59a3ff30e1cd2047bee7da7b,20170099193
86,Lista de Exercícios 1 - Expressões e variáveis,59b6d56634414b1428a4f86c,5,15,13.333333333333334,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01D,598e15296d8650eb27d52ea4,2016014575
87,Lista de Exercícios 1 - Expressões e variáveis,59b91272570dda40b535c50d,3,15,6.666666666666667,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 02B,59a3ff1ee1cd2047bee7da61,2016012150
87,Lista de Exercícios 1 - Expressões e variáveis,59b91272570dda40b535c50d,3,15,6.666666666666667,2018.1,LÓGICA DE PROGRAMAÇÃO - Turma 02B,5add8153651f043c57723142,2016012150
87,Lista de Exercícios 1 - Expressões e variáveis,59b91272570dda40b535c50d,3,15,6.666666666666667,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 02B,5ba9947f463cb731d4510cda,2016012150
88,Lista de Exercícios 1 - Expressões e variáveis,59b912bb570dda40b535c50f,2,15,13.333333333333334,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 02B,59a3ff1ee1cd2047bee7da61,2016097424
88,Lista de Exercícios 1 - Expressões e variáveis,59b912bb570dda40b535c50f,2,15,13.333333333333334,2018.1,LÓGICA DE PROGRAMAÇÃO - Turma 02B,5add8153651f043c57723142,2016097424
88,Lista de Exercícios 1 - Expressões e variáveis,59b912bb570dda40b535c50f,2,15,13.333333333333334,2018.1,LÓGICA DE PROGRAMAÇÃO - Turma 02C,5add8502651f043c57723147,2016097424
89,Lista de Exercícios 1 - Expressões e variáveis,59b913456d479d4092d25dde,5,15,33.333333333333336,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 02C,59a3ff27e1cd2047bee7da71,20170030959
89,Lista de Exercícios 1 - Expressões e variáveis,59b913456d479d4092d25dde,5,15,33.333333333333336,2018.1,LÓGICA DE PROGRAMAÇÃO - Turma 02D,5add873c651f043c5772314d,20170030959
90,Lista de Exercícios 1 - Expressões e variáveis,59b91423164b97408dc0a1cc,4,15,26.666666666666668,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 02C,59a3ff27e1cd2047bee7da71,20170030995
90,Lista de Exercícios 1 - Expressões e variáveis,59b91423164b97408dc0a1cc,4,15,26.666666666666668,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,5b7b00efb50b33674989816a,20170030995
91,Lista de Exercícios 1 - Expressões e variáveis,59bf9b47e228af38d3ff3b6b,1,15,6.666666666666667,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01C,598e15296d8650eb27d52e83,20170038590
91,Lista de Exercícios 1 - Expressões e variáveis,59bf9b47e228af38d3ff3b6b,1,15,6.666666666666667,2018.1,LÓGICA DE PROGRAMAÇÃO - Turma 03B,5ae079cd5c7ccb1a0c9f6043,20170038590
92,Lista de Exercícios 1 - Expressões e variáveis,59bf9de5cc606e38ce5cf655,1,15,6.666666666666667,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01B,598e15296d8650eb27d52e5f,20160143251
93,Lista de Exercícios 1 - Expressões e variáveis,59bf9e790da65738ad6b3b3c,2,15,13.333333333333334,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01C,598e15296d8650eb27d52e83,20160141810
93,Lista de Exercícios 1 - Expressões e variáveis,59bf9e790da65738ad6b3b3c,2,15,13.333333333333334,2019.1,LÓGICA DE PROGRAMAÇÃO - Turma 01D,5ca4ca24b50b333d9c9163fb,20160141810
94,Lista de Exercícios 1 - Expressões e variáveis,59bf9ec8e228af38d3ff3ba2,9,15,60.0,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 01A,598e15296d8650eb27d52e3d,20170042314
95,Lista de Exercícios 1 - Expressões e variáveis,59c15b297dff4829e043cd6a,6,15,13.333333333333334,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,59c7cd0a2a9f7f114be24459,20160141847
95,Lista de Exercícios 1 - Expressões e variáveis,59c15b297dff4829e043cd6a,6,15,13.333333333333334,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,59c7cd0a2a9f7f114be2448e,20160141847
95,Lista de Exercícios 1 - Expressões e variáveis,59c15b297dff4829e043cd6a,6,15,13.333333333333334,2018.1,LÓGICA DE PROGRAMAÇÃO - Turma 01C,5ace8812651f040f4d666d9d,20160141847
96,Lista de Exercícios 1 - Expressões e variáveis,59c15b393a726429dba26632,6,15,40.0,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,59c7cd0a2a9f7f114be24474,20170034493
96,Lista de Exercícios 1 - Expressões e variáveis,59c15b393a726429dba26632,6,15,40.0,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 02D,5ba9a020463cb731d4510d0e,20170034493
97,Lista de Exercícios 1 - Expressões e variáveis,59c15b3c7dff4829e043cd6b,10,15,66.66666666666667,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,59c7cd0a2a9f7f114be24459,20170035516
98,Lista de Exercícios 1 - Expressões e variáveis,59c15b413a726429dba26634,8,15,40.0,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,59c7cd0a2a9f7f114be24459,20170038358
99,Lista de Exercícios 1 - Expressões e variáveis,59c15b477dff4829e043cd6d,1,15,6.666666666666667,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,59c7cd0a2a9f7f114be24459,20170033816
100,Lista de Exercícios 1 - Expressões e variáveis,59c15b4f3a726429dba26635,5,15,25.0,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,59c7cd0a2a9f7f114be24474,2016020670
100,Lista de Exercícios 1 - Expressões e variáveis,59c15b4f3a726429dba26635,5,15,25.0,2018.1,LÓGICA DE PROGRAMAÇÃO - Turma 02D,5add873c651f043c5772314d,2016020670
100,Lista de Exercícios 1 - Expressões e variáveis,59c15b4f3a726429dba26635,5,15,25.0,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 03C,5b7b01fdb50b33674989816f,2016020670
101,Lista de Exercícios 1 - Expressões e variáveis,59c15b8a3a726429dba26637,1,15,6.666666666666667,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,59c7cd0a2a9f7f114be24459,20170033932
102,Lista de Exercícios 1 - Expressões e variáveis,59c15b952ef67a29b8d12de3,4,15,0.0,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 03A,59c7cd0a2a9f7f114be24459,20160107148
102,Lista de Exercícios 1 - Expressões e variáveis,59c15b952ef67a29b8d12de3,4,15,0.0,2018.2,LÓGICA DE PROGRAMAÇÃO - Turma 02B,5ba9947f463cb731d4510cda,20160107148
103,Lista de Exercícios 1 - Expressões e variáveis,59c15ba03a726429dba26638,3,15,20.0,2017.2,LÓGICA DE PROGRAMAÇÃO - Turma 03B,59c7cd0a2a9f7f114be24474,20170039435
