,ano,turma,matricula,nota,situacao
129,2017.2,01C,2015092352,0.0,REPROVADO
130,2017.2,01C,20170038035,7.3,APROVADO
131,2017.2,01C,20170034994,9.9,APROVADO
132,2017.2,01C,20170036012,0.0,REPROVADO
133,2017.2,01C,20170038590,1.1,REPROVADO
134,2017.2,01C,20160108261,6.8,APROVADO POR NOTA
135,2017.2,01C,2014085219,2.7,REPROVADO
136,2017.2,01C,2016017110,6.1,APROVADO POR NOTA
137,2017.2,05C,2016017497,7.1,APROVADO
138,2017.2,05C,2016022290,0.0,REPROVADO
139,2017.2,05C,20150127110,4.6,REPROVADO
140,2017.2,05C,20170041970,8.4,APROVADO
141,2017.2,05C,20160146342,0.3,REPROVADO
142,2017.2,05C,2016091968,5.0,APROVADO POR NOTA
143,2017.2,05C,2016021373,0.0,REPROVADO
144,2017.2,05C,20150126239,0.0,REPROVADO
145,2017.2,05C,20160142020,1.0,REPROVADO
146,2017.2,05C,2016099886,7.2,APROVADO
147,2017.2,05C,20160158488,5.7,APROVADO POR NOTA
148,2017.2,05C,20160142639,3.0,REPROVADO
149,2017.2,05C,20170041433,0.2,REPROVADO
150,2017.2,05C,20160142399,5.6,APROVADO POR NOTA
151,2017.2,05C,20170043151,0.3,REPROVADO
152,2017.2,05C,20160106946,4.8,REPROVADO
153,2017.2,05C,20160143171,4.2,REPROVADO
154,2017.2,05C,20160159224,0.0,REPROVADO
155,2017.2,05C,2016022559,0.0,REPROVADO
156,2017.2,05C,20170039838,0.7,REPROVADO
157,2017.2,05C,20160107120,2.2,REPROVADO
158,2017.2,05C,20160158423,2.2,REPROVADO
159,2017.2,05C,20170100857,0.0,REPROVADO
160,2017.2,05C,20160141865,0.5,REPROVADO
161,2017.2,05D,20170040893,5.0,APROVADO POR NOTA
162,2017.2,05D,20170045254,7.0,APROVADO
163,2017.2,05D,20160146370,5.0,REPROVADO POR NOTA
164,2017.2,05D,2016021515,8.0,APROVADO
165,2017.2,05D,20170035098,6.5,APROVADO POR NOTA
166,2017.2,05D,20160142746,5.8,APROVADO POR NOTA
167,2017.2,05D,2016018313,5.3,APROVADO POR NOTA
168,2017.2,05D,20150127094,5.8,APROVADO POR NOTA
169,2017.2,05D,20170031992,8.2,APROVADO
170,2017.2,05D,20170044195,5.7,APROVADO POR NOTA
171,2017.2,05D,20160146450,0.0,REPROVADO
172,2017.2,05D,20170040015,7.4,APROVADO
173,2017.2,05D,2016016570,4.6,REPROVADO
174,2017.2,05D,20160108762,2.7,REPROVADO
175,2017.2,05D,20170035033,7.4,APROVADO
176,2017.2,05D,2016013676,5.4,APROVADO POR NOTA
177,2017.2,05D,20170035875,6.7,APROVADO POR NOTA
178,2017.2,05D,20160143350,5.0,APROVADO POR NOTA
179,2017.2,05D,20160143289,0.4,REPROVADO
180,2017.2,05D,20160108207,0.2,REPROVADO
181,2017.2,05D,20170032434,0.2,REPROVADO
182,2017.2,05D,20170031651,7.3,APROVADO
183,2017.2,05D,20170032416,5.8,APROVADO POR NOTA
184,2017.2,05D,20170031830,9.2,APROVADO
185,2017.2,05D,20170032990,6.1,APROVADO POR NOTA
186,2017.2,05D,20170139029,0.0,REPROVADO
187,2017.2,01D,20170042092,1.2,REPROVADO
188,2017.2,01D,20170035697,10.0,APROVADO
189,2017.2,01D,20170034330,0.0,REPROVADO
190,2017.2,01D,20170034878,7.0,APROVADO
191,2017.2,01D,20170095873,6.5,APROVADO POR NOTA
192,2017.2,01D,20170036219,9.3,APROVADO
193,2017.2,01D,20170040552,6.6,APROVADO POR NOTA
194,2017.2,01D,20170030556,8.2,APROVADO
195,2017.2,01D,20170033235,6.7,APROVADO POR NOTA
196,2017.2,01D,20170043035,8.0,APROVADO
197,2017.2,01D,20170095579,7.8,APROVADO
198,2017.2,01D,20170033039,5.6,APROVADO POR NOTA
199,2017.2,01D,20170039810,6.8,APROVADO POR NOTA
200,2017.2,01D,20170031295,6.3,APROVADO POR NOTA
201,2017.2,01D,20170032096,9.2,APROVADO
202,2017.2,01D,20160108940,2.6,REPROVADO
203,2017.2,01D,20170031052,9.8,APROVADO
204,2017.2,01D,20170097617,0.0,REPROVADO POR MÉDIA E POR FALTAS
205,2017.2,01D,20170033496,2.1,REPROVADO
206,2017.2,01D,20170102753,6.2,APROVADO POR NOTA
207,2017.2,01D,20170035777,5.7,APROVADO POR NOTA
208,2017.2,01D,20170034573,4.1,REPROVADO
209,2017.2,01D,20170044177,8.4,APROVADO
210,2017.2,01D,20170044650,0.8,REPROVADO
211,2017.2,01D,20160108889,0.0,REPROVADO
212,2017.2,01D,20170044097,6.3,APROVADO POR NOTA
213,2017.2,01D,2016014575,7.0,APROVADO
214,2017.2,05A,2014084928,0.0,REPROVADO
215,2017.2,05A,20170040697,2.4,REPROVADO
216,2017.2,05A,20160142648,5.9,APROVADO POR NOTA
217,2017.2,05A,20160143690,1.3,REPROVADO
218,2017.2,05A,20170031535,7.8,APROVADO
219,2017.2,05A,20170040310,5.6,APROVADO POR NOTA
220,2017.2,05A,2016017272,0.0,REPROVADO
221,2017.2,05A,20160143770,0.6,REPROVADO
222,2017.2,05A,20160143313,0.0,REPROVADO
223,2017.2,05A,2016099465,1.0,REPROVADO
224,2017.2,05A,20160106768,0.6,REPROVADO
225,2017.2,05A,20160107504,0.9,REPROVADO
226,2017.2,05A,20160108501,0.0,REPROVADO
227,2017.2,05A,20160107424,0.3,REPROVADO
228,2017.2,05A,20160143091,6.7,APROVADO POR NOTA
229,2017.2,05A,2016014477,0.3,REPROVADO
230,2017.2,05A,2016012810,0.7,REPROVADO
231,2017.2,05A,20170031517,8.7,APROVADO
232,2017.2,05A,20170035730,7.9,APROVADO
233,2017.2,05A,20170032550,8.5,APROVADO
234,2017.2,05A,20160108181,3.0,REPROVADO
235,2017.2,05A,20170032710,8.5,APROVADO
236,2017.2,05A,20170034279,6.0,APROVADO POR NOTA
237,2017.2,05A,2016022719,0.0,REPROVADO
238,2017.2,05A,2014057018,3.4,REPROVADO
239,2017.2,02B,2016021776,9.8,APROVADO
240,2017.2,02B,2016090183,2.0,REPROVADO
241,2017.2,02B,20170030538,8.8,APROVADO
242,2017.2,02B,20170042637,5.8,APROVADO POR NOTA
243,2017.2,02B,20170041390,8.2,APROVADO
244,2017.2,02B,20170039776,9.3,APROVADO
245,2017.2,02B,20170035070,10.0,APROVADO
246,2017.2,02B,20170030636,9.3,APROVADO
247,2017.2,02B,20170042252,8.2,APROVADO
248,2017.2,02B,20170032953,5.0,APROVADO POR NOTA
249,2017.2,02B,20170040258,7.7,APROVADO
250,2017.2,02B,20170037136,7.3,APROVADO
251,2017.2,02B,20170039551,1.7,REPROVADO
252,2017.2,02B,20170031179,9.3,APROVADO
253,2017.2,02B,20170040454,8.0,APROVADO
254,2017.2,02B,20170036110,8.4,APROVADO
255,2017.2,02B,20170038053,9.3,APROVADO
256,2017.2,02B,20170036792,0.3,REPROVADO
257,2017.2,02B,20170030770,9.2,APROVADO
258,2017.2,02B,20170011130,2.6,REPROVADO
259,2017.2,02B,20170044373,7.0,APROVADO
260,2017.2,02B,20170038213,10.0,APROVADO
261,2017.2,02B,2016017719,3.3,REPROVADO
262,2017.2,02B,20170037898,9.5,APROVADO
263,2017.2,02B,2016097424,0.9,REPROVADO
264,2017.2,02B,20170034214,7.8,APROVADO
265,2017.2,03B,20170032292,0.4,REPROVADO
266,2017.2,03B,20170037332,1.9,REPROVADO
267,2017.2,03B,20170034493,3.0,REPROVADO
268,2017.2,03B,20170106476,0.0,REPROVADO POR MÉDIA E POR FALTAS
269,2017.2,03B,20160100853,0.0,REPROVADO POR MÉDIA E POR FALTAS
270,2017.2,03B,2014066278,7.0,APROVADO
271,2017.2,03B,20170036916,0.5,REPROVADO
272,2017.2,03B,20170039435,7.6,APROVADO
273,2017.2,03B,20170038732,3.9,REPROVADO
274,2017.2,03B,20170039954,8.0,APROVADO
275,2017.2,03B,20170040276,0.2,REPROVADO
276,2017.2,03B,2014097363,5.0,APROVADO POR NOTA
277,2017.2,03B,2016021355,5.6,APROVADO POR NOTA
278,2017.2,03B,20170037655,1.4,REPROVADO
279,2017.2,03B,20170042495,0.5,REPROVADO
280,2017.2,03B,20160107783,0.8,REPROVADO POR MÉDIA E POR FALTAS
281,2017.2,03B,2016094923,0.0,REPROVADO
282,2017.2,03B,2016019197,1.2,REPROVADO
283,2017.2,03B,2014096393,0.0,REPROVADO POR MÉDIA E POR FALTAS
284,2017.2,03B,20170041110,1.3,REPROVADO POR MÉDIA E POR FALTAS
285,2017.2,03B,2015093879,0.0,REPROVADO POR MÉDIA E POR FALTAS
286,2017.2,01A,20170036872,8.2,APROVADO
287,2017.2,01A,20170044776,5.9,APROVADO POR NOTA
288,2017.2,01A,20170038797,7.9,APROVADO
289,2017.2,01A,20170039972,6.2,APROVADO POR NOTA
290,2017.2,01A,20170109100,9.2,APROVADO
291,2017.2,01A,20170097537,10.0,APROVADO
292,2017.2,01A,20170043939,7.0,APROVADO
293,2017.2,01A,20170044711,8.0,APROVADO
294,2017.2,01A,20170032274,8.4,APROVADO
295,2017.2,01A,20170036390,8.7,APROVADO
296,2017.2,01A,20170044130,5.4,APROVADO POR NOTA
297,2017.2,01A,20170037234,9.8,APROVADO
298,2017.2,01A,20170039453,7.9,APROVADO
299,2017.2,01A,20170036513,5.3,APROVADO POR NOTA
300,2017.2,01A,20170042314,8.0,APROVADO
301,2017.2,01A,20170106538,7.1,APROVADO
302,2017.2,01A,20170042332,0.1,REPROVADO
303,2017.2,01A,20170031698,6.9,APROVADO POR NOTA
304,2017.2,01A,20170034555,7.7,APROVADO
305,2017.2,01A,20170032238,8.9,APROVADO
306,2017.2,01A,20170096736,6.8,APROVADO POR NOTA
307,2017.2,01A,20170097214,7.7,APROVADO
308,2017.2,01A,20170095050,9.7,APROVADO
309,2017.2,01A,20170031473,8.0,APROVADO
310,2017.2,01A,20170041291,8.6,APROVADO
311,2017.2,01A,2015092933,5.0,APROVADO POR NOTA
312,2017.2,01A,20170033674,7.2,APROVADO
313,2017.2,02A,20170033290,8.0,APROVADO
314,2017.2,02A,20170045218,5.7,APROVADO POR NOTA
315,2017.2,02A,20170041335,5.3,APROVADO POR NOTA
316,2017.2,02A,20170033997,8.7,APROVADO
317,2017.2,02A,20160106688,5.8,APROVADO POR NOTA
318,2017.2,02A,20170101792,5.0,APROVADO POR NOTA
319,2017.2,02A,2016097809,3.4,REPROVADO
320,2017.2,02A,20170038474,8.6,APROVADO
321,2017.2,02A,2016020090,3.7,REPROVADO
322,2017.2,02A,20170043071,5.8,APROVADO POR NOTA
323,2017.2,02A,20170041710,1.6,REPROVADO
324,2017.2,02A,20170036738,7.5,APROVADO
325,2017.2,02A,20170038151,8.9,APROVADO
326,2017.2,02A,20170038554,8.7,APROVADO
327,2017.2,02A,20170032194,7.5,APROVADO
328,2017.2,02A,20170036630,6.8,APROVADO POR NOTA
329,2017.2,02A,20160142165,1.2,REPROVADO
330,2017.2,02A,2016015634,5.1,APROVADO POR NOTA
331,2017.2,02A,20170036694,6.5,APROVADO POR NOTA
332,2017.2,02A,20160112685,1.1,REPROVADO
333,2017.2,02A,2016020456,0.0,REPROVADO
334,2017.2,02A,20170153298,7.3,APROVADO
335,2017.2,02A,20170034896,7.3,APROVADO
336,2017.2,03D,20160154139,0.0,REPROVADO POR MÉDIA E POR FALTAS
337,2017.2,03D,20170043536,9.5,APROVADO
338,2017.2,03D,20160159144,9.1,APROVADO
339,2017.2,03D,2014084786,0.0,REPROVADO POR MÉDIA E POR FALTAS
340,2017.2,03D,20170041498,10.0,APROVADO
341,2017.2,03D,20170042673,0.0,REPROVADO POR MÉDIA E POR FALTAS
342,2017.2,03D,20150125483,5.7,APROVADO POR NOTA
343,2017.2,03D,20170035338,5.4,APROVADO POR NOTA
344,2017.2,03D,2014081668,5.0,APROVADO POR NOTA
345,2017.2,03D,20170095659,5.0,APROVADO POR NOTA
346,2017.2,03D,20170039239,5.8,APROVADO POR NOTA
347,2017.2,03D,20160142290,4.0,REPROVADO
348,2017.2,02D,2015020756,6.5,APROVADO POR NOTA
349,2017.2,02D,20170033398,8.3,APROVADO
350,2017.2,02D,20170031455,9.2,APROVADO
351,2017.2,02D,20170002097,9.7,APROVADO
352,2017.2,02D,2016015438,5.9,APROVADO POR NOTA
353,2017.2,02D,20170034134,6.0,APROVADO POR NOTA
354,2017.2,02D,20170036596,5.3,APROVADO POR NOTA
355,2017.2,02D,20170041952,7.7,APROVADO
356,2017.2,02D,20170031339,8.8,APROVADO
357,2017.2,02D,20160108360,7.0,APROVADO
358,2017.2,02D,20170099193,5.5,APROVADO POR NOTA
359,2017.2,02D,20160146191,3.7,REPROVADO
360,2017.2,02D,20170030977,9.0,APROVADO
361,2017.2,02D,20150126130,4.1,REPROVADO
362,2017.2,02D,20170034410,8.2,APROVADO
363,2017.2,02D,20170034395,1.4,REPROVADO
364,2017.2,02D,20170035150,7.7,APROVADO
365,2017.2,04D,20170043714,0.6,REPROVADO
366,2017.2,04D,20150131865,1.2,REPROVADO
367,2017.2,04D,2016017577,1.2,REPROVADO
368,2017.2,04D,20160143304,5.0,APROVADO POR NOTA
369,2017.2,04D,20170039758,0.9,REPROVADO
370,2017.2,04D,20160143340,5.6,APROVADO POR NOTA
371,2017.2,04D,20160107649,0.0,REPROVADO
372,2017.2,04D,20170032176,9.0,APROVADO
373,2017.2,04D,20170037950,9.2,APROVADO
374,2017.2,04D,20170038376,7.2,APROVADO
375,2017.2,04D,20160143832,1.0,REPROVADO
376,2017.2,04D,2016097620,4.2,REPROVADO
377,2017.2,04D,20160108904,0.3,REPROVADO
378,2017.2,04D,20150139550,3.0,REPROVADO
379,2017.2,04D,20170095013,4.3,REPROVADO
380,2017.2,04D,2016098000,0.0,REPROVADO
381,2017.2,04D,20160142835,0.4,REPROVADO
382,2017.2,04D,2016097406,0.7,REPROVADO
383,2017.2,04D,20170043017,8.8,APROVADO
384,2017.2,04D,20170149034,6.1,APROVADO POR NOTA
385,2017.2,04D,20170031713,0.0,REPROVADO
386,2017.2,04D,2014096900,0.4,REPROVADO
387,2017.2,04D,20170037495,8.8,APROVADO
388,2017.2,04D,20170045352,0.0,REPROVADO
389,2017.2,03A,20170095210,6.7,APROVADO POR NOTA
390,2017.2,03A,20170038358,7.8,APROVADO
391,2017.2,03A,20170033932,7.5,APROVADO
392,2017.2,03A,20170033816,8.1,APROVADO
393,2017.2,03A,20160107148,2.0,REPROVADO
394,2017.2,03A,20170031310,9.3,APROVADO
395,2017.2,03A,2015016172,5.6,APROVADO POR NOTA
396,2017.2,03A,20170036030,6.3,APROVADO POR NOTA
397,2017.2,03A,2016090666,0.0,REPROVADO POR MÉDIA E POR FALTAS
398,2017.2,03A,20170039210,10.0,APROVADO
399,2017.2,03A,20170040338,9.8,APROVADO
400,2017.2,03A,20170035516,8.9,APROVADO
401,2017.2,03A,20170043358,6.7,APROVADO POR NOTA
402,2017.2,03A,2012927879,0.0,REPROVADO
403,2017.2,03A,20170036335,7.0,APROVADO
404,2017.2,03A,2016010119,1.2,REPROVADO
405,2017.2,05B,2013064036,0.1,REPROVADO
406,2017.2,05B,2016011279,5.4,APROVADO POR NOTA
407,2017.2,05B,20170031670,4.3,REPROVADO
408,2017.2,05B,2016099222,6.4,APROVADO POR NOTA
409,2017.2,05B,20170042270,5.0,APROVADO POR NOTA
410,2017.2,05B,20150127835,0.5,REPROVADO
411,2017.2,05B,20160143814,0.2,REPROVADO
412,2017.2,05B,20170039598,1.0,REPROVADO
413,2017.2,05B,2016022530,2.0,REPROVADO
414,2017.2,05B,2016015993,0.4,REPROVADO
415,2017.2,05B,20160143627,4.3,REPROVADO
416,2017.2,05B,20170038670,5.1,APROVADO POR NOTA
417,2017.2,05B,20170146918,0.0,REPROVADO
418,2017.2,05B,20170107455,8.6,APROVADO
419,2017.2,05B,20160143387,1.2,REPROVADO
420,2017.2,05B,20170034054,10.0,APROVADO
421,2017.2,05B,20160158503,2.3,REPROVADO
422,2017.2,05B,20170037637,8.8,APROVADO
423,2017.2,05B,20160142352,3.9,REPROVADO
424,2017.2,05B,20170044490,5.4,APROVADO POR NOTA
425,2017.2,05B,20160108000,0.0,REPROVADO
426,2017.2,05B,2016015699,0.1,REPROVADO
427,2017.2,05B,20170035919,0.2,REPROVADO
428,2017.2,05B,20160107980,5.2,REPROVADO POR NOTA
429,2017.2,05B,20160142530,6.3,APROVADO POR NOTA
430,2017.2,05B,20170153233,0.0,REPROVADO
431,2017.2,05B,2016010478,0.0,REPROVADO
