"__v",_id,classificacao,dificuldade,enunciado,enunciadoLatex,likes,oculta,resultados.0._id,resultados.0.entradas.0,resultados.0.entradas.1,resultados.0.entradas.10,resultados.0.entradas.11,resultados.0.entradas.12,resultados.0.entradas.13,resultados.0.entradas.14,resultados.0.entradas.15,resultados.0.entradas.16,resultados.0.entradas.17,resultados.0.entradas.18,resultados.0.entradas.19,resultados.0.entradas.2,resultados.0.entradas.20,resultados.0.entradas.21,resultados.0.entradas.22,resultados.0.entradas.23,resultados.0.entradas.24,resultados.0.entradas.25,resultados.0.entradas.26,resultados.0.entradas.27,resultados.0.entradas.28,resultados.0.entradas.29,resultados.0.entradas.3,resultados.0.entradas.30,resultados.0.entradas.31,resultados.0.entradas.32,resultados.0.entradas.33,resultados.0.entradas.34,resultados.0.entradas.35,resultados.0.entradas.36,resultados.0.entradas.37,resultados.0.entradas.38,resultados.0.entradas.39,resultados.0.entradas.4,resultados.0.entradas.40,resultados.0.entradas.41,resultados.0.entradas.42,resultados.0.entradas.43,resultados.0.entradas.44,resultados.0.entradas.45,resultados.0.entradas.46,resultados.0.entradas.47,resultados.0.entradas.48,resultados.0.entradas.49,resultados.0.entradas.5,resultados.0.entradas.50,resultados.0.entradas.51,resultados.0.entradas.52,resultados.0.entradas.53,resultados.0.entradas.54,resultados.0.entradas.55,resultados.0.entradas.56,resultados.0.entradas.57,resultados.0.entradas.58,resultados.0.entradas.59,resultados.0.entradas.6,resultados.0.entradas.60,resultados.0.entradas.61,resultados.0.entradas.62,resultados.0.entradas.63,resultados.0.entradas.64,resultados.0.entradas.65,resultados.0.entradas.66,resultados.0.entradas.67,resultados.0.entradas.68,resultados.0.entradas.69,resultados.0.entradas.7,resultados.0.entradas.70,resultados.0.entradas.71,resultados.0.entradas.72,resultados.0.entradas.73,resultados.0.entradas.74,resultados.0.entradas.75,resultados.0.entradas.76,resultados.0.entradas.77,resultados.0.entradas.78,resultados.0.entradas.79,resultados.0.entradas.8,resultados.0.entradas.80,resultados.0.entradas.9,resultados.0.saida,resultados.1._id,resultados.1.entradas.0,resultados.1.entradas.1,resultados.1.entradas.10,resultados.1.entradas.11,resultados.1.entradas.12,resultados.1.entradas.13,resultados.1.entradas.14,resultados.1.entradas.15,resultados.1.entradas.16,resultados.1.entradas.17,resultados.1.entradas.18,resultados.1.entradas.19,resultados.1.entradas.2,resultados.1.entradas.20,resultados.1.entradas.21,resultados.1.entradas.22,resultados.1.entradas.23,resultados.1.entradas.24,resultados.1.entradas.25,resultados.1.entradas.26,resultados.1.entradas.27,resultados.1.entradas.28,resultados.1.entradas.29,resultados.1.entradas.3,resultados.1.entradas.30,resultados.1.entradas.31,resultados.1.entradas.32,resultados.1.entradas.33,resultados.1.entradas.34,resultados.1.entradas.35,resultados.1.entradas.36,resultados.1.entradas.37,resultados.1.entradas.38,resultados.1.entradas.39,resultados.1.entradas.4,resultados.1.entradas.40,resultados.1.entradas.41,resultados.1.entradas.42,resultados.1.entradas.43,resultados.1.entradas.44,resultados.1.entradas.45,resultados.1.entradas.46,resultados.1.entradas.47,resultados.1.entradas.48,resultados.1.entradas.49,resultados.1.entradas.5,resultados.1.entradas.50,resultados.1.entradas.51,resultados.1.entradas.52,resultados.1.entradas.53,resultados.1.entradas.54,resultados.1.entradas.55,resultados.1.entradas.56,resultados.1.entradas.57,resultados.1.entradas.58,resultados.1.entradas.59,resultados.1.entradas.6,resultados.1.entradas.60,resultados.1.entradas.61,resultados.1.entradas.62,resultados.1.entradas.63,resultados.1.entradas.64,resultados.1.entradas.65,resultados.1.entradas.66,resultados.1.entradas.67,resultados.1.entradas.68,resultados.1.entradas.69,resultados.1.entradas.7,resultados.1.entradas.70,resultados.1.entradas.71,resultados.1.entradas.72,resultados.1.entradas.73,resultados.1.entradas.74,resultados.1.entradas.75,resultados.1.entradas.76,resultados.1.entradas.77,resultados.1.entradas.78,resultados.1.entradas.79,resultados.1.entradas.8,resultados.1.entradas.80,resultados.1.entradas.9,resultados.1.saida,resultados.2._id,resultados.2.entradas.0,resultados.2.entradas.1,resultados.2.entradas.10,resultados.2.entradas.11,resultados.2.entradas.12,resultados.2.entradas.13,resultados.2.entradas.14,resultados.2.entradas.15,resultados.2.entradas.16,resultados.2.entradas.17,resultados.2.entradas.18,resultados.2.entradas.19,resultados.2.entradas.2,resultados.2.entradas.20,resultados.2.entradas.21,resultados.2.entradas.22,resultados.2.entradas.23,resultados.2.entradas.24,resultados.2.entradas.25,resultados.2.entradas.26,resultados.2.entradas.27,resultados.2.entradas.28,resultados.2.entradas.29,resultados.2.entradas.3,resultados.2.entradas.30,resultados.2.entradas.31,resultados.2.entradas.32,resultados.2.entradas.33,resultados.2.entradas.34,resultados.2.entradas.35,resultados.2.entradas.36,resultados.2.entradas.37,resultados.2.entradas.38,resultados.2.entradas.39,resultados.2.entradas.4,resultados.2.entradas.40,resultados.2.entradas.41,resultados.2.entradas.42,resultados.2.entradas.43,resultados.2.entradas.44,resultados.2.entradas.45,resultados.2.entradas.46,resultados.2.entradas.47,resultados.2.entradas.48,resultados.2.entradas.49,resultados.2.entradas.5,resultados.2.entradas.50,resultados.2.entradas.51,resultados.2.entradas.52,resultados.2.entradas.53,resultados.2.entradas.54,resultados.2.entradas.55,resultados.2.entradas.56,resultados.2.entradas.57,resultados.2.entradas.58,resultados.2.entradas.59,resultados.2.entradas.6,resultados.2.entradas.60,resultados.2.entradas.61,resultados.2.entradas.62,resultados.2.entradas.63,resultados.2.entradas.64,resultados.2.entradas.65,resultados.2.entradas.66,resultados.2.entradas.67,resultados.2.entradas.68,resultados.2.entradas.69,resultados.2.entradas.7,resultados.2.entradas.70,resultados.2.entradas.71,resultados.2.entradas.72,resultados.2.entradas.73,resultados.2.entradas.74,resultados.2.entradas.75,resultados.2.entradas.76,resultados.2.entradas.77,resultados.2.entradas.78,resultados.2.entradas.79,resultados.2.entradas.8,resultados.2.entradas.80,resultados.2.entradas.9,resultados.2.saida,resultados.3._id,resultados.3.entradas.0,resultados.3.entradas.1,resultados.3.entradas.10,resultados.3.entradas.11,resultados.3.entradas.12,resultados.3.entradas.13,resultados.3.entradas.14,resultados.3.entradas.15,resultados.3.entradas.16,resultados.3.entradas.17,resultados.3.entradas.18,resultados.3.entradas.19,resultados.3.entradas.2,resultados.3.entradas.20,resultados.3.entradas.21,resultados.3.entradas.22,resultados.3.entradas.23,resultados.3.entradas.24,resultados.3.entradas.25,resultados.3.entradas.26,resultados.3.entradas.27,resultados.3.entradas.28,resultados.3.entradas.29,resultados.3.entradas.3,resultados.3.entradas.30,resultados.3.entradas.31,resultados.3.entradas.32,resultados.3.entradas.33,resultados.3.entradas.34,resultados.3.entradas.35,resultados.3.entradas.36,resultados.3.entradas.37,resultados.3.entradas.38,resultados.3.entradas.39,resultados.3.entradas.4,resultados.3.entradas.40,resultados.3.entradas.41,resultados.3.entradas.42,resultados.3.entradas.43,resultados.3.entradas.44,resultados.3.entradas.45,resultados.3.entradas.46,resultados.3.entradas.47,resultados.3.entradas.48,resultados.3.entradas.49,resultados.3.entradas.5,resultados.3.entradas.50,resultados.3.entradas.51,resultados.3.entradas.52,resultados.3.entradas.53,resultados.3.entradas.54,resultados.3.entradas.55,resultados.3.entradas.56,resultados.3.entradas.57,resultados.3.entradas.58,resultados.3.entradas.59,resultados.3.entradas.6,resultados.3.entradas.60,resultados.3.entradas.61,resultados.3.entradas.62,resultados.3.entradas.63,resultados.3.entradas.64,resultados.3.entradas.65,resultados.3.entradas.66,resultados.3.entradas.67,resultados.3.entradas.68,resultados.3.entradas.69,resultados.3.entradas.7,resultados.3.entradas.70,resultados.3.entradas.71,resultados.3.entradas.72,resultados.3.entradas.73,resultados.3.entradas.74,resultados.3.entradas.75,resultados.3.entradas.76,resultados.3.entradas.77,resultados.3.entradas.78,resultados.3.entradas.79,resultados.3.entradas.8,resultados.3.entradas.80,resultados.3.entradas.9,resultados.3.saida,resultados.4._id,resultados.4.entradas.0,resultados.4.entradas.1,resultados.4.entradas.10,resultados.4.entradas.11,resultados.4.entradas.12,resultados.4.entradas.13,resultados.4.entradas.14,resultados.4.entradas.15,resultados.4.entradas.16,resultados.4.entradas.17,resultados.4.entradas.18,resultados.4.entradas.19,resultados.4.entradas.2,resultados.4.entradas.20,resultados.4.entradas.3,resultados.4.entradas.4,resultados.4.entradas.5,resultados.4.entradas.6,resultados.4.entradas.7,resultados.4.entradas.8,resultados.4.entradas.9,resultados.4.saida,solucao,tags.0,tags.1,titulo
0,59a089795e65ea64a07f26c5,Complementar,Médio,"[L3-Q8] Considere duas cidades, A e B. A cidade A tem um crescimento populacional de 3,5% ao ano, enquanto a população da cidade B cresce 1% ao ano. Implemente um programa que recebe 2 valores inteiros que representam a população da cidade A e da cidade B, e calcula em quantos anos a população da cidade A será maior ou igual que a população da cidade B. Considere que o valor recebido para a cidade A será sempre menor que o valor para a cidade B.

O programa deve imprimir a quantidade de anos na saída.",,63,,,7000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,1000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,100,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"var popA = lerInteiro();
var popB = lerInteiro();
var anos = 0;

while (popA < popB) {
    anos++;
    popA = popA + (0.035 * popA);
    popB = popB + (0.01 * popB);
}

escreva(anos);",operadores artitméticos,estruturas de repetição,Crescimento populacional
0,59a08b4fe7f90764b2ebcc65,Complementar,Médio,"[L3-Q9] Implemente um programa que recebe dois números reais referentes a duas notas de um aluno. O programa deve calcular a média dessas notas e imprimir na saída, descartando valores inválidos. Ou seja, se o número de entrada dado em cada nota for menor do que 0 ou maior do que 10, o programa deve receber a nota novamente até que a nota seja válida.",,29,,59a08b4fe7f90764b2ebcc69,7,-1,,,,,,,,,,,11,,,,,,,,,,,-4,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,59a08b4fe7f90764b2ebcc68,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,59a08b4fe7f90764b2ebcc67,-1,2,,,,,,,,,,,23,,,,,,,,,,,45,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,59a08b4fe7f90764b2ebcc66,10,-1,,,,,,,,,,,-3,,,,,,,,,,,11,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,"var a = lerReal();

while(a < 0 || a > 10) {
    a = lerReal();
}

var b = lerReal();

while(b < 0 || b > 10) {
    b = lerReal();
}

escreva((a+b)/2);",operadores lógicos,estruturas de repetição,Cálculo da média válida
0,59a095395e65ea64a07f26c7,Complementar,Médio,"[L3-Q10] Implemente um programa que recebe um valor inteiro que representa a massa M de uma material radioativo, em gramas, calcula o tempo necessário para este material atingir 0.5 gramas ou menos. Seu programa deve imprimir o resultado expresso em minutos e segundos na saída. O tempo de meia-vida do material é de 50 segundos.",,23,,59a095395e65ea64a07f26cb,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 minutos e 10 segundos,59a095395e65ea64a07f26ca,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 minutos e 0 segundos,59a095395e65ea64a07f26c9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 minutos e 20 segundos,59a095395e65ea64a07f26c8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 minutos e 50 segundos,,,,,,,,,,,,,,,,,,,,,,,,"var M = lerInteiro();
var segundos = 0;

while (M > 0.5) {
    segundos += 50;
    M = M/2;
}

escreva(divisaoInteira(segundos, 60) + ' minutos e ');
escreva((segundos % 60) + ' segundos');",estruturas de repetição,,Tempo de vida de um material radioativo
0,59a0992d9a2ef364c5e13468,Complementar,Médio,"[L3-Q11] Implemente um programa que recebe o valor do primeiro termo e o valor da razão de uma PG (progressão geométrica) crescente, ambos números reais maiores que 1.

Em seguida, o programa deve receber um número inteiro N e imprimir na saída todos os termos da PG que são menores que N, separados por espaços. Considere que o número N será sempre maior que o primeiro termo fornecido pelo problema.

Nota: O espaço no final da saída é opcional.",,18,,59a0992d9a2ef364c5e1346d,2,2,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 4 8 16 32 64,59a0992d9a2ef364c5e1346c,2,6,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 12 72 432 2592,59a0992d9a2ef364c5e1346b,1.5,2.5,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5 3.75 9.375 23.4375 58.59375,59a0992d9a2ef364c5e1346a,10,2,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,59a0992d9a2ef364c5e13469,10,10,,,,,,,,,,,100000,,,,,,,,,10 100 1000 10000,"var a1 = lerReal();
var r = lerReal();
var N = lerReal();

while (a1 < N) {
    escreva(a1 + ' ');
    a1 = a1*r;
}",operadores artitméticos,estruturas de repetição,Termos de uma progressão geométrica
0,59a09e045e65ea64a07f26d0,Fixação,Muito fácil,"[L3-Q12] Implemente um programa que recebe um número inteiro positivo e determina se ele é primo ou não. O programa deve imprimir a mensagem ""Eh primo"" para o caso positivo e ""Nao eh primo"" caso contrário.",,50,false,5ad4afe2241ada0408e6a2ad,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nao eh primo,5ad4afe2241ada0408e6a2ae,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eh primo,5ad4afe2241ada0408e6a2af,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eh primo,5ad4afe2241ada0408e6a2b0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eh primo,5ad4afe2241ada0408e6a2b1,7,,,,,,,,,,,,,,,,,,,,,Eh primo,"var x = lerInteiro();
var ehPrimo = (x > 1);
var indice = 2;
var raiz = Math.floor(Math.sqrt(x));

// Só é necessário verificar até a raiz do número
while(indice <= raiz) {
    if (x % indice === 0) {
        ehPrimo = false;
        break;
    }
    indice++;
}

ehPrimo ? escreva('Eh primo') : escreva('Nao eh primo');",estruturas condicionais,estruturas de repetição,É número primo?
0,59a177c5161d04649b5e3df6,Avançado,Difícil,"[L3-Q13] Implemente um programa que recebe 2 números inteiros positivos, calcula o Máximo Divisor Comum (MDC) desses números e imprime o resultado na saída.

Uma forma de calcular o MDC é através de sucessivas divisões até que se tenha uma divisão exata.
O MDC de 48 e 30 é, por exemplo:
48 / 30 = 1 (com resto 18)
30 / 18 = 1 (com resto 12)
18 / 12 = 1 (com resto 6)
12 / 6 = 2 (divisão exata)
Logo, o MDC de 48 e 30 é 6. Perceba que o divisor do passo 1 (30) se torna o dividendo do passo 2. E o resto da divisão do passo 1 (18) se torna o divisor do passo 2. As iterações param quando há uma divisão exata.",,19,false,59b6c4870cda1b142dc6ec75,48,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,59b6c4870cda1b142dc6ec74,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59b6c4870cda1b142dc6ec73,12,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,59b6c4870cda1b142dc6ec72,90,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,"var n1 = lerInteiro();
var n2 = lerInteiro();
var resto = n1 % n2;

while (resto !== 0) {
    n1 = n2;
    n2 = resto;
    resto = n1 % n2;
}

escreva(n2);",operadores artitméticos,estruturas de repetição,Máximo Divisor Comum entre 2 números
0,59a17f695e65ea64a07f26ea,Avançado,Difícil,"[L3-Q14] Implemente um programa que recebe um número real N e imprime uma tabela de equivalência de temperaturas em graus Celsius e Farenheit. A tabela deve começar em 0 graus Celsius e deve aumentar de acordo com a entrada N, até ultrapassar 100 graus Celsius. A relação das temperaturas é a dada pela seguinte fórmula: 9C=5(F − 32)

O formato da tabela deve ser:
c1-f1
c2-f2
c3-f3

Onde cx representa um valor em graus Celsius e fx representa um valor em Farenheit e cada linha deve terminar com uma quebra de linha (caractere '\n')

Nota: O caractere de quebra de linha na última linha da tabela é opcional.",,19,false,59bc6c7f8525570d333826b7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0-32
20-68
40-104
60-140
80-176
100-212
120-248",59bc6c7f8525570d333826b6,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0-32
50.5-122.9
101-213.8",59bc6c7f8525570d333826b5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0-32
5-41
10-50
15-59
20-68
25-77
30-86
35-95
40-104
45-113
50-122
55-131
60-140
65-149
70-158
75-167
80-176
85-185
90-194
95-203
100-212
105-221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"var incremento = lerReal();
var celcius = 0;
var farenheit = f(celcius);

escreva(celcius + '-' + farenheit + '\n');

while (celcius <= 100) {
    celcius += incremento;
    escreva(celcius + '-' + f(celcius) + '\n');
}

function f(c) {
    return ((9*c)/5) + 32
}",operadores artitméticos,operadores lógicos,Tabela Celsius-Farenheit
0,59a181609a2ef364c5e1346e,Avançado,Difícil,"[L3-Q15] Implemente um programa que recebe um número inteiro positivo N e escreve na saída todos os termos da sequência de fibonacci que são estritamente menores do que N, separados por espaço. A sequência de Fibonacci tem seus dois primeiros termos iguais a 1. A partir do terceiro, cada termo é igual a soma dos dois termos anteriores a ele. Ou seja: o quinto termo é igual a soma do quarto e terceiro termos. Os 10 primeiros termos da sequência de Fibonacci são: 1 1 2 3 5 8 13 21 34 55

Nota: O espaço no final da saída é opcional.",,15,,59a181609a2ef364c5e13473,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 1 2 3 5 8 13 21 34 55,59a181609a2ef364c5e13472,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 1 2 3 5 8,59a181609a2ef364c5e13471,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 1 2 3 5 8 13 21 34 55 89 144,59a181609a2ef364c5e13470,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 1,59a181609a2ef364c5e1346f,1,,,,,,,,,,,,,,,,,,,,,,"var a1 = 1;
var a2 = 1;
var N = lerInteiro();

if (a1 < N) {
    escreva(a1 + ' ');
}

if (a2 < N) {
    escreva(a2 + ' ');
}

while (a1 + a2 < N) {
    var aux = a2;
    a2 = a2 + a1;
    a1 = aux;
    escreva(a2 + ' ');
}",operadores artitméticos,estruturas de repetição,Sequência de Fibbonacci
0,59a6f8598ee7430cdb221ce1,Fixação,Muito fácil,"[L4-Q1] Implemente um programa que recebe 5 números reais, calcula o quadrado deles e imprime na saída separados por espaços.

Nota: O espaço no final da saída é opcional.",,26,false,59b54b0c29ddcd43681a0cb5,1,2,,,,,,,,,,,3,,,,,,,,,,,4,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 4 9 16 25,59b54b0c29ddcd43681a0cb4,1.2,1.5,,,,,,,,,,,1.8,,,,,,,,,,,1.9,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44 2.25 3.24 3.61 6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"for(let i = 0; i < 5; i++) {
    var x = lerReal();
    escreva((x*x) + ' ');
}",estruturas de repetição,laço contado,O quadrado dos 5 números
0,59a6fddad2c16c0ce095bb96,Fixação,Muito fácil,"[L4-Q2] Implemente um programa que imprima na saída uma contagem regressiva de 10 a 1, separando os números por espaços. Se você já viu como contar de 0 até 10, então sabe que temos que criar uma variável que funcione como um contador. Essa variável vai começar com 0 e vai seguir aumentando até chegar em 10. Mas agora que vamos fazer a contagem regressiva o contador vai então começar 10 e você vai reduzir ele até chegar em 1.

Nota: O espaço no final da saída é opcional.",,50,false,5d6870bc1c4439040df1dc34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 9 8 7 6 5 4 3 2 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"for(var i = 10; i > 0; i--){
    alert(i + "" "");
}",estruturas de repetição,laço contado,Contagem regressiva
0,59a70114429df10d0469a4ae,Fixação,Fácil,"[L4-Q3] Implemente um programa que imprima na saída os números de 0 a 40 (inclusive) que são múltiplos de 8, separados por espaço.

Nota: O espaço no final da saída é opcional.",,25,false,59b54b704e9ac243418aa097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 8 16 24 32 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"for(i = 0; i <= 40; i++){
    if(i%8 === 0){
        escreva(i + "" "");
    }
}",estruturas de repetição,laço contado,Múltiplos de 8 entre 0 e 40
0,59a708e09202790d096dc719,Fixação,Fácil,"[L4-Q5] Implemente um programa que recebe um número inteiro positivo N. Em seguida, seu programa deve receber N números, calcular o quadrado dos números e imprimir na saída, separando os valores por espaços.

Nota: O espaço no final da saída é opcional.",,15,false,59b54bed29ddcd43681a0cba,3,2,,,,,,,,,,,6,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 36 49,59b54bed29ddcd43681a0cb9,5,7,,,,,,,,,,,3,,,,,,,,,,,9,,,,,,,,,,,8,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49 9 81 64 625,59b54bed29ddcd43681a0cb8,2,31,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961 1764,59b54bed29ddcd43681a0cb7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"var n = lerInteiro();

for(var i = 1; i <= n; i++){
    var x = lerInteiro();
    escreva((x*x) + ' ');
}",entrada e saída,estruturas de repetição,Quadrado de N números
